timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
1777227097933000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227097941000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227097949000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227097957000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227097965000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227097973000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227097989000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227097997000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098005000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098013000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098021000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098037000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098045000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098053000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098069000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098077000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098085000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098093000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098109000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098117000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098125000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098133000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098149000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098157000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098165000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098173000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098181000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098197000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098205000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098213000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098221000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098229000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098245000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098253000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098269000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098277000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098285000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098293000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098309000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098317000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098325000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098333000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098349000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098357000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098365000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098373000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098389000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098397000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098405000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098413000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098429000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098437000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098445000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098453000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098461000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098477000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098485000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098493000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098509000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098517000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098525000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098533000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098549000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098557000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098565000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098573000,0,0.0,0.0,0.0,0.0,0.0,0.0
1777227098589000,0,0.0,0.0,0.0,0.0,0.0,0.0
