timestamp,nav_state,failure
1777227097877000,4,0
1777227098381000,4,0
1777227098933000,4,0
1777227099437000,4,0
1777227099941000,4,0
1777227100445000,4,0
1777227100949000,4,0
1777227101453000,4,0
1777227101957000,4,0
1777227102461000,4,0
1777227102965000,4,0
1777227103469000,4,0
1777227103973000,4,0
1777227104477000,4,0
1777227104981000,4,0
1777227105485000,4,0
1777227105989000,4,0
1777227106493000,4,0
1777227106997000,4,0
1777227107501000,4,0
1777227108013000,4,0
1777227108557000,4,0
1777227109061000,4,0
1777227109565000,4,0
1777227110069000,4,0
1777227110573000,4,0
1777227111077000,4,0
1777227111581000,4,0
1777227112085000,4,0
1777227112589000,4,0
1777227113093000,4,0
1777227113597000,4,0
1777227114101000,4,0
1777227114605000,4,0
1777227115109000,4,0
1777227115613000,4,0
1777227116117000,4,0
1777227116621000,4,0
1777227117125000,4,0
1777227117629000,4,0
1777227118081000,3,0
1777227118605000,3,0
1777227119109000,3,0
1777227119613000,3,0
1777227120117000,3,0
1777227120621000,3,0
1777227121125000,3,0
1777227121629000,3,0
1777227122133000,3,0
1777227122637000,3,0
1777227123141000,3,0
1777227123645000,3,0
1777227124149000,3,0
1777227124653000,3,0
1777227125157000,3,0
1777227125661000,3,0
1777227126165000,3,0
1777227126669000,3,0
1777227127173000,3,0
1777227127677000,3,0
1777227128181000,3,0
1777227128685000,3,0
1777227129189000,3,0
1777227129693000,3,0
1777227130197000,3,0
1777227130701000,3,0
1777227131205000,3,0
1777227131709000,3,0
1777227132213000,3,0
1777227132717000,3,0
1777227133221000,3,0
1777227133725000,3,0
1777227134229000,3,0
1777227134733000,3,0
1777227135237000,3,0
1777227135741000,3,0
1777227136245000,3,0
1777227136749000,3,0
1777227137253000,3,0
1777227137757000,3,0
1777227138269000,3,0
1777227138813000,3,0
1777227139325000,3,0
1777227139829000,3,0
1777227140333000,3,0
1777227140837000,3,0
1777227141341000,3,0
1777227141845000,3,0
1777227142349000,3,0
1777227142853000,3,0
1777227143357000,3,0
1777227143861000,3,0
1777227144365000,3,0
1777227144869000,3,0
1777227145373000,3,0
1777227145877000,3,0
1777227146381000,3,0
1777227146885000,3,0
1777227147389000,3,0
1777227147893000,3,0
1777227148397000,3,0
1777227148901000,3,0
1777227149405000,3,0
1777227149909000,3,0
1777227150413000,3,0
1777227150917000,3,0
1777227151421000,3,0
1777227151925000,3,0
1777227152429000,3,0
1777227152933000,3,0
1777227153437000,3,0
1777227153941000,3,0
1777227154049000,4,0
1777227154581000,4,0
1777227155125000,4,0
1777227155637000,4,0
1777227156189000,4,0
1777227156693000,4,0
1777227157197000,4,0
1777227157701000,4,0
1777227158205000,4,0
1777227158709000,4,0
1777227159213000,4,0
1777227159717000,4,0
1777227160221000,4,0
1777227160725000,4,0
1777227161229000,4,0
1777227161733000,4,0
1777227162237000,4,0
1777227162741000,4,0
1777227163245000,4,0
1777227163749000,4,0
1777227164253000,4,0
1777227164757000,4,0
1777227165261000,4,0
1777227165765000,4,0
1777227166269000,4,0
1777227166773000,4,0
1777227167277000,4,0
1777227167781000,4,0
1777227168285000,4,0
1777227168789000,4,0
1777227169293000,4,0
1777227169797000,4,0
1777227170301000,4,0
1777227170805000,4,0
1777227171309000,4,0
1777227171813000,4,0
1777227172317000,4,0
1777227172821000,4,0
1777227173325000,4,0
1777227173829000,4,0
1777227174333000,4,0
1777227174837000,4,0
1777227175341000,4,0
1777227175845000,4,0
1777227176349000,4,0
1777227176853000,4,0
1777227177357000,4,0
1777227177861000,4,0
1777227178365000,4,0
1777227178385000,18,0
1777227178901000,18,0
1777227179413000,18,0
1777227179917000,18,0
1777227180461000,18,0
1777227180973000,18,0
1777227181525000,18,0
1777227182029000,18,0
1777227182533000,18,0
1777227183037000,18,0
1777227183541000,18,0
1777227184045000,18,0
1777227184549000,18,0
1777227185053000,18,0
1777227185557000,18,0
1777227186061000,18,0
1777227186565000,18,0
1777227187069000,18,0
1777227187573000,18,0
1777227188077000,18,0
1777227188581000,18,0
1777227189085000,18,0
1777227189589000,18,0
1777227190093000,18,0
1777227190597000,18,0
1777227191101000,18,0
1777227191605000,18,0
1777227192109000,18,0
1777227192613000,18,0
1777227193117000,18,0
1777227193621000,18,0
1777227194125000,18,0
1777227194629000,18,0
1777227195133000,18,0
1777227195637000,18,0
1777227196141000,18,0
1777227196645000,18,0
1777227197149000,18,0
1777227197653000,18,0
1777227198157000,18,0
1777227198661000,18,0
1777227198909000,4,0
1777227199413000,4,0
