timestamp,timestamp_sample,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],estimator_instance,innovation_rejected,fused
1777227098253000,1777227098098970,0,47.397742,8.545594,0,100.0,100.0,-5240971.0,-951291.2,-5240971.0,-951291.2,100.00005,100.00005,10987105000.0,361981800.0,10987105000.0,361981800.0,0,1,0
1777227098309000,1777227098150972,0,47.3977419,8.5455942,0,100.0,100.0,-5240971.0,-951291.2,-100.00004,-100.00004,100.00007,100.00007,10987103000.0,361981730.0,4.0,4.0,0,1,0
1777227098357000,1777227098202973,0,47.3977419,8.5455942,0,100.0,100.0,-5240971.0,-951291.2,-100.000046,-100.000046,100.00009,100.00009,10987101000.0,361981630.0,-4.0,-4.0,0,1,0
1777227098413000,1777227098254975,0,47.3977419,8.545594099999999,0,100.0,100.0,-5240971.0,-951291.2,-100.00003,-100.00003,100.00006,100.00006,10987104000.0,361981760.0,-4.0,-4.0,0,1,0
1777227098461000,1777227098306977,0,47.397742099999995,8.545594099999999,0,100.0,100.0,-5240971.0,-951291.2,-100.000046,-100.000046,100.00009,100.00009,10987101000.0,361981630.0,-4.0,-4.0,0,1,0
1777227098517000,1777227098358978,0,47.397742099999995,8.545594099999999,0,100.0,100.0,-5240971.0,-951291.2,-100.00007,-100.00006,100.00013,100.00012,10987097000.0,361981540.0,-4.0,-4.0,0,1,0
1777227098565000,1777227098410980,0,47.3977419,8.545594099999999,0,100.0,100.0,-5240971.0,-951291.2,-100.000084,-100.000084,100.00017,100.00017,10987093000.0,361981380.0,-4.0,-4.0,0,1,0
1777227098621000,1777227098462981,0,47.397742,8.545594099999999,0,100.0,100.0,-5240971.0,-951291.2,-100.00004,-100.00004,100.000084,100.000084,10987101000.0,361981630.0,-4.0,-4.0,0,1,0
1777227098669000,1777227098514982,0,47.397742,8.5455942,0,100.0,100.0,-5240971.0,-951291.2,-100.00006,-100.00006,100.00011,100.00011,10987099000.0,361981570.0,-4.0,-4.0,0,1,0
1777227098725000,1777227098566983,0,47.3977419,8.5455939,0,100.0,100.0,-5240971.0,-951291.1,-100.00008,-100.00008,100.00015,100.00015,10987094000.0,361981340.0,-4.0,-4.0,0,1,0
