timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
1777227098833000,1777227098833000,1310988,0.01436521,0.08619126,-9.797073,0.0,0,0,0,0,1
1777227099833000,1777227099833000,1310988,-0.0047884034,0.023942016,-9.844957,0.0,0,0,0,0,1
1777227100833000,1777227100833000,1310988,-0.023942016,0.02633622,-9.832987,0.0,0,0,0,0,1
1777227101833000,1777227101833000,1310988,0.0,-0.023942016,-9.888053,0.0,0,0,0,0,1
1777227102833000,1777227102833000,1310988,0.019153614,0.0,-9.828198,0.0,0,0,0,0,1
1777227103833000,1777227103833000,1310988,0.02633622,0.04070143,-9.816227,0.0,0,0,0,0,1
1777227104833000,1777227104833000,1310988,0.011971008,0.0,-9.811439,0.0,0,0,0,0,1
1777227105833000,1777227105833000,1310988,-0.0047884034,-0.050278235,-9.768343,0.0,0,0,0,0,1
1777227106833000,1777227106833000,1310988,-0.009576807,0.021547815,-9.794679,0.0,0,0,0,0,1
1777227107833000,1777227107833000,1310988,-0.045489833,-0.01436521,-9.840169,0.0,0,0,0,0,1
1777227108833000,1777227108833000,1310988,0.047884032,0.01436521,-9.792285,0.0,0,0,0,0,1
1777227109833000,1777227109833000,1310988,0.0023942017,-0.0023942017,-9.787497,0.0,0,0,0,0,1
1777227110833000,1777227110833000,1310988,0.050278235,0.0047884034,-9.832987,0.0,0,0,0,0,1
1777227111833000,1777227111833000,1310988,-0.016759412,0.0047884034,-9.787497,0.0,0,0,0,0,1
1777227112833000,1777227112833000,1310988,-0.009576807,0.033518825,-9.768343,0.0,0,0,0,0,1
1777227113833000,1777227113833000,1310988,-0.019153614,0.0,-9.859323,0.0,0,0,0,0,1
1777227114833000,1777227114833000,1310988,0.011971008,0.08140286,-9.835381,0.0,0,0,0,0,1
1777227115833000,1777227115833000,1310988,0.016759412,0.038307227,-9.811439,0.0,0,0,0,0,1
1777227116833000,1777227116833000,1310988,-0.031124622,0.062249243,-9.77792,0.0,0,0,0,0,1
1777227117833000,1777227117833000,1310988,-0.045489833,-0.011971008,-9.830592,0.0,0,0,0,0,1
1777227118833000,1777227118833000,1310988,-0.007182605,0.031124622,-9.799467,0.0,0,0,0,0,1
1777227119833000,1777227119833000,1310988,-0.01436521,-0.023942016,-9.828198,0.0,0,0,0,0,1
1777227120833000,1777227120833000,1310988,0.0023942017,-0.0047884034,-9.830592,0.0,0,0,0,0,1
1777227121833000,1777227121833000,1310988,-0.059855044,0.007182605,-9.885659,0.0,0,0,0,0,1
1777227122833000,1777227122833000,1310988,0.038307227,0.011971008,-10.682928,0.0,0,0,0,0,1
1777227123833000,1777227123833000,1310988,-0.06703765,0.047884032,-9.940725,0.0,0,0,0,0,1
1777227124833000,1777227124833000,1310988,0.009576807,0.0,-9.993398,0.0,0,0,0,0,1
1777227125833000,1777227125833000,1310988,0.079008654,0.050278235,-9.832987,0.0,0,0,0,0,1
1777227126833000,1777227126833000,1310988,-0.038307227,-0.009576807,-9.847352,0.0,0,0,0,0,1
1777227127833000,1777227127833000,1310988,0.059855044,0.035913024,-9.792285,0.0,0,0,0,0,1
1777227128833000,1777227128833000,1310988,0.045489833,-0.0047884034,-9.811439,0.0,0,0,0,0,1
1777227129833000,1777227129833000,1310988,-0.009576807,0.021547815,-10.311827,0.0,0,0,0,0,1
1777227130833000,1777227130833000,1310988,-0.0023942017,0.079008654,-8.3629465,0.0,0,0,0,0,1
1777227131833000,1777227131833000,1310988,-0.0023942017,0.031124622,-9.241618,0.0,0,0,0,0,1
1777227132833000,1777227132833000,1310988,-0.011971008,0.06464344,-9.509769,0.0,0,0,0,0,1
1777227133833000,1777227133833000,1310988,-0.02633622,0.033518825,-9.746795,0.0,0,0,0,0,1
1777227134833000,1777227134833000,1310988,-0.16998832,-0.016759412,-10.041282,0.0,0,0,0,0,1
1777227135833000,1777227135833000,1310988,-0.34955344,0.011971008,-10.029311,0.0,0,0,0,0,1
1777227136833000,1777227136833000,1310988,-0.2825158,0.038307227,-9.878476,0.0,0,0,0,0,1
1777227137833000,1777227137833000,1310988,-0.23942018,0.021547815,-9.77792,0.0,0,0,0,0,1
1777227138833000,1777227138833000,1310988,-0.22505496,0.055066638,-9.830592,0.0,0,0,0,0,1
1777227139833000,1777227139833000,1310988,-0.29927522,-0.059855044,-9.809045,0.0,0,0,0,0,1
1777227140833000,1777227140833000,1310988,-0.28491,0.05267244,-9.837775,0.0,0,0,0,0,1
1777227141833000,1777227141833000,1310988,-0.30885202,-0.04070143,-9.921572,0.0,0,0,0,0,1
1777227142833000,1777227142833000,1310988,-0.31603462,-0.019153614,-9.801862,0.0,0,0,0,0,1
1777227143833000,1777227143833000,1310988,-0.4165911,-0.050278235,-9.85214,0.0,0,0,0,0,1
1777227144833000,1777227144833000,1310988,-0.2681506,0.04070143,-9.794679,0.0,0,0,0,0,1
1777227145833000,1777227145833000,1310988,-0.23223756,0.07182605,-9.78989,0.0,0,0,0,0,1
1777227146833000,1777227146833000,1310988,-0.23942018,-0.0047884034,-9.792285,0.0,0,0,0,0,1
1777227147833000,1777227147833000,1310988,-0.29927522,0.023942016,-9.758766,0.0,0,0,0,0,1
1777227148833000,1777227148833000,1310988,-0.31603462,-0.0047884034,-9.80665,0.0,0,0,0,0,1
1777227149833000,1777227149833000,1310988,-0.30885202,-0.050278235,-9.720459,0.0,0,0,0,0,1
1777227150833000,1777227150833000,1310988,-0.33279404,0.01436521,-9.751583,0.0,0,0,0,0,1
1777227151833000,1777227151833000,1310988,-0.272939,0.04309563,-9.78989,0.0,0,0,0,0,1
1777227152833000,1777227152833000,1310988,-0.37110126,0.0,-9.758766,0.0,0,0,0,0,1
1777227153833000,1777227153833000,1310988,-0.34955344,-0.050278235,-9.77792,0.0,0,0,0,0,1
1777227154833000,1777227154833000,1310988,-0.22505496,0.033518825,-10.201694,0.0,0,0,0,0,1
1777227155833000,1777227155833000,1310988,0.011971008,0.031124622,-10.134656,0.0,0,0,0,0,1
1777227156833000,1777227156833000,1310988,0.016759412,-0.06943185,-9.981427,0.0,0,0,0,0,1
1777227157833000,1777227157833000,1310988,-0.007182605,0.047884032,-9.873688,0.0,0,0,0,0,1
1777227158833000,1777227158833000,1310988,-0.031124622,-0.009576807,-9.861717,0.0,0,0,0,0,1
1777227159833000,1777227159833000,1310988,0.045489833,0.04070143,-9.77792,0.0,0,0,0,0,1
1777227160833000,1777227160833000,1310988,-0.0023942017,0.007182605,-9.782708,0.0,0,0,0,0,1
1777227161833000,1777227161833000,1310988,0.047884032,0.045489833,-9.832987,0.0,0,0,0,0,1
1777227162833000,1777227162833000,1310988,-0.0023942017,0.02633622,-9.871294,0.0,0,0,0,0,1
1777227163833000,1777227163833000,1310988,-0.011971008,-0.02633622,-9.840169,0.0,0,0,0,0,1
1777227164833000,1777227164833000,1310988,0.0023942017,0.016759412,-9.801862,0.0,0,0,0,0,1
1777227165833000,1777227165833000,1310988,0.047884032,-0.031124622,-9.785102,0.0,0,0,0,0,1
1777227166833000,1777227166833000,1310988,-0.019153614,0.031124622,-9.809045,0.0,0,0,0,0,1
1777227167833000,1777227167833000,1310988,-0.016759412,-0.0047884034,-9.847352,0.0,0,0,0,0,1
1777227168833000,1777227168833000,1310988,-0.0023942017,-0.031124622,-9.753978,0.0,0,0,0,0,1
1777227169833000,1777227169833000,1310988,0.02633622,0.04309563,-9.818622,0.0,0,0,0,0,1
1777227170833000,1777227170833000,1310988,0.011971008,0.02633622,-9.765948,0.0,0,0,0,0,1
1777227171833000,1777227171833000,1310988,0.0047884034,-0.011971008,-9.782708,0.0,0,0,0,0,1
1777227172833000,1777227172833000,1310988,-0.074220255,-0.0023942017,-9.787497,0.0,0,0,0,0,1
1777227173833000,1777227173833000,1310988,0.011971008,-0.011971008,-9.797073,0.0,0,0,0,0,1
1777227174833000,1777227174833000,1310988,0.033518825,0.007182605,-9.797073,0.0,0,0,0,0,1
1777227175833000,1777227175833000,1310988,-0.038307227,-0.038307227,-9.797073,0.0,0,0,0,0,1
1777227176833000,1777227176833000,1310988,-0.031124622,0.007182605,-9.78989,0.0,0,0,0,0,1
1777227177833000,1777227177833000,1310988,0.0047884034,-0.093373865,-9.85214,0.0,0,0,0,0,1
1777227178833000,1777227178833000,1310988,0.019153614,0.050278235,-8.090008,0.0,0,0,0,0,1
1777227179833000,1777227179833000,1310988,-0.055066638,0.11252748,-9.727641,0.0,0,0,0,0,1
1777227180833000,1777227180833000,1310988,0.035913024,-0.0023942017,-9.830592,0.0,0,0,0,0,1
1777227181833000,1777227181833000,1310988,0.02873042,0.038307227,-9.825804,0.0,0,0,0,0,1
1777227182833000,1777227182833000,1310988,-0.01436521,0.02873042,-9.9790325,0.0,0,0,0,0,1
1777227183833000,1777227183833000,1310988,0.009576807,0.016759412,-10.010158,0.0,0,0,0,0,1
1777227184833000,1777227184833000,1310988,0.019153614,0.0047884034,-9.933543,0.0,0,0,0,0,1
1777227185833000,1777227185833000,1310988,-0.009576807,-0.02633622,-9.830592,0.0,0,0,0,0,1
1777227186833000,1777227186833000,1310988,-0.088585466,0.011971008,-9.878476,0.0,0,0,0,0,1
1777227187833000,1777227187833000,1310988,-0.019153614,-0.019153614,-9.813833,0.0,0,0,0,0,1
1777227188833000,1777227188833000,1310988,0.031124622,-0.035913024,-9.85214,0.0,0,0,0,0,1
1777227189833000,1777227189833000,1310988,-0.02873042,-0.021547815,-9.768343,0.0,0,0,0,0,1
1777227190833000,1777227190833000,1310988,-0.031124622,-0.02633622,-9.782708,0.0,0,0,0,0,1
1777227191833000,1777227191833000,1310988,-0.031124622,-0.019153614,-9.787497,0.0,0,0,0,0,1
1777227192833000,1777227192833000,1310988,-0.019153614,-0.05267244,-9.785102,0.0,0,0,0,0,1
1777227193833000,1777227193833000,1310988,-0.009576807,0.0,-9.797073,0.0,0,0,0,0,1
1777227194833000,1777227194833000,1310988,-0.074220255,0.01436521,-9.785102,0.0,0,0,0,0,1
1777227195833000,1777227195833000,1310988,0.10295067,0.009576807,-9.809045,0.0,0,0,0,0,1
1777227196833000,1777227196833000,1310988,0.016759412,0.045489833,-9.818622,0.0,0,0,0,0,1
1777227197833000,1777227197833000,1310988,-0.009576807,-0.02633622,-9.768343,0.0,0,0,0,0,1
1777227198833000,1777227198833000,1310988,0.05746084,0.007182605,-9.7803135,0.0,0,0,0,0,1
1777227199833000,1777227199833000,1310988,-0.06943185,0.023942016,-9.837775,0.0,0,0,0,0,1
