timestamp,control_power[0],control_power[1],control_power[2]
1777227097721000,3.1926124e-06,4.0682735e-06,9.896457e-08
1777227098221000,1.841391e-05,7.880633e-06,8.778487e-08
1777227098721000,4.141879e-06,4.530277e-06,5.5006286e-08
1777227099221000,3.3968802e-06,3.3569163e-06,1.3064123e-07
1777227099721000,3.7719283e-06,2.876044e-06,5.1344642e-08
1777227100221000,4.5593774e-06,3.834155e-06,6.468905e-08
1777227100721000,5.8790647e-06,3.1652064e-06,7.372529e-08
1777227101221000,6.316118e-06,3.6183642e-06,1.1734536e-07
1777227101721000,5.3539484e-06,3.3881824e-06,1.8195784e-08
1777227102221000,5.3470553e-06,4.2761435e-06,9.3442104e-08
1777227102721000,4.457712e-06,5.076275e-06,1.5603682e-07
1777227103221000,5.6514846e-06,4.562853e-06,6.011306e-08
1777227103721000,3.9994015e-06,4.0492596e-06,1.2332941e-07
1777227104221000,5.707311e-06,3.4798707e-06,1.2485134e-07
1777227104721000,4.279677e-06,3.8053806e-06,7.039623e-08
1777227105221000,4.9990117e-06,5.58558e-06,3.6636248e-08
1777227105721000,4.3109235e-06,6.9785347e-06,1.7605826e-07
1777227106221000,3.3263923e-06,6.8546933e-06,5.785376e-08
1777227106721000,4.7837343e-06,6.519863e-06,2.9879825e-08
1777227107221000,4.3550663e-06,6.7379624e-06,8.5406576e-08
1777227107721000,4.3134846e-06,5.464548e-06,1.0529729e-07
1777227108221000,5.056879e-06,4.8805846e-06,6.341211e-08
1777227108721000,4.322782e-06,4.2475313e-06,1.143798e-07
1777227109221000,5.412533e-06,5.040107e-06,1.7165311e-08
1777227109721000,6.301519e-06,4.802017e-06,6.173178e-08
1777227110221000,5.476596e-06,3.123657e-06,1.1387648e-07
1777227110721000,5.8347937e-06,2.489652e-06,1.0536217e-07
1777227111221000,5.3158237e-06,4.4228414e-06,5.1085983e-08
1777227111721000,3.9998663e-06,2.4410813e-06,4.674276e-08
1777227112221000,4.3563414e-06,4.1795874e-06,3.2150086e-07
1777227112721000,4.396546e-06,3.8278204e-06,1.0735042e-07
1777227113221000,5.227277e-06,4.9364253e-06,5.8734802e-08
1777227113721000,4.1216476e-06,3.6894598e-06,2.1145654e-08
1777227114221000,6.033467e-06,3.1181355e-06,8.0667945e-08
1777227114721000,6.3005864e-06,3.554773e-06,6.110368e-08
1777227115221000,7.1048607e-06,4.6704504e-06,9.4030725e-08
1777227115721000,7.02321e-06,3.3237e-06,1.7256119e-07
