timestamp,tilt_limit,takeoff_state
1777227098349000,0.20943952,1
1777227118157000,0.20943952,2
1777227119157000,0.20943952,4
1777227122165000,0.21103951,5
1777227122173000,0.21263951,5
1777227123165000,0.41103917,5
1777227124165000,0.6110409,5
1777227125037000,0.7853982,5
1777227196901000,0.78379816,3
1777227196909000,0.78219813,3
1777227197901000,0.5837948,3
1777227198901000,0.38379356,3
1777227199773000,0.20943952,1
