timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
1777227097933000,0.0,0.99999994,-0.0,0.0,-0.00033108637,0.0,0.0,-0.001
1777227097941000,0.0,0.99999994,-0.0,0.0,-0.00031936663,0.0,0.0,-0.001
1777227097989000,0.0,0.99999994,-0.0,0.0,-0.00037553915,0.0,0.0,-0.001
1777227098029000,0.0,0.99999994,-0.0,0.0,-0.00039815714,0.0,0.0,-0.001
1777227098085000,0.0,0.99999994,-0.0,0.0,-0.0003078359,0.0,0.0,-0.001
1777227098133000,0.0,0.99999994,-0.0,0.0,-0.0002527044,0.0,0.0,-0.001
1777227098189000,0.0,1.0,-0.0,0.0,-0.00014123348,0.0,0.0,-0.001
1777227098237000,0.0,1.0,-0.0,0.0,-0.0001485913,0.0,0.0,-0.001
1777227098285000,0.0,1.0,-0.0,0.0,-0.00016718585,0.0,0.0,-0.001
1777227098333000,0.0,1.0,-0.0,0.0,-0.00020942588,0.0,0.0,-0.001
1777227098381000,0.0,1.0,-0.0,0.0,-0.00013634773,0.0,0.0,-0.001
1777227098437000,0.0,1.0,-0.0,0.0,-0.00015024772,0.0,0.0,-0.001
1777227098485000,0.0,1.0,-0.0,0.0,-0.00020712808,0.0,0.0,-0.001
1777227098533000,0.0,0.99999994,-0.0,0.0,-0.00030042426,0.0,0.0,-0.001
1777227098581000,0.0,0.99999994,-0.0,0.0,-0.00030273126,0.0,0.0,-0.001
1777227098629000,0.0,1.0,-0.0,0.0,-0.00021906622,0.0,0.0,-0.001
1777227098685000,0.0,0.99999994,-0.0,0.0,-0.00025957005,0.0,0.0,-0.001
1777227098733000,0.0,1.0,-0.0,0.0,-0.00013685653,0.0,0.0,-0.001
1777227098781000,0.0,1.0,-0.0,0.0,-0.0002238971,0.0,0.0,-0.001
1777227098829000,0.0,1.0,-0.0,0.0,-0.000205179,0.0,0.0,-0.001
1777227098885000,0.0,1.0,-0.0,0.0,-0.00013073818,0.0,0.0,-0.001
1777227098933000,0.0,0.9999812,0.0,0.0,0.0061254483,0.0,0.0,-0.001
1777227098989000,0.0,0.99998236,0.0,0.0,0.0059414566,0.0,0.0,-0.001
1777227099029000,0.0,0.99998206,0.0,0.0,0.005988351,0.0,0.0,-0.001
1777227099085000,0.0,0.9999811,0.0,0.0,0.0061431057,0.0,0.0,-0.001
1777227099133000,0.0,0.999979,0.0,0.0,0.006476335,0.0,0.0,-0.001
1777227099181000,0.0,0.9999777,0.0,0.0,0.0066795563,0.0,0.0,-0.001
1777227099229000,0.0,0.99997574,0.0,0.0,0.006965363,0.0,0.0,-0.001
1777227099285000,0.0,0.99997437,0.0,0.0,0.0071650273,0.0,0.0,-0.001
1777227099333000,0.0,0.99997354,0.0,0.0,0.0072718393,0.0,0.0,-0.001
1777227099381000,0.0,0.9999733,0.0,0.0,0.007306605,0.0,0.0,-0.001
1777227099429000,0.0,0.99997365,0.0,0.0,0.007259613,0.0,0.0,-0.001
1777227099485000,0.0,0.99997514,0.0,0.0,0.0070515997,0.0,0.0,-0.001
1777227099533000,0.0,0.9999769,0.0,0.0,0.0068044728,0.0,0.0,-0.001
1777227099589000,0.0,0.9999781,0.0,0.0,0.0066157156,0.0,0.0,-0.001
1777227099637000,0.0,0.99998033,0.0,0.0,0.00627135,0.0,0.0,-0.001
1777227099685000,0.0,0.9999832,0.0,0.0,0.0057932087,0.0,0.0,-0.001
1777227099733000,0.0,0.9999852,0.0,0.0,0.005431458,0.0,0.0,-0.001
1777227099781000,0.0,0.99998724,0.0,0.0,0.0050520455,0.0,0.0,-0.001
1777227099837000,0.0,0.9999882,0.0,0.0,0.004855481,0.0,0.0,-0.001
1777227099885000,0.0,0.99998903,0.0,0.0,0.004682679,0.0,0.0,-0.001
1777227099933000,0.0,0.99999017,0.0,0.0,0.004440418,0.0,0.0,-0.001
1777227099989000,0.0,0.999991,0.0,0.0,0.0042454493,0.0,0.0,-0.001
1777227100029000,0.0,0.99999136,0.0,0.0,0.0041519627,0.0,0.0,-0.001
1777227100085000,0.0,0.99999195,0.0,0.0,0.004017161,0.0,0.0,-0.001
1777227100133000,0.0,0.99999195,0.0,0.0,0.0040099807,0.0,0.0,-0.001
1777227100181000,0.0,0.99999154,0.0,0.0,0.004110814,0.0,0.0,-0.001
1777227100229000,0.0,0.99999034,0.0,0.0,0.004403644,0.0,0.0,-0.001
