timestamp,airspeed_timestamp_rel,airspeed_validated_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
1777227097937000,32767,32767,32767,32767,32767,32767,32767
1777227097941000,32767,32767,32767,32767,32767,32767,32767
1777227097949000,32767,32767,32767,32767,32767,32767,32767
1777227097961000,32767,32767,32767,32767,32767,32767,32767
1777227097965000,32767,32767,32767,32767,32767,0,32767
1777227097969000,32767,32767,32767,32767,32767,0,32767
1777227097973000,32767,32767,32767,32767,32767,32767,32767
1777227097977000,32767,32767,32767,32767,32767,32767,32767
1777227097981000,32767,32767,32767,32767,32767,32767,32767
1777227097989000,32767,32767,32767,32767,32767,32767,32767
1777227097993000,32767,32767,32767,32767,32767,32767,32767
1777227097997000,32767,32767,32767,32767,32767,32767,32767
1777227098001000,32767,32767,32767,32767,32767,32767,32767
1777227098005000,32767,32767,32767,32767,32767,32767,32767
1777227098009000,32767,32767,32767,32767,32767,32767,32767
1777227098013000,32767,32767,32767,32767,32767,32767,32767
1777227098017000,32767,32767,32767,32767,32767,32767,32767
1777227098021000,32767,32767,32767,32767,32767,32767,32767
1777227098025000,32767,32767,32767,32767,32767,32767,32767
1777227098029000,32767,32767,32767,32767,32767,32767,32767
1777227098033000,32767,32767,32767,32767,32767,32767,32767
1777227098037000,32767,32767,32767,32767,0,32767,32767
1777227098041000,32767,32767,32767,32767,32767,32767,32767
1777227098045000,32767,32767,32767,32767,32767,32767,32767
1777227098049000,32767,32767,32767,32767,32767,32767,32767
1777227098053000,32767,32767,32767,32767,32767,32767,32767
1777227098057000,32767,32767,32767,32767,32767,32767,32767
1777227098061000,32767,32767,32767,32767,32767,32767,32767
1777227098065000,32767,32767,32767,32767,32767,32767,32767
1777227098069000,32767,32767,32767,32767,32767,32767,32767
1777227098073000,32767,32767,32767,32767,32767,32767,32767
1777227098077000,32767,32767,32767,32767,32767,32767,32767
1777227098081000,32767,32767,32767,32767,32767,32767,32767
1777227098085000,32767,32767,32767,32767,32767,32767,32767
1777227098089000,32767,32767,32767,32767,0,32767,32767
1777227098093000,32767,32767,32767,32767,32767,32767,32767
1777227098097000,32767,32767,32767,32767,32767,32767,32767
1777227098101000,32767,32767,32767,32767,32767,0,32767
1777227098105000,32767,32767,32767,32767,32767,0,32767
1777227098109000,32767,32767,32767,32767,32767,32767,32767
1777227098113000,32767,32767,32767,32767,32767,32767,32767
1777227098117000,32767,32767,32767,32767,32767,32767,32767
1777227098121000,32767,32767,32767,32767,32767,32767,32767
1777227098125000,32767,32767,32767,32767,32767,32767,32767
1777227098129000,32767,32767,32767,32767,32767,32767,32767
