timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777227097333000,0,1,1,1,0,0,1,1,0,0,1,1
1777227098333000,0,1,1,1,0,0,1,1,0,0,1,1
1777227098381000,0,1,1,1,1,1,1,0,0,0,1,1
1777227099381000,0,1,1,1,1,1,1,0,0,0,1,1
1777227100381000,0,1,1,1,1,1,1,0,0,0,1,1
1777227101381000,0,1,1,1,1,1,1,0,0,0,1,1
1777227102381000,0,1,1,1,1,1,1,0,0,0,1,1
1777227103381000,0,1,1,1,1,1,1,0,0,0,1,1
1777227104381000,0,1,1,1,1,1,1,0,0,0,1,1
1777227105381000,0,1,1,1,1,1,1,0,0,0,1,1
1777227106381000,0,1,1,1,1,1,1,0,0,0,1,1
1777227107045000,0,1,1,1,0,0,1,0,0,0,1,1
1777227107061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227108061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227109061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227110061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227111061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227112061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227113061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227114061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227115061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227116061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227117061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227118061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227119061000,0,1,1,1,1,1,1,0,0,0,1,1
1777227119949000,0,1,0,0,1,1,1,0,0,0,1,0
1777227120061000,0,0,0,0,1,0,1,0,0,0,1,0
1777227121061000,0,0,0,0,1,0,0,0,0,0,1,0
1777227122061000,0,0,0,0,1,0,0,0,0,0,1,0
1777227122165000,0,0,0,0,0,0,0,0,0,0,1,0
1777227123165000,0,0,0,0,0,0,0,1,0,0,1,0
1777227124165000,0,0,0,0,0,0,0,1,0,0,1,0
1777227125165000,0,0,0,0,0,0,0,1,0,0,1,0
1777227126165000,0,0,0,0,0,0,0,1,0,0,1,0
1777227127165000,0,0,0,0,0,0,0,1,0,0,1,0
1777227128165000,0,0,0,0,0,0,0,1,0,0,1,0
1777227129165000,0,0,0,0,0,0,0,1,0,0,1,0
1777227130165000,0,0,0,0,0,0,0,1,0,0,1,0
1777227131165000,0,0,0,0,0,0,0,1,0,0,1,0
1777227132165000,0,0,0,0,0,0,0,1,0,0,1,0
1777227133165000,0,0,0,0,0,0,0,1,0,0,1,0
1777227134165000,0,0,0,0,0,0,0,1,0,1,1,0
1777227135165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227136165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227137165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227138165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227139165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227140165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227141165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227142165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227143165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227144165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227145165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227146165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227147165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227148165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227149165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227150165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227151165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227152165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227153165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227154165000,0,0,0,0,0,0,0,0,1,0,1,0
1777227155165000,0,0,0,0,0,0,0,0,1,0,1,0
