timestamp,time_estimate,safe_time_estimate,valid
0,0.0,0.0,0
0,0.0,0.0,0
0,0.0,0.0,0
0,0.0,0.0,0
0,0.0,0.0,0
1777227107453000,0.0,0.0,0
1777227109469000,0.0,0.0,0
1777227111485000,0.0,0.0,0
1777227113501000,0.0,0.0,0
1777227115517000,0.0,0.0,0
1777227117533000,0.0,0.0,0
1777227119565000,0.0,0.0,0
1777227121581000,0.025525376,100.028076,1
1777227123597000,0.707375,100.778114,1
1777227125613000,2.5645337,102.820984,1
1777227127629000,4.591806,105.05099,1
1777227129645000,6.654651,107.320114,1
1777227131661000,8.76033,109.63636,1
1777227133677000,9.567089,110.523796,1
1777227135693000,10.657356,111.72309,1
1777227137709000,28.135523,130.94908,1
1777227139725000,30.02979,133.03278,1
1777227141741000,32.01699,135.21869,1
1777227143757000,34.012985,137.41428,1
1777227145773000,36.020943,139.62305,1
1777227147789000,38.042038,141.84624,1
1777227149805000,40.044712,144.04918,1
1777227151821000,42.06154,146.2677,1
1777227153837000,44.0595,148.46545,1
1777227155885000,45.626236,150.18886,1
1777227157901000,45.576138,150.13376,1
1777227159917000,45.66569,150.23227,1
1777227161933000,45.711433,150.28258,1
1777227163949000,45.673195,150.24051,1
1777227165965000,45.68322,150.25154,1
1777227167981000,45.686947,150.25565,1
1777227169997000,45.686752,150.25543,1
1777227172013000,45.678802,150.24669,1
1777227174029000,45.677025,150.24472,1
1777227176045000,45.669624,150.23659,1
1777227178061000,45.669853,150.23685,1
1777227180117000,46.204376,150.82481,1
1777227182133000,47.233173,151.9565,1
1777227184149000,48.11142,152.92256,1
1777227186157000,48.736237,153.60986,1
1777227188173000,49.217125,154.13884,1
1777227190189000,49.682686,154.65096,1
1777227192205000,50.139904,155.1539,1
1777227194221000,50.605377,155.66592,1
1777227196237000,50.80981,155.8908,1
1777227198253000,0.0,0.0,0
