timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
1777227097933000,1777227097909000,6620172,487.9197,95600.14,15.0,1.1555978,0,1
1777227097985000,1777227097961000,6620172,487.9056,95600.25,15.0,1.1555991,0,1
1777227098037000,1777227098013000,6620172,487.8258,95601.16,15.0,1.1556101,0,1
1777227098089000,1777227098065000,6620172,487.86337,95600.734,15.0,1.1556051,0,1
1777227098141000,1777227098117000,6620172,487.87744,95600.58,15.0,1.1556032,0,1
1777227098193000,1777227098169000,6620172,487.87744,95600.58,15.0,1.1556032,0,1
1777227098245000,1777227098221000,6620172,487.84927,95600.92,15.0,1.1556072,0,1
1777227098297000,1777227098273000,6620172,487.87744,95600.62,15.0,1.1556035,0,1
1777227098349000,1777227098325000,6620172,487.89154,95600.43,15.0,1.1556013,0,1
1777227098401000,1777227098377000,6620172,487.84927,95600.88,15.0,1.1556069,0,1
1777227098453000,1777227098429000,6620172,487.86807,95600.72,15.0,1.1556048,0,1
1777227098505000,1777227098481000,6620172,487.87277,95600.66,15.0,1.1556041,0,1
1777227098557000,1777227098533000,6620172,487.86807,95600.72,15.0,1.1556048,0,1
1777227098609000,1777227098585000,6620172,487.84457,95600.95,15.0,1.1556077,0,1
1777227098661000,1777227098637000,6620172,487.86807,95600.71,15.0,1.1556047,0,1
1777227098713000,1777227098689000,6620172,487.89154,95600.42,15.0,1.1556013,0,1
1777227098765000,1777227098741000,6620172,487.88684,95600.484,15.0,1.155602,0,1
1777227098817000,1777227098793000,6620172,487.87744,95600.63,15.0,1.1556038,0,1
1777227098869000,1777227098845000,6620172,487.89154,95600.41,15.0,1.155601,0,1
1777227098921000,1777227098897000,6620172,487.87277,95600.64,15.0,1.1556039,0,1
1777227098973000,1777227098949000,6620172,487.86337,95600.79,15.0,1.1556057,0,1
1777227099025000,1777227099001000,6620172,487.80234,95601.47,15.0,1.1556139,0,1
1777227099077000,1777227099053000,6620172,487.8352,95601.09,15.0,1.1556094,0,1
1777227099129000,1777227099105000,6620172,487.84927,95600.93,15.0,1.1556073,0,1
1777227099181000,1777227099157000,6620172,487.84457,95601.0,15.0,1.1556082,0,1
1777227099233000,1777227099209000,6620172,487.89624,95600.38,15.0,1.1556008,0,1
1777227099285000,1777227099261000,6620172,487.8399,95601.05,15.0,1.1556088,0,1
1777227099337000,1777227099313000,6620172,487.84927,95600.91,15.0,1.155607,0,1
