timestamp,time_estimate,safe_time_estimate,valid
1777225796585000,0.0,0.0,0
1777225798633000,0.0,0.0,0
1777225800649000,0.1018257,100.11201,1
1777225802665000,0.45395434,100.49935,1
1777225804681000,2.1942878,102.41372,1
1777225806697000,4.15477,104.570244,1
1777225808713000,6.1687427,106.785614,1
1777225810729000,8.383068,109.221375,1
1777225812745000,9.423483,110.36583,1
1777225814761000,10.157111,111.17282,1
1777225816777000,27.534853,130.28835,1
1777225818793000,29.443161,132.38748,1
1777225820809000,31.381315,134.51944,1
1777225822825000,33.359505,136.69547,1
1777225824841000,35.354168,138.88959,1
1777225826857000,37.354267,141.08969,1
1777225828873000,39.37762,143.31538,1
1777225830889000,41.395832,145.53542,1
1777225832913000,43.417538,147.7593,1
1777225834929000,45.435368,149.97891,1
1777225836937000,47.43688,152.18057,1
1777225838953000,49.456097,154.4017,1
1777225841009000,51.504715,156.65518,1
1777225843025000,53.48769,158.83646,1
1777225845041000,54.53991,159.9939,1
1777225847057000,54.787045,160.26575,1
1777225849073000,54.92425,160.41669,1
1777225851089000,54.950043,160.44505,1
1777225853105000,54.948757,160.44363,1
1777225855121000,54.949314,160.44424,1
1777225857161000,55.017372,160.5191,1
1777225859201000,56.003082,161.6034,1
1777225861241000,56.84666,162.53133,1
1777225863257000,55.246365,160.771,1
1777225865273000,53.218,158.5398,1
1777225867289000,51.343815,156.4782,1
1777225869305000,50.459274,155.5052,1
1777225871321000,49.934956,154.92845,1
1777225873337000,48.754204,153.62962,1
1777225875353000,46.68175,151.34993,1
1777225877369000,44.752506,149.22775,1
1777225879393000,42.74201,147.0162,1
1777225881409000,40.72866,144.80153,1
1777225883425000,38.710007,142.58101,1
1777225885433000,36.699005,140.36891,1
1777225887449000,34.68172,138.1499,1
1777225889465000,32.66956,135.93652,1
1777225891481000,30.644594,133.70905,1
1777225893497000,28.631563,131.49472,1
1777225895513000,26.614176,129.27559,1
1777225897529000,24.600554,127.06061,1
1777225899545000,22.583048,124.841354,1
1777225901561000,20.848097,122.93291,1
1777225903577000,19.781515,121.75967,1
1777225905601000,17.841696,119.62587,1
1777225907617000,15.870809,117.457886,1
1777225909633000,13.8567505,115.242424,1
1777225911649000,11.856242,113.04187,1
1777225913665000,9.872172,110.85939,1
1777225915681000,7.8745117,108.661964,1
1777225917697000,5.922994,106.5153,1
1777225919713000,4.414022,104.85542,1
1777225921729000,3.327779,103.66056,1
1777225923745000,2.4009602,102.64106,1
1777225925761000,1.4742838,101.62171,1
1777225927777000,0.5450236,100.599525,1
1777225929793000,0.13158162,100.14474,1
1777225931809000,0.0,0.0,0
1777225933849000,0.0,0.0,0
