timestamp,speed_up,speed_down,want_takeoff
1777225798529000,3.6000001,1.8000001,1
1777225799529000,3.6000001,1.8000001,1
1777225800529000,3.6000001,1.8000001,1
1777225801529000,3.6000001,1.8000001,1
1777225802529000,3.6000001,1.8000001,1
1777225803529000,3.6000001,1.8000001,1
1777225804529000,3.6000001,1.8000001,1
1777225805529000,3.6000001,1.8000001,1
1777225806529000,3.6000001,1.8000001,1
1777225807529000,3.6000001,1.8000001,1
1777225808529000,3.6000001,1.8000001,1
1777225809529000,3.6000001,1.8000001,1
1777225810529000,3.6000001,1.8000001,1
1777225811529000,3.6000001,1.8000001,1
1777225812529000,3.6000001,1.8000001,1
1777225813529000,3.6000001,1.8000001,0
1777225814529000,3.6000001,1.8000001,0
1777225815529000,3.6000001,1.8000001,0
1777225816529000,3.6000001,1.8000001,0
1777225817529000,3.6000001,1.8000001,0
1777225818529000,3.6000001,1.8000001,0
1777225819529000,3.6000001,1.8000001,0
1777225820529000,3.6000001,1.8000001,0
1777225821529000,3.6000001,1.8000001,0
1777225822529000,3.6000001,1.8000001,0
1777225823529000,3.6000001,1.8000001,0
1777225824529000,3.6000001,1.8000001,0
1777225825529000,3.6000001,1.8000001,0
1777225826529000,3.6000001,1.8000001,0
1777225827529000,3.6000001,1.8000001,0
1777225828529000,3.6000001,1.8000001,0
1777225829529000,3.6000001,1.8000001,0
1777225830529000,3.6000001,1.8000001,0
1777225831529000,3.6000001,1.8000001,0
1777225832529000,3.6000001,1.8000001,0
1777225833529000,3.6000001,1.8000001,0
1777225834529000,3.6000001,1.8000001,0
1777225835529000,3.6000001,1.8000001,0
1777225836529000,3.6000001,1.8000001,0
1777225837529000,3.6000001,1.8000001,0
1777225838529000,3.6000001,1.8000001,0
1777225839529000,3.6000001,1.8000001,0
1777225840529000,3.6000001,1.8000001,0
1777225841529000,3.6000001,1.8000001,0
1777225842529000,3.6000001,1.8000001,0
1777225843529000,3.6000001,1.8000001,0
1777225844529000,3.6000001,1.8000001,0
1777225845529000,3.6000001,1.8000001,0
1777225846529000,3.6000001,1.8000001,0
1777225847529000,3.6000001,1.8000001,0
1777225848529000,3.6000001,1.8000001,0
1777225849529000,3.6000001,1.8000001,0
1777225850529000,3.6000001,1.8000001,0
