timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
1777225797533000,1777225797509000,6620172,487.84457,95600.96,15.0,1.1556078,0,1
1777225797585000,1777225797561000,6620172,487.9244,95600.07,15.0,1.155597,0,1
1777225797637000,1777225797613000,6620172,487.8352,95601.12,15.0,1.1556096,0,1
1777225797689000,1777225797665000,6620172,487.85397,95600.86,15.0,1.1556065,0,1
1777225797741000,1777225797717000,6620172,487.88214,95600.53,15.0,1.1556026,0,1
1777225797793000,1777225797769000,6620172,487.90094,95600.305,15.0,1.1555998,0,1
1777225797845000,1777225797821000,6620172,487.87744,95600.63,15.0,1.1556038,0,1
1777225797897000,1777225797873000,6620172,487.89154,95600.43,15.0,1.1556013,0,1
1777225797949000,1777225797925000,6620172,487.85867,95600.82,15.0,1.155606,0,1
1777225798001000,1777225797977000,6620172,487.9056,95600.24,15.0,1.1555991,0,1
1777225798053000,1777225798029000,6620172,487.88684,95600.5,15.0,1.1556022,0,1
1777225798105000,1777225798081000,6620172,487.84457,95600.99,15.0,1.155608,0,1
1777225798157000,1777225798133000,6620172,487.915,95600.17,15.0,1.1555983,0,1
1777225798209000,1777225798185000,6620172,487.86337,95600.78,15.0,1.1556056,0,1
1777225798261000,1777225798237000,6620172,487.79294,95601.58,15.0,1.1556152,0,1
1777225798313000,1777225798289000,6620172,487.87744,95600.62,15.0,1.1556035,0,1
1777225798365000,1777225798341000,6620172,487.8258,95601.195,15.0,1.1556106,0,1
1777225798417000,1777225798393000,6620172,487.86337,95600.766,15.0,1.1556053,0,1
1777225798469000,1777225798445000,6620172,487.8399,95601.055,15.0,1.1556088,0,1
1777225798521000,1777225798497000,6620172,487.87277,95600.64,15.0,1.1556039,0,1
1777225798573000,1777225798549000,6620172,487.85397,95600.86,15.0,1.1556065,0,1
1777225798625000,1777225798601000,6620172,487.89624,95600.37,15.0,1.1556005,0,1
1777225798677000,1777225798653000,6620172,487.88684,95600.45,15.0,1.1556016,0,1
1777225798729000,1777225798705000,6620172,487.87744,95600.58,15.0,1.1556032,0,1
1777225798781000,1777225798757000,6620172,487.9056,95600.266,15.0,1.1555994,0,1
1777225798833000,1777225798809000,6620172,487.88214,95600.54,15.0,1.1556026,0,1
1777225798885000,1777225798861000,6620172,487.81174,95601.336,15.0,1.1556122,0,1
1777225798937000,1777225798913000,6620172,487.88214,95600.57,15.0,1.155603,0,1
1777225798989000,1777225798965000,6620172,487.81174,95601.34,15.0,1.1556123,0,1
1777225799041000,1777225799017000,6620172,487.84457,95600.96,15.0,1.1556078,0,1
1777225799093000,1777225799069000,6620172,487.8164,95601.305,15.0,1.1556119,0,1
1777225799145000,1777225799121000,6620172,487.84457,95600.96,15.0,1.1556078,0,1
1777225799197000,1777225799173000,6620172,487.86807,95600.72,15.0,1.1556048,0,1
1777225799249000,1777225799225000,6620172,487.8164,95601.32,15.0,1.1556121,0,1
1777225799301000,1777225799277000,6620172,487.84457,95600.97,15.0,1.1556078,0,1
1777225799353000,1777225799329000,6620172,487.81174,95601.34,15.0,1.1556123,0,1
1777225799405000,1777225799381000,6620172,487.84927,95600.92,15.0,1.1556072,0,1
1777225799457000,1777225799433000,6620172,487.89154,95600.414,15.0,1.1556011,0,1
1777225799509000,1777225799485000,6620172,487.88684,95600.49,15.0,1.1556021,0,1
1777225799561000,1777225799537000,6620172,487.8399,95601.055,15.0,1.1556088,0,1
1777225799613000,1777225799589000,6620172,487.86337,95600.766,15.0,1.1556053,0,1
1777225799665000,1777225799641000,6620172,487.86807,95600.72,15.0,1.1556048,0,1
1777225799717000,1777225799693000,6620172,487.90094,95600.33,15.0,1.1556001,0,1
1777225799769000,1777225799745000,6620172,487.88214,95600.57,15.0,1.155603,0,1
1777225799821000,1777225799797000,6620172,487.87744,95600.63,15.0,1.1556038,0,1
1777225799873000,1777225799849000,6620172,487.8399,95601.016,15.0,1.1556084,0,1
1777225799925000,1777225799901000,6620172,487.79764,95601.51,15.0,1.1556144,0,1
1777225799977000,1777225799953000,6620172,487.88214,95600.57,15.0,1.155603,0,1
1777225800029000,1777225800005000,6620172,487.86337,95600.75,15.0,1.1556052,0,1
1777225800081000,1777225800057000,6620172,487.86337,95600.78,15.0,1.1556056,0,1
1777225800133000,1777225800109000,6620172,487.8164,95601.33,15.0,1.1556122,0,1
1777225800185000,1777225800161000,6620172,487.9103,95600.195,15.0,1.1555984,0,1
1777225800237000,1777225800213000,6620172,487.8164,95601.32,15.0,1.1556121,0,1
1777225800289000,1777225800265000,6620172,487.84927,95600.91,15.0,1.155607,0,1
1777225800341000,1777225800317000,6620172,487.85867,95600.805,15.0,1.1556059,0,1
1777225800393000,1777225800369000,6620172,487.89154,95600.42,15.0,1.1556013,0,1
1777225800445000,1777225800421000,6620172,487.87277,95600.66,15.0,1.1556041,0,1
1777225800497000,1777225800473000,6620172,487.915,95600.18,15.0,1.1555983,0,1
1777225800549000,1777225800525000,6620172,487.85867,95600.805,15.0,1.1556059,0,1
1777225800601000,1777225800577000,6620172,487.8305,95601.13,15.0,1.1556097,0,1
1777225800653000,1777225800629000,6620172,487.87744,95600.61,15.0,1.1556035,0,1
1777225800705000,1777225800681000,6620172,487.89154,95600.42,15.0,1.1556013,0,1
1777225800757000,1777225800733000,6620172,487.88684,95600.484,15.0,1.155602,0,1
1777225800809000,1777225800785000,6620172,487.84457,95600.96,15.0,1.1556078,0,1
1777225800861000,1777225800837000,6620172,487.84927,95600.88,15.0,1.1556069,0,1
1777225800913000,1777225800889000,6620172,487.85397,95600.875,15.0,1.1556067,0,1
1777225800965000,1777225800941000,6620172,487.84927,95600.89,15.0,1.155607,0,1
1777225801017000,1777225800993000,6620172,487.84927,95600.89,15.0,1.155607,0,1
1777225801069000,1777225801045000,6620172,487.88214,95600.516,15.0,1.1556023,0,1
1777225801121000,1777225801097000,6620172,487.8164,95601.32,15.0,1.1556121,0,1
1777225801173000,1777225801149000,6620172,487.87744,95600.63,15.0,1.1556038,0,1
1777225801225000,1777225801201000,6620172,487.8305,95601.14,15.0,1.1556098,0,1
1777225801277000,1777225801253000,6620172,487.84457,95601.0,15.0,1.1556082,0,1
1777225801329000,1777225801305000,6620172,487.86807,95600.67,15.0,1.1556042,0,1
