timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
1777225796841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225797841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225798841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225799841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225800841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225801841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225802841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225803841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225804841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225805841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225806841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225807841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225808841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225809841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225810841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225811841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225812841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225813841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225814841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225815841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225816841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225817841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225818841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225819841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225820841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225821841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225822841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225823841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225824841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225825841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225826841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225827841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225828841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225829841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225830841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225831841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225832841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225833841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225834841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225835841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225836841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225837841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225838841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225839841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225840841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225841841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225842841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225843841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225844841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225845841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225846841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225847841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225848841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225849841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225850841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225851841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225852841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225853841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225854841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
