timestamp,nav_state,failure
1777225797437000,3,0
1777225797969000,3,0
1777225798473000,3,0
1777225798985000,3,0
1777225799489000,3,0
1777225799993000,3,0
1777225800497000,3,0
1777225801001000,3,0
1777225801505000,3,0
1777225802009000,3,0
1777225802513000,3,0
1777225803017000,3,0
1777225803521000,3,0
1777225804025000,3,0
1777225804529000,3,0
1777225805033000,3,0
1777225805537000,3,0
1777225806041000,3,0
1777225806545000,3,0
1777225807049000,3,0
1777225807553000,3,0
1777225808057000,3,0
1777225808561000,3,0
1777225809065000,3,0
1777225809569000,3,0
1777225810073000,3,0
1777225810577000,3,0
1777225811081000,3,0
1777225811585000,3,0
1777225812089000,3,0
1777225812593000,3,0
1777225813097000,3,0
1777225813601000,3,0
1777225814105000,3,0
1777225814609000,3,0
1777225815113000,3,0
1777225815617000,3,0
1777225816121000,3,0
1777225816625000,3,0
1777225817129000,3,0
1777225817633000,3,0
1777225818137000,3,0
1777225818641000,3,0
1777225819145000,3,0
1777225819649000,3,0
1777225820153000,3,0
1777225820657000,3,0
1777225821161000,3,0
1777225821665000,3,0
1777225822169000,3,0
1777225822673000,3,0
1777225823177000,3,0
1777225823681000,3,0
1777225824185000,3,0
1777225824689000,3,0
1777225825193000,3,0
1777225825697000,3,0
1777225826201000,3,0
1777225826705000,3,0
1777225827209000,3,0
1777225827713000,3,0
1777225828217000,3,0
1777225828721000,3,0
1777225829225000,3,0
1777225829729000,3,0
1777225830233000,3,0
1777225830737000,3,0
1777225831241000,3,0
1777225831745000,3,0
1777225832249000,3,0
1777225832753000,3,0
1777225833257000,3,0
1777225833761000,3,0
1777225834273000,3,0
1777225834825000,3,0
1777225835329000,3,0
1777225835741000,4,0
1777225836281000,4,0
1777225836785000,4,0
1777225837289000,4,0
1777225837793000,4,0
1777225838297000,4,0
1777225838801000,4,0
1777225839305000,4,0
1777225839845000,4,0
1777225840349000,4,0
1777225840853000,4,0
1777225841357000,4,0
1777225841861000,4,0
1777225842365000,4,0
1777225842869000,4,0
1777225843373000,4,0
1777225843877000,4,0
1777225844381000,4,0
1777225844885000,4,0
1777225845389000,4,0
1777225845893000,4,0
1777225846397000,4,0
1777225846901000,4,0
1777225847405000,4,0
1777225847909000,4,0
1777225848413000,4,0
1777225848917000,4,0
1777225849421000,4,0
1777225849925000,4,0
1777225850429000,4,0
1777225850933000,4,0
1777225851437000,4,0
1777225851941000,4,0
1777225852445000,4,0
1777225852949000,4,0
1777225853453000,4,0
1777225853957000,4,0
1777225854461000,4,0
1777225854965000,4,0
1777225855469000,4,0
1777225855973000,4,0
1777225856441000,18,0
1777225856961000,18,0
1777225857489000,18,0
1777225857993000,18,0
1777225858497000,18,0
1777225859001000,18,0
1777225859505000,18,0
1777225860009000,18,0
1777225860269000,5,0
1777225860785000,5,0
1777225861289000,5,0
1777225861793000,5,0
1777225862297000,5,0
1777225862801000,5,0
1777225863305000,5,0
1777225863809000,5,0
1777225864313000,5,0
1777225864817000,5,0
1777225865321000,5,0
1777225865825000,5,0
1777225866329000,5,0
1777225866833000,5,0
1777225867337000,5,0
1777225867841000,5,0
1777225868345000,5,0
1777225868849000,5,0
1777225869353000,5,0
1777225869857000,5,0
1777225870361000,5,0
1777225870865000,5,0
1777225871369000,5,0
1777225871873000,5,0
1777225872377000,5,0
1777225872881000,5,0
1777225873385000,5,0
1777225873889000,5,0
1777225874393000,5,0
1777225874897000,5,0
1777225875401000,5,0
1777225875905000,5,0
1777225876409000,5,0
1777225876913000,5,0
1777225877417000,5,0
1777225877921000,5,0
1777225878433000,5,0
1777225878985000,5,0
1777225879489000,5,0
1777225879993000,5,0
1777225880497000,5,0
1777225881001000,5,0
1777225881505000,5,0
1777225882009000,5,0
1777225882513000,5,0
1777225883017000,5,0
1777225883521000,5,0
1777225884025000,5,0
1777225884529000,5,0
1777225885033000,5,0
1777225885537000,5,0
1777225886041000,5,0
1777225886545000,5,0
1777225887049000,5,0
1777225887553000,5,0
1777225888057000,5,0
1777225888561000,5,0
1777225889065000,5,0
1777225889569000,5,0
1777225890073000,5,0
1777225890577000,5,0
1777225891081000,5,0
1777225891585000,5,0
1777225892089000,5,0
1777225892593000,5,0
1777225893097000,5,0
1777225893601000,5,0
1777225894105000,5,0
1777225894609000,5,0
1777225895113000,5,0
1777225895617000,5,0
1777225896121000,5,0
1777225896625000,5,0
1777225897129000,5,0
1777225897633000,5,0
1777225898137000,5,0
1777225898641000,5,0
1777225899145000,5,0
1777225899649000,5,0
1777225900153000,5,0
1777225900657000,5,0
1777225901161000,5,0
1777225901665000,5,0
1777225902169000,5,0
1777225902673000,5,0
1777225903177000,5,0
1777225903681000,5,0
1777225904185000,5,0
1777225904689000,5,0
1777225905193000,5,0
1777225905705000,5,0
1777225906209000,5,0
1777225906713000,5,0
1777225907217000,5,0
1777225907721000,5,0
