timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_flarm,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
1777225798493000,4000000.0,1.0,22664.344,0.0,58556,0,41.832672,248,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225799165000,4000000.0,1.0,22093.627,0.0,58800,0,20.916336,249,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225800413000,4000000.0,1.0,22333.666,0.0,59280,0,41.832672,251,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225801033000,4000000.0,1.0,21857.57,0.0,59506,0,20.916336,252,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225802265000,4000000.0,1.0,22220.121,0.0,59966,0,41.832672,254,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225802981000,4000000.0,1.0,22220.121,0.0,60236,0,41.832672,255,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225804433000,4000000.0,1.0,22204.184,0.0,60790,0,46.81275,258,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225805033000,4000000.0,1.0,21968.129,0.0,61008,0,20.916336,259,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225806313000,4000000.0,1.0,22178.287,0.0,61487,0,41.832672,261,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225807509000,4000000.0,1.0,22015.938,0.0,61944,0,41.832672,263,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225808217000,4000000.0,1.0,22168.328,0.0,62202,0,20.916336,264,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225809461000,4000000.0,1.0,21967.133,0.0,62678,0,41.832672,266,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225810117000,4000000.0,1.0,22173.307,0.0,62916,0,20.916336,267,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225811253000,4000000.0,1.0,21879.482,0.0,63341,0,41.832672,269,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225811973000,4000000.0,1.0,21879.482,0.0,63616,0,41.832672,270,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225813249000,4000000.0,1.0,21989.045,0.0,64092,0,20.916336,272,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225814497000,4000000.0,1.0,22277.889,0.0,64570,0,67.72909,275,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225815197000,4000000.0,1.0,22031.873,0.0,64825,0,20.916336,276,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225816501000,4000000.0,1.0,22141.436,0.0,65325,0,41.832672,278,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225817161000,4000000.0,1.0,22011.953,0.0,65565,0,20.916336,279,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225817817000,4000000.0,1.0,22011.953,0.0,65819,0,20.916336,280,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225819273000,4000000.0,1.0,21978.088,0.0,66361,0,20.916336,282,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225820429000,4000000.0,1.0,22228.088,0.0,66805,0,41.832672,284,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225821089000,4000000.0,1.0,21938.248,0.0,67045,0,20.916336,285,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
