timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
1777225797573000,0.0,nan,0,104,104392,1024000,0,3,1,187
1777225798573000,400.50293,400.50293,0,104,6527,1024000,0,3,1,187
1777225799573000,705.5127,352.75635,0,107,3477,1024000,0,3,1,187
1777225800573000,1004.73047,334.91016,0,107,6418,1024000,0,3,1,187
1777225801573000,1308.541,327.13525,0,108,5003,1024000,0,3,1,187
1777225802573000,1609.2471,321.84943,0,109,6484,1024000,0,3,1,187
1777225803573000,1914.4951,319.08252,0,109,3731,1024000,0,3,1,187
1777225804573000,2217.0303,316.71863,0,110,3523,1024000,0,3,1,187
1777225805573000,2518.2783,314.7848,0,110,5378,1024000,0,3,1,187
1777225806573000,2819.831,313.31458,0,110,6650,1024000,0,3,1,187
1777225807573000,3125.3818,312.53818,0,110,3566,1024000,0,3,1,187
1777225808573000,3424.997,311.36337,0,111,6436,1024000,0,3,1,187
1777225809573000,3728.8135,310.73447,0,111,5599,1024000,0,3,1,187
1777225810573000,4031.6963,310.1305,0,111,5321,1024000,0,3,1,187
1777225811573000,4334.3047,309.5932,0,112,5130,1024000,0,3,1,187
1777225812573000,4638.5693,309.23798,0,112,3523,1024000,0,3,1,187
1777225813573000,4940.373,308.77332,0,112,5158,1024000,0,3,1,187
1777225814573000,5243.1016,308.41776,0,113,5026,1024000,0,3,1,187
1777225815573000,5544.458,308.02545,0,114,6530,1024000,0,3,1,187
1777225816573000,5849.914,307.8902,0,114,3523,1024000,0,3,1,187
1777225817573000,6150.995,307.54974,0,114,5049,1024000,0,3,1,187
1777225818573000,6453.674,307.3178,0,114,5378,1024000,0,3,1,187
1777225819573000,6756.6094,307.11862,0,114,5201,1024000,0,3,1,187
1777225820573000,7057.952,306.8675,0,115,6442,1024000,0,3,1,187
1777225821573000,7360.5664,306.69025,0,115,6421,1024000,0,3,1,187
1777225822573000,7665.9688,306.63873,0,115,3862,1024000,0,3,1,187
1777225823573000,7969.4854,306.51868,0,117,2669,1024000,0,3,1,187
1777225824573000,8269.956,306.29468,0,117,5092,1024000,0,3,1,187
1777225825573000,8574.103,306.21796,0,117,3523,1024000,0,3,1,187
1777225826573000,8875.259,306.0434,0,117,5158,1024000,0,3,1,187
1777225827573000,9180.625,306.02084,0,117,2570,1024000,0,3,1,187
1777225828573000,9480.756,305.83084,0,117,5201,1024000,0,3,1,187
1777225829573000,9785.081,305.78378,0,117,3523,1024000,0,3,1,187
1777225830573000,10084.653,305.59555,0,117,6498,1024000,0,3,1,187
1777225831573000,10388.672,305.54916,0,117,5454,1024000,0,3,1,187
1777225832573000,10690.342,305.43835,0,117,6530,1024000,0,3,1,187
1777225833573000,10995.893,305.44144,0,117,3566,1024000,0,3,1,187
1777225834573000,11295.688,305.28888,0,119,6517,1024000,0,3,1,187
1777225835573000,11601.207,305.29492,0,119,3981,1024000,0,3,1,187
1777225836573000,11903.478,305.21738,0,122,6859,1024000,0,3,1,187
1777225837573000,12207.699,305.19247,0,122,5212,1024000,0,3,1,187
1777225838573000,12511.804,305.16592,0,122,3523,1024000,0,3,1,187
1777225839573000,12812.833,305.06744,0,122,5059,1024000,0,3,1,187
1777225840573000,13116.459,305.03394,0,122,5201,1024000,0,3,1,187
1777225841573000,13419.1045,304.97964,0,122,5049,1024000,0,3,1,187
1777225842573000,13723.013,304.95584,0,123,3566,1024000,0,3,1,187
1777225843573000,14024.099,304.8717,0,124,5049,1024000,0,3,1,187
1777225844573000,14326.66,304.82254,0,124,5498,1024000,0,3,1,187
1777225845573000,14629.501,304.78128,0,124,5336,1024000,0,3,1,187
1777225846573000,14933.786,304.77115,0,124,3566,1024000,0,3,1,187
1777225847573000,15233.495,304.6699,0,124,6541,1024000,0,3,1,187
1777225848573000,15538.78,304.68198,0,125,3999,1024000,0,3,1,187
1777225849573000,15838.75,304.59134,0,125,6859,1024000,0,3,1,187
1777225850573000,16143.09,304.5866,0,125,5092,1024000,0,3,1,187
1777225851573000,16447.04,304.5748,0,126,3523,1024000,0,3,1,187
1777225852573000,16749.516,304.53665,0,126,3632,1024000,0,3,1,187
1777225853573000,17051.068,304.48337,0,126,5049,1024000,0,3,1,187
1777225854573000,17353.746,304.4517,0,126,5169,1024000,0,3,1,187
1777225855573000,17657.893,304.44644,0,126,3523,1024000,0,3,1,187
1777225856573000,17961.05,304.4246,0,126,3523,1024000,0,3,1,187
1777225857573000,18262.88,304.38135,0,129,5378,1024000,0,3,1,187
1777225858573000,18565.656,304.355,0,129,5102,1024000,0,3,1,187
1777225859573000,18867.016,304.3067,0,129,6333,1024000,0,3,1,187
1777225860573000,19170.938,304.3006,0,132,6432,1024000,0,3,1,187
1777225861573000,19476.29,304.31702,0,132,4081,1024000,0,3,1,187
1777225862573000,19777.682,304.27203,0,132,5239,1024000,0,3,1,187
1777225863573000,20080.498,304.24997,0,132,5092,1024000,0,3,1,187
1777225864573000,20384.602,304.2478,0,132,3523,1024000,0,3,1,187
1777225865573000,20685.434,304.19754,0,132,5293,1024000,0,3,1,187
1777225866573000,20988.414,304.1799,0,132,5049,1024000,0,3,1,187
1777225867573000,21291.002,304.15717,0,133,5049,1024000,0,3,1,187
1777225868573000,21595.027,304.1553,0,134,3523,1024000,0,3,1,187
1777225869573000,21897.621,304.13364,0,134,3523,1024000,0,3,1,187
1777225870573000,22198.809,304.09326,0,134,5378,1024000,0,3,1,187
1777225871573000,22502.027,304.08145,0,135,5321,1024000,0,3,1,187
1777225872573000,22803.318,304.04425,0,136,6322,1024000,0,3,1,187
