timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1777225797569000,1777225797417000,17764060236391,9.2448e-05,0.0023930722,0.00451086,0,0.12028246,0.11304441,0.020167224,0.006626945,0.0034970276,0.0048878645,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.397907,63.1572,0.48150074,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797577000,1777225797425000,17764060236391,9.092476e-05,0.0023808174,0.0044922694,0,0.120687164,0.11329528,0.020167224,0.006626945,0.0034970276,0.0048878645,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.397907,63.1572,0.48150074,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797585000,1777225797433000,17764060236391,0.000116381656,0.0024323426,0.004516658,0,0.121092305,0.11354698,0.02002605,0.006626945,0.0034970276,0.0048878645,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.036808,63.1572,0.4811897,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797593000,1777225797441000,17764060236391,0.00011491429,0.002422245,0.004504845,0,0.121502474,0.11379953,0.02002605,0.006626945,0.0034970276,0.0048878645,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.036808,63.1572,0.4811897,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797601000,1777225797449000,17764060236391,0.00011344346,0.0024152691,0.0044963104,0,0.1219154,0.114052914,0.02002605,0.006626945,0.0034970276,0.0048878645,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.036808,63.1572,0.4811897,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797609000,1777225797457000,17764060236391,0.00011984021,0.0023885213,0.004495709,0,0.11968363,0.11267098,0.02002605,0.006658115,0.0036356405,0.0048414385,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.036808,63.1572,0.4811897,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797625000,1777225797473000,17764060236391,0.000112719965,0.0023529865,0.004443035,0,0.12048766,0.11317104,0.02002605,0.006658115,0.0036356405,0.0048414385,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.036808,63.1572,0.4811897,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797633000,1777225797481000,17764060236391,0.00010923536,0.0023396674,0.004422933,0,0.120893784,0.113422334,0.02002605,0.006658115,0.0036356405,0.0048414385,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.036808,63.1572,0.4811897,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797641000,1777225797489000,17764060236391,0.00010578145,0.0023282447,0.004407189,0,0.121302664,0.11367447,0.02002605,0.006658115,0.0036356405,0.0048414385,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.036808,63.1572,0.4811897,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797649000,1777225797497000,17764060236391,9.6870506e-05,0.0023190477,0.004396162,0,0.1217119,0.11392744,0.018821198,0.006658115,0.0036356405,0.0048414385,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.381195,63.1572,0.48150915,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797665000,1777225797513000,17764060236391,0.00010104471,0.0021542711,0.004054706,0,0.119879566,0.11279425,0.018821198,0.006691832,0.0034608273,0.00480739,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.381195,63.1572,0.48150915,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797673000,1777225797521000,17764060236391,9.762988e-05,0.002140377,0.00403659,0,0.12028152,0.11304427,0.018821198,0.006691832,0.0034608273,0.00480739,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.381195,63.1572,0.48150915,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797681000,1777225797529000,17764060236391,9.5197465e-05,0.0021281824,0.0040233787,0,0.12068622,0.11329514,0.018821198,0.006691832,0.0034608273,0.00480739,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.381195,63.1572,0.48150915,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797689000,1777225797537000,17764060236391,9.280536e-05,0.0021182336,0.004013782,0,0.12109366,0.11354684,0.018821198,0.006691832,0.0034608273,0.00480739,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.381195,63.1572,0.48150915,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797705000,1777225797553000,17764060236391,8.815724e-05,0.002105844,0.0040070093,0,0.12191683,0.114052765,0.018821198,0.006691832,0.0034608273,0.00480739,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.381195,63.1572,0.48150915,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797713000,1777225797561000,17764060236391,9.810576e-05,0.002017432,0.0038523036,0,0.119684875,0.11267084,0.018821198,0.0067317607,0.0032944302,0.0045610825,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.381195,63.1572,0.48150915,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797721000,1777225797569000,17764060236391,8.128647e-05,0.0020189774,0.0038516785,0,0.120083,0.112920456,0.017244395,0.0067317607,0.0032944302,0.0045610825,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.395073,63.1572,0.4768695,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797729000,1777225797577000,17764060236391,8.007758e-05,0.0020081007,0.0038559819,0,0.12048635,0.11317091,0.017244395,0.0067317607,0.0032944302,0.0045610825,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.395073,63.1572,0.4768695,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797745000,1777225797593000,17764060236391,7.802593e-05,0.0019944415,0.0038736325,0,0.121301286,0.11367433,0.017244395,0.0067317607,0.0032944302,0.0045610825,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.395073,63.1572,0.4768695,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797753000,1777225797601000,17764060236391,7.724369e-05,0.0019895786,0.0038881616,0,0.12171289,0.1139273,0.017244395,0.0067317607,0.0032944302,0.0045610825,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.395073,63.1572,0.4768695,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797761000,1777225797609000,17764060236391,7.66167e-05,0.001981104,0.0038785506,0,0.12212725,0.11412091,0.017244395,0.0067317607,0.0032944302,0.004624812,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.395073,63.1572,0.4768695,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797769000,1777225797617000,17764060236391,8.865858e-05,0.0019339055,0.0036774203,0,0.119880475,0.11279411,0.017244395,0.0067268885,0.0031360122,0.0044742003,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.395073,63.1572,0.4768695,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797785000,1777225797633000,17764060236391,9.2775015e-05,0.0018924394,0.003693822,0,0.120684884,0.113295,0.016047183,0.0067268885,0.0031360122,0.0044742003,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.536068,63.1572,0.48100653,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797793000,1777225797641000,17764060236391,9.2725444e-05,0.0018868769,0.0037133133,0,0.1210923,0.11354669,0.016047183,0.0067268885,0.0031360122,0.0044742003,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.536068,63.1572,0.48100653,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797801000,1777225797649000,17764060236391,9.276032e-05,0.0018831021,0.0037361167,0,0.12150246,0.11379924,0.016047183,0.0067268885,0.0031360122,0.0044742003,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.536068,63.1572,0.48100653,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797809000,1777225797657000,17764060236391,9.277997e-05,0.0018803102,0.0037597124,0,0.12191537,0.114052616,0.016047183,0.0067268885,0.0031360122,0.0044742003,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.536068,63.1572,0.48100653,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797825000,1777225797673000,17764060236391,0.00010336898,0.0018744826,0.0035966516,0,0.120084256,0.11292031,0.016047183,0.006748963,0.002985271,0.0043272614,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.536068,63.1572,0.48100653,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797833000,1777225797681000,17764060236391,0.000103034705,0.0018612262,0.003615028,0,0.12048763,0.113170765,0.016047183,0.006748963,0.002985271,0.0043272614,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.536068,63.1572,0.48100653,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797841000,1777225797689000,17764060236391,0.00010276367,0.001850644,0.0036360316,0,0.120893754,0.11342206,0.016047183,0.006748963,0.002985271,0.0043272614,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.536068,63.1572,0.48100653,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797849000,1777225797697000,17764060236391,0.00010255321,0.0018412815,0.003660935,0,0.12130262,0.113674186,0.016047183,0.006748963,0.002985271,0.0043272614,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.536068,63.1572,0.48100653,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797865000,1777225797713000,17764060236391,0.00010636218,0.0017483678,0.0036483477,0,0.122126184,0.11412077,0.013153217,0.006748963,0.002985271,0.0042701256,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.964172,63.1572,0.48318595,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777225797873000,1777225797721000,17764060236391,0.00011320286,0.0016122704,0.0032502422,0,0.11987952,0.112793975,0.013153217,0.006762604,0.0025352554,0.00413289,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.964172,63.1572,0.48318595,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
