timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,estimator_instance,innovation_rejected,fused
1777225797553000,1777225797401000,1777225797401000,0,-487.99918,12.354217,-0.028503418,-0.042090394,12.367254,2.627729e-06,-8.405507e-06,0,0,1
1777225797609000,1777225797453000,1777225797457000,0,-487.96655,12.354285,-0.06072998,-0.043846298,12.367287,1.1928665e-05,-8.737399e-06,0,0,1
1777225797657000,1777225797505000,1777225797505000,0,-487.96707,12.354217,-0.060455322,-0.045410916,12.367254,1.1821042e-05,-9.027887e-06,0,0,1
1777225797713000,1777225797557000,1777225797561000,0,-488.0474,12.354285,0.020080566,-0.03924143,12.367287,1.3041798e-06,-8.054576e-06,0,0,1
1777225797761000,1777225797609000,1777225797609000,0,-487.95804,12.354217,-0.070129395,-0.042151164,12.367254,1.5906948e-05,-8.794293e-06,0,0,1
1777225797817000,1777225797661000,1777225797665000,0,-487.9774,12.354285,-0.050994873,-0.042984266,12.367287,8.410825e-06,-8.758169e-06,0,0,1
1777225797865000,1777225797713000,1777225797713000,0,-488.00598,12.354217,-0.023040771,-0.04110553,12.367254,1.7170412e-06,-8.094875e-06,0,0,1
1777225797921000,1777225797765000,1777225797769000,0,-488.025,12.354285,-0.0042419434,-0.037632875,12.367287,5.819897e-08,-7.3377964e-06,0,0,1
1777225797969000,1777225797817000,1777225797817000,0,-488.00153,12.354217,-0.028289795,-0.03675273,12.367254,2.5884888e-06,-6.890398e-06,0,0,1
1777225798025000,1777225797869000,1777225797873000,0,-488.01587,12.354285,-0.013641357,-0.03457557,12.367287,6.018673e-07,-6.298e-06,0,0,1
1777225798073000,1777225797921000,1777225797921000,0,-487.9831,12.354217,-0.046875,-0.035734214,12.367254,7.1067207e-06,-6.3741836e-06,0,0,1
1777225798129000,1777225797973000,1777225797977000,0,-488.03043,12.354285,0.0005493164,-0.0323162,12.367287,9.759571e-10,-5.773625e-06,0,0,1
1777225798177000,1777225798025000,1777225798025000,0,-488.01166,12.354217,-0.0184021,-0.031005451,12.367253,1.0952707e-06,-5.3329104e-06,0,0,1
1777225798233000,1777225798077000,1777225798081000,0,-487.96954,12.354285,-0.060394287,-0.033773966,12.367287,1.1797155e-05,-5.941861e-06,0,0,1
1777225798281000,1777225798129000,1777225798129000,0,-488.0405,12.354217,0.010498047,-0.029603414,12.367253,3.5645422e-07,-5.3485414e-06,0,0,1
