timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
1777225797569000,0.038935818,0.0016448809,-0.018253155,0.00051191205,-0.00051191205,0.6994881,0.063994505,-0.063994505,-0.063994505,4.0,-4.0,-4.0,0.015785182,0.0
1777225797593000,0.03905446,0.0017687291,-0.012630301,-0.0010329145,0.0010344465,0.6988483,-0.065160275,0.06535971,-0.09598776,0.0,0.0,-4.0,0.015785182,0.0
1777225797769000,0.040291555,0.002817976,-0.018405331,0.00051194977,-0.00051194977,0.69948804,0.06399686,-0.06399686,-0.06399686,4.0,-4.0,-4.0,0.01553242,0.0
1777225797969000,0.040816464,0.0033933325,-0.01947319,0.0005119732,-0.0005119732,0.69948804,0.06399833,-0.06399833,-0.06399833,4.0,-4.0,-4.0,0.015138331,0.0
1777225798169000,0.04088517,0.0037827888,-0.020236153,0.00051197095,-0.00051197095,0.69948804,0.063998185,-0.063998185,-0.063998185,4.0,-4.0,-4.0,0.015092379,0.0
1777225798369000,0.040148403,0.004049195,-0.020846609,0.0005119614,-0.0005119614,0.69948804,0.06399759,-0.06399759,-0.06399759,4.0,-4.0,-4.0,0.014917073,0.0
1777225798569000,0.03952374,0.0036333944,-0.020327577,0.00051198277,-0.00051198277,0.699488,0.06399892,-0.06399892,-0.06399892,4.0,-4.0,-4.0,0.014777482,0.0
1777225798769000,0.039242953,0.0038749578,-0.020814462,-0.0014888402,0.0014776,0.63126636,0.0003335774,-0.00039461255,-0.5,0.0,0.0,0.0,0.014678217,0.0
1777225798969000,0.03895204,0.0041624084,-0.021956522,-0.0014213835,0.0013979339,0.5313101,0.0003412068,-0.00040128827,-0.5,0.0,0.0,0.0,0.014678217,0.0
1777225799169000,0.03867476,0.0044337944,-0.023127727,-0.0013525469,0.0013169303,0.43135458,0.00034692883,-0.000407964,-0.5,0.0,0.0,0.0,0.014678217,0.0
1777225799369000,0.03841135,0.0046888757,-0.02442119,-0.0012823213,0.001234609,0.33139163,0.00035455823,-0.00041511655,-0.5,0.0,0.0,0.0,0.014678217,0.0
1777225799569000,0.03816221,0.0049272766,-0.025167245,-0.0012107847,0.0011509854,0.23146689,0.0003607571,-0.00042179227,-0.5,0.0,0.0,0.0,nan,0.0
1777225799769000,0.03792765,0.005148694,-0.025665943,-0.0011378775,0.0010660826,0.13160698,0.0003683865,-0.00042799115,-0.5,0.0,0.0,0.0,nan,0.0
1777225799969000,0.037707902,0.005352935,-0.026284102,-0.001063615,0.000979952,0.03179448,0.00037553906,-0.00043466687,-0.5,0.0,0.0,0.0,nan,0.0
1777225800169000,0.037503198,0.005539765,-0.026777888,-0.0009880334,0.00089258025,-0.06797004,0.00038173795,-0.00044086576,-0.5,0.0,0.0,0.0,nan,0.0
1777225800369000,0.037313815,0.005708953,-0.026964108,-0.00091111794,0.00080401404,-0.16768245,0.00038841367,-0.0004465878,-0.5,0.0,0.0,0.0,nan,0.0
1777225800569000,0.03713995,0.0058603166,-0.027149467,-0.00083288515,0.00071430544,-0.26736242,0.00039556623,-0.00045278668,-0.5,0.0,0.0,0.0,nan,0.0
1777225800769000,0.03698183,0.0059936787,-0.02867897,-0.0007533139,0.0006234295,-0.3670424,0.00040224195,-0.00045850873,-0.5,0.0,0.0,0.0,nan,0.0
1777225800969000,0.036839664,0.0061088395,-0.030331608,-0.00067243417,0.00053149386,-0.46674165,0.00040844083,-0.00046375394,-0.5,0.0,0.0,0.0,nan,0.0
1777225801169000,0.03671373,0.006205578,-0.03235101,-0.00059027446,0.00043849897,-0.5664573,0.00041487813,-0.0004685223,-0.5,0.0,0.0,0.0,nan,0.0
1777225801369000,0.0366043,0.00628368,-0.034795035,-0.00050685654,0.00034458196,-0.6661767,0.000421077,-0.00047257543,-0.5,0.0,0.0,0.0,nan,0.0
1777225801569000,0.036511656,0.0063429503,-0.048130345,-0.00042226413,0.00024985927,-0.7658612,0.00042679906,-0.00047686696,-0.5,0.0,0.0,0.0,nan,0.0
1777225801769000,0.036436006,0.0063832565,-0.089702524,-0.00033647637,0.00015434608,-0.86554724,0.00043299794,-0.00048068166,-0.5,0.0,0.0,0.0,nan,0.0
1777225801969000,0.036377568,0.0064044446,-0.16846953,-0.00024949468,5.802272e-05,-0.96525705,0.0004389584,-0.00048473477,-0.5,0.0,0.0,0.0,nan,0.0
1777225802169000,0.036336627,0.006406355,-0.27860212,-0.00016143412,-3.8966657e-05,-1.0648366,0.00044503808,-0.0004889071,-0.5,0.0,0.0,0.0,nan,0.0
