timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
1777225796593000,1777225796441000,1310988,0.0006917915,-0.00011851589,0.0005941043,0.15,1.4618692e-07,1.4606483e-07,3.0660632e-07,1310988,0.0027402805,0.0060737063,0.008370102,0.4,0.00015425532,0.00016953242,9.9636345e-06,197388,-0.00019435912,-0.0008010413,0.0016575492,0.5,2.5856682e-06,3.0597644e-06,0.000236142,1,1,1,1,1,1
1777225797593000,1777225797441000,1310988,0.00070074404,-0.00011800761,0.00058907387,0.15,1.461771e-07,1.4604954e-07,3.0569154e-07,1310988,0.0027422982,0.0060592946,0.008308851,0.4,0.00015431135,0.00016955707,9.939233e-06,197388,-0.00019218291,-0.00080147345,0.0016621466,0.5,2.5824345e-06,3.0584022e-06,0.0002361352,1,1,1,1,1,1
1777225798593000,1777225798441000,1310988,0.00071202265,-0.00011481854,0.00058115297,0.15,1.4619472e-07,1.4606839e-07,3.052697e-07,1310988,0.0027347254,0.006048394,0.008250284,0.4,0.0001543686,0.00016958671,9.915242e-06,197388,-0.00018787647,-0.0007994113,0.0016727841,0.5,2.5794827e-06,3.0571807e-06,0.0002361291,1,1,1,1,1,1
1777225799593000,1777225799441000,1310988,0.0007259208,-0.00010978631,0.00058027304,0.15,1.4584523e-07,1.4572959e-07,3.052875e-07,1310988,0.002739428,0.006035648,0.008182028,0.4,0.00015442687,0.0001696203,9.886913e-06,197388,-0.00019485918,-0.0007975975,0.0016611695,0.5,2.5767858e-06,3.056072e-06,0.00023612351,1,0,1,0,1,0
1777225800593000,1777225800441000,1310988,0.0007321442,-0.000103044826,0.0005773948,0.15,1.4650465e-07,1.4647358e-07,3.0642357e-07,1310988,0.002754711,0.006025055,0.008124678,0.4,0.00015448697,0.0001696843,9.863982e-06,197388,-0.00019140169,-0.00079760095,0.0016605253,0.5,2.5737538e-06,3.0560775e-06,0.00023611724,1,0,1,0,1,0
1777225801593000,1777225801441000,1310988,0.0007339006,-9.186313e-05,0.00057605875,0.15,1.47071e-07,1.4709929e-07,3.0791992e-07,1310988,0.0027660362,0.006015473,0.008061802,0.4,0.00015454825,0.00016974958,9.841529e-06,197388,-0.00018729751,-0.0007974562,0.0016706546,0.5,2.5709799e-06,3.05611e-06,0.00023611069,1,0,1,0,1,0
1777225802593000,1777225802441000,1310988,0.00073846866,-8.0784004e-05,0.00057560793,0.15,1.4720196e-07,1.4726679e-07,3.0973678e-07,1310988,0.0027887889,0.006002855,0.007823715,0.4,0.00015460164,0.00016980772,9.819514e-06,197388,-0.0001929204,-0.00079653115,0.001678695,0.5,2.5683926e-06,3.0561553e-06,0.00023610622,1,0,1,0,1,0
1777225803593000,1777225803441000,1310988,0.0007426299,-6.890957e-05,0.0005859625,0.15,1.4682065e-07,1.4689687e-07,3.1105293e-07,1310988,0.0028227894,0.0059946617,0.0076607172,0.4,0.00015464501,0.00016985244,9.793037e-06,197388,-0.00019373721,-0.0007961196,0.0016822303,0.5,2.565555e-06,3.056164e-06,0.00023609216,1,0,1,0,1,0
1777225804593000,1777225804441000,1310988,0.0007457368,-4.920819e-05,0.000585893,0.15,1.4707406e-07,1.4705725e-07,3.1229064e-07,1310988,0.0028430598,0.005983087,0.0076223942,0.4,0.00015470576,0.00016991686,9.771937e-06,197388,-0.00020044745,-0.00079495634,0.0016707106,0.5,2.562842e-06,3.0561878e-06,0.0002360832,1,0,1,0,1,0
1777225805593000,1777225805441000,1310988,0.00074656465,-3.9731196e-05,0.0005788813,0.15,1.4748719e-07,1.4740536e-07,3.1347358e-07,1310988,0.0028405269,0.0059789503,0.0076001007,0.4,0.00015476995,0.00016998632,9.751226e-06,197388,-0.00019870004,-0.0007946326,0.0016743087,0.5,2.560227e-06,3.0562192e-06,0.00023607358,1,0,1,0,1,0
1777225806593000,1777225806441000,1310988,0.0007395098,-3.112249e-05,0.00057359185,0.15,1.4788115e-07,1.4776147e-07,3.141226e-07,1310988,0.0028524015,0.005968562,0.007588087,0.4,0.00015483187,0.0001700531,9.730953e-06,197388,-0.0001973275,-0.00079403067,0.0016672519,0.5,2.5575182e-06,3.05621e-06,0.00023606865,1,0,1,0,1,0
1777225807593000,1777225807441000,1310988,0.00072931417,-2.6384201e-05,0.0005677184,0.15,1.478142e-07,1.4768838e-07,3.146782e-07,1310988,0.0028557926,0.0059574773,0.0075638536,0.4,0.00015489222,0.0001701177,9.706252e-06,197388,-0.00019676593,-0.00079300214,0.0016668084,0.5,2.5548866e-06,3.0561491e-06,0.0002360655,1,0,1,0,1,0
1777225808593000,1777225808441000,1310988,0.0007150216,-2.5094863e-05,0.0005731516,0.15,1.4810927e-07,1.4799679e-07,3.161617e-07,1310988,0.0028627734,0.0059478735,0.0075494805,0.4,0.0001549538,0.00017018354,9.686784e-06,197388,-0.00019454249,-0.00079344586,0.0016680517,0.5,2.5526663e-06,3.0560668e-06,0.00023606319,1,0,1,0,1,0
1777225809593000,1777225809441000,1310988,0.0007029194,-2.34957e-05,0.0005742516,0.15,1.48335e-07,1.4822561e-07,3.1702524e-07,1310988,0.002873694,0.005939913,0.0075368783,0.4,0.00015501623,0.0001702515,9.667725e-06,197388,-0.00019136377,-0.0007936199,0.0016655338,0.5,2.5503225e-06,3.0559397e-06,0.00023606032,1,1,1,1,1,1
1777225810593000,1777225810441000,1310988,0.00068885094,-2.7826563e-05,0.0005842261,0.15,1.4833753e-07,1.4822763e-07,3.1735385e-07,1310988,0.0028727322,0.0059471224,0.0075084628,0.4,0.00015507951,0.00017032171,9.649024e-06,197388,-0.00019268815,-0.0007952176,0.0016639646,0.5,2.547824e-06,3.0557821e-06,0.00023605648,1,1,1,1,1,1
1777225811593000,1777225811441000,1310988,0.0006857878,-4.2216998e-05,0.00057945,0.15,1.4903445e-07,1.4892186e-07,3.181579e-07,1310988,0.002880341,0.00594471,0.0076468363,0.4,0.00015512657,0.00017037276,9.630627e-06,197388,-0.00019696352,-0.0007937958,0.0016609118,0.5,2.5456118e-06,3.055546e-06,0.000236054,1,1,1,1,1,1
1777225812593000,1777225812441000,1310988,0.0006879062,-5.3245552e-05,0.0005794616,0.15,1.4914058e-07,1.4903009e-07,3.188781e-07,1310988,0.002890421,0.005949779,0.0076772543,0.4,0.00015516982,0.00017042049,9.608037e-06,197388,-0.00019808805,-0.0007938342,0.0016612693,0.5,2.5434765e-06,3.055243e-06,0.00023605213,1,1,1,1,1,1
1777225813593000,1777225813441000,1310988,0.0006964963,-6.85932e-05,0.00057376124,0.15,1.4928906e-07,1.4917553e-07,3.1904108e-07,1310988,0.002900224,0.005958719,0.0076279864,0.4,0.00015522413,0.0001704836,9.590443e-06,197388,-0.00019247114,-0.0007933864,0.001600989,0.5,2.5412514e-06,3.0548738e-06,0.00023586377,1,1,1,1,1,1
1777225814593000,1777225814441000,1310988,0.000709912,-0.0002731184,0.0005780691,0.15,1.495418e-07,1.4917167e-07,3.09638e-07,1310988,0.0028748652,0.006088205,0.007507788,0.4,0.00015522861,0.00017041266,9.573482e-06,197388,-0.00017601655,-0.0008083695,0.0008402141,0.5,2.5379047e-06,3.0348301e-06,0.00021529863,1,1,1,1,1,1
1777225815265000,1777225815113000,1310988,0.0007176605,-0.00035292626,0.0005845581,0.15,1.512792e-07,1.4903493e-07,2.9092348e-07,1310988,0.00278838,0.006194326,0.007393906,0.4,0.00015519303,0.00017015716,9.561399e-06,197388,-0.00016444767,-0.0008299837,-0.00022662032,0.5,2.5352915e-06,2.991567e-06,0.00019929839,1,1,1,1,1,1
1777225816265000,1777225816113000,1310988,0.00072701636,-0.00016087483,0.000577731,0.15,1.549075e-07,1.489589e-07,2.8139755e-07,1310988,0.003032534,0.0061155916,0.0073194886,0.4,0.0001552074,0.00017003677,9.545503e-06,197388,-0.0001768234,-0.00083692966,0.0005352171,0.5,2.5332808e-06,2.9622793e-06,0.00019633268,1,1,1,1,1,1
1777225817265000,1777225817113000,1310988,0.00072545075,6.900746e-05,0.0005888391,0.15,1.5401186e-07,1.4856674e-07,2.819921e-07,1310988,0.0032389143,0.005989322,0.0072562494,0.4,0.00015526314,0.00017007183,9.52646e-06,197388,-0.00019889929,-0.0008332412,0.0012164955,0.5,2.5307932e-06,2.9590544e-06,0.00019582498,1,1,1,1,1,1
