timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,estimator_instance,innovation_rejected,fused
1777225797561000,1777225797403000,1777225797409000,0,-487.997,0.5625,-0.030517578,-0.02470668,0.575517,6.472946e-05,-4.7286303e-05,0,0,1
1777225797609000,1777225797455000,1777225797457000,0,-488.008,0.5625,-0.019226074,-0.02419039,0.57548785,2.5692423e-05,-4.5252098e-05,0,0,1
1777225797665000,1777225797507000,1777225797513000,0,-488.007,0.5625,-0.020324707,-0.023826232,0.57551694,2.8711143e-05,-4.3693894e-05,0,0,1
1777225797713000,1777225797559000,1777225797561000,0,-488.031,0.5625,0.0036621094,-0.021236751,0.57548785,9.3215135e-07,-3.948999e-05,0,0,1
1777225797769000,1777225797611000,1777225797617000,0,-488.026,0.5625,-0.001953125,-0.019420177,0.57551694,2.651319e-07,-3.5794896e-05,0,0,1
1777225797817000,1777225797663000,1777225797665000,0,-488.027,0.5625,-0.0013122559,-0.017714359,0.5754878,1.1969084e-07,-3.243419e-05,0,0,1
1777225797873000,1777225797715000,1777225797721000,0,-488.028,0.5625,-0.0008239746,-0.016123235,0.5755169,4.7187783e-08,-2.938324e-05,0,0,1
1777225797921000,1777225797767000,1777225797769000,0,-488.023,0.5625,-0.006225586,-0.015190848,0.5754878,2.6939178e-06,-2.6869027e-05,0,0,1
1777225797977000,1777225797819000,1777225797825000,0,-488.006,0.5625,-0.023620605,-0.015984956,0.5755169,3.877787e-05,-2.7990875e-05,0,0,1
1777225798025000,1777225797871000,1777225797873000,0,-488.017,0.5625,-0.012512207,-0.015657812,0.57548773,1.0881575e-05,-2.6379128e-05,0,0,1
1777225798081000,1777225797923000,1777225797929000,0,-488.015,0.5625,-0.01473999,-0.015571351,0.5755168,1.5100675e-05,-2.5316665e-05,0,0,1
1777225798129000,1777225797975000,1777225797977000,0,-488.005,0.5625,-0.024871826,-0.016447483,0.5754877,4.2997115e-05,-2.6982216e-05,0,0,1
1777225798185000,1777225798027000,1777225798033000,0,-488.012,0.5625,-0.0178833,-0.01658274,0.5755168,2.2227843e-05,-2.653434e-05,0,0,1
1777225798233000,1777225798079000,1777225798081000,0,-488.003,0.5625,-0.026885986,-0.017553337,0.5754877,5.024304e-05,-2.8767769e-05,0,0,1
1777225798289000,1777225798131000,1777225798137000,0,-488.004,0.5625,-0.025848389,-0.018334756,0.57551676,4.643751e-05,-3.043231e-05,0,0,1
1777225798337000,1777225798183000,1777225798185000,0,-488.008,0.5625,-0.021697998,-0.018651582,0.5754876,3.2723772e-05,-3.064817e-05,0,0,1
1777225798393000,1777225798235000,1777225798241000,0,-487.992,0.5625,-0.037628174,-0.020439232,0.5755167,9.840753e-05,-3.70313e-05,0,0,1
1777225798441000,1777225798287000,1777225798289000,0,-487.987,0.5625,-0.04220581,-0.022489706,0.5754876,0.00012381365,-4.520645e-05,0,0,1
1777225798497000,1777225798339000,1777225798345000,0,-487.991,0.5625,-0.037750244,-0.023927294,0.5755167,9.904706e-05,-5.027839e-05,0,0,1
1777225798545000,1777225798391000,1777225798393000,0,-488.009,0.5625,-0.019348145,-0.023495924,0.57548755,2.6019725e-05,-4.7993155e-05,0,0,1
1777225798601000,1777225798443000,1777225798449000,0,-488.007,0.5625,-0.021484375,-0.02330643,0.57551664,3.2080974e-05,-4.649418e-05,0,0,1
1777225798649000,1777225798495000,1777225798497000,0,-487.991,0.5625,-0.03741455,-0.024635455,0.57548755,9.7298274e-05,-5.1280073e-05,0,0,1
1777225798705000,1777225798547000,1777225798553000,0,-487.998,0.5625,-0.030090332,-0.02514932,0.57551664,6.292976e-05,-5.2377505e-05,0,0,1
1777225798753000,1777225798599000,1777225798601000,0,-487.997,0.5625,-0.030792236,-0.025680898,0.5754875,6.590321e-05,-5.3651667e-05,0,0,1
1777225798809000,1777225798651000,1777225798657000,0,-488.004,0.5625,-0.023651123,-0.025489688,0.5755166,3.887816e-05,-5.225996e-05,0,0,1
1777225798857000,1777225798703000,1777225798705000,0,-488.01,0.5625,-0.01751709,-0.024738645,0.5754875,2.1327896e-05,-4.934607e-05,0,0,1
1777225798913000,1777225798755000,1777225798761000,0,-488.001,0.5625,-0.02670288,-0.024923682,0.5755166,4.9558526e-05,-4.936608e-05,0,0,1
1777225798961000,1777225798807000,1777225798809000,0,-488.0,0.5625,-0.027526855,-0.025168909,0.57548743,5.2666852e-05,-4.9677023e-05,0,0,1
1777225799017000,1777225798859000,1777225798865000,0,-488.005,0.5625,-0.022399902,-0.02490806,0.5755165,3.4873414e-05,-4.828248e-05,0,0,1
1777225799065000,1777225798911000,1777225798913000,0,-488.007,0.5625,-0.020355225,-0.02447917,0.5754874,2.8798906e-05,-4.6447072e-05,0,0,1
1777225799121000,1777225798963000,1777225798969000,0,-488.015,0.5625,-0.012359619,-0.023337472,0.5755165,1.0617258e-05,-4.30718e-05,0,0,1
1777225799169000,1777225799015000,1777225799017000,0,-488.01,0.5625,-0.01751709,-0.022789175,0.5754874,2.13279e-05,-4.102346e-05,0,0,1
1777225799225000,1777225799067000,1777225799073000,0,-487.998,0.5625,-0.029663086,-0.023436718,0.57551646,6.115541e-05,-4.291995e-05,0,0,1
1777225799273000,1777225799119000,1777225799121000,0,-487.991,0.5625,-0.036376953,-0.024655726,0.5754873,9.19765e-05,-4.754122e-05,0,0,1
1777225799329000,1777225799171000,1777225799177000,0,-488.003,0.5625,-0.024139404,-0.024607087,0.5755164,4.0500036e-05,-4.6877918e-05,0,0,1
1777225799377000,1777225799223000,1777225799225000,0,-488.0,0.5625,-0.026947021,-0.024827516,0.5754873,5.0471448e-05,-4.721644e-05,0,0,1
1777225799433000,1777225799275000,1777225799281000,0,-488.005,0.5625,-0.021850586,-0.02454708,0.5755164,3.318398e-05,-4.589454e-05,0,0,1
1777225799481000,1777225799327000,1777225799329000,0,-487.996,0.5625,-0.030761719,-0.025132516,0.57548726,6.577267e-05,-4.7767116e-05,0,0,1
1777225799537000,1777225799379000,1777225799385000,0,-487.99,0.5625,-0.036468506,-0.026200399,0.57551634,9.243539e-05,-5.1974996e-05,0,0,1
1777225799585000,1777225799431000,1777225799433000,0,-487.99,0.5625,-0.035949707,-0.027118811,0.57548726,8.9828674e-05,-5.554092e-05,0,0,1
1777225799641000,1777225799483000,1777225799489000,0,-488.002,0.5625,-0.023529053,-0.026780646,0.57551634,3.8477887e-05,-5.3933534e-05,0,0,1
1777225799689000,1777225799535000,1777225799537000,0,-487.994,0.5625,-0.03137207,-0.027213171,0.5754872,6.84086e-05,-5.529713e-05,0,0,1
1777225799745000,1777225799587000,1777225799593000,0,-488.008,0.5625,-0.017059326,-0.026256649,0.5755163,2.0226751e-05,-5.1993396e-05,0,0,1
1777225799793000,1777225799639000,1777225799641000,0,-488.016,0.5625,-0.008972168,-0.0246284,0.5754872,5.595245e-06,-4.7622554e-05,0,0,1
1777225799849000,1777225799691000,1777225799697000,0,-488.007,0.5625,-0.018341064,-0.024036115,0.5755163,2.3380373e-05,-4.533887e-05,0,0,1
1777225799897000,1777225799743000,1777225799745000,0,-487.996,0.5625,-0.02923584,-0.024525944,0.57548714,5.940945e-05,-4.666436e-05,0,0,1
1777225799953000,1777225799795000,1777225799801000,0,-487.996,0.5625,-0.0289917,-0.024946632,0.5755162,5.8418416e-05,-4.7771628e-05,0,0,1
1777225800001000,1777225799847000,1777225799849000,0,-488.003,0.5625,-0.021728516,-0.024643475,0.5754871,3.281592e-05,-4.6362755e-05,0,0,1
1777225800057000,1777225799899000,1777225799905000,0,-487.991,0.5625,-0.033691406,-0.025495816,0.5755162,7.8893405e-05,-4.9427235e-05,0,0,1
1777225800105000,1777225799951000,1777225799953000,0,-487.992,0.5625,-0.032287598,-0.026135622,0.5754871,7.2459596e-05,-5.159695e-05,0,0,1
1777225800161000,1777225800003000,1777225800009000,0,-487.99,0.5625,-0.0340271,-0.026879022,0.57551616,8.047339e-05,-5.4317195e-05,0,0,1
1777225800209000,1777225800055000,1777225800057000,0,-487.985,0.5625,-0.038635254,-0.027986493,0.575487,0.00010375093,-5.8973998e-05,0,0,1
1777225800265000,1777225800107000,1777225800113000,0,-487.98,0.5625,-0.043182373,-0.02941799,0.5755161,0.00012960314,-6.562747e-05,0,0,1
1777225800313000,1777225800159000,1777225800161000,0,-487.984,0.5625,-0.038513184,-0.030274784,0.575487,0.000103096354,-6.915715e-05,0,0,1
1777225800369000,1777225800211000,1777225800217000,0,-487.983,0.5625,-0.039123535,-0.031108363,0.5755161,0.000106384585,-7.266408e-05,0,0,1
1777225800417000,1777225800263000,1777225800265000,0,-487.977,0.5625,-0.0446167,-0.032380886,0.57548696,0.00013836281,-7.885309e-05,0,0,1
1777225800473000,1777225800315000,1777225800321000,0,-487.997,0.5625,-0.024047852,-0.03159589,0.57551605,4.0193434e-05,-7.521124e-05,0,0,1
1777225800521000,1777225800367000,1777225800369000,0,-487.996,0.5625,-0.024871826,-0.030962463,0.57548696,4.299717e-05,-7.217658e-05,0,0,1
1777225800577000,1777225800419000,1777225800425000,0,-488.015,0.5625,-0.0057678223,-0.028589055,0.57551605,2.3122047e-06,-6.559516e-05,0,0,1
1777225800625000,1777225800471000,1777225800473000,0,-488.017,0.5625,-0.0040283203,-0.026275363,0.5754869,1.1279051e-06,-5.9522157e-05,0,0,1
1777225800681000,1777225800523000,1777225800529000,0,-488.005,0.5625,-0.016357422,-0.025341064,0.575516,1.8596547e-05,-5.5666846e-05,0,0,1
1777225800729000,1777225800575000,1777225800577000,0,-487.997,0.5625,-0.02432251,-0.025245113,0.5754869,4.1118885e-05,-5.4296386e-05,0,0,1
1777225800785000,1777225800627000,1777225800633000,0,-488.003,0.5625,-0.018249512,-0.024586108,0.575516,2.3147553e-05,-5.1362076e-05,0,0,1
1777225800833000,1777225800679000,1777225800681000,0,-487.999,0.5625,-0.022155762,-0.024357162,0.57548684,3.4119133e-05,-4.973774e-05,0,0,1
1777225800889000,1777225800731000,1777225800737000,0,-488.0,0.5625,-0.021087646,-0.024049165,0.5755159,3.0907144e-05,-4.7963844e-05,0,0,1
1777225800937000,1777225800783000,1777225800785000,0,-488.005,0.5625,-0.015991211,-0.023290083,0.57548684,1.7774088e-05,-4.511988e-05,0,0,1
1777225800993000,1777225800835000,1777225800841000,0,-488.001,0.5625,-0.02017212,-0.022996362,0.5755159,2.8281711e-05,-4.3533673e-05,0,0,1
1777225801041000,1777225800887000,1777225800889000,0,-487.987,0.5625,-0.034088135,-0.02404124,0.5754868,8.076647e-05,-4.704111e-05,0,0,1
1777225801097000,1777225800939000,1777225800945000,0,-487.99,0.5625,-0.030792236,-0.024677202,0.57551587,6.589996e-05,-4.881767e-05,0,0,1
1777225801145000,1777225800991000,1777225800993000,0,-487.987,0.5625,-0.03353882,-0.025511991,0.5754868,7.818441e-05,-5.1584102e-05,0,0,1
1777225801201000,1777225801043000,1777225801049000,0,-488.006,0.5625,-0.014343262,-0.024459865,0.57551587,1.4298766e-05,-4.8071714e-05,0,0,1
1777225801249000,1777225801095000,1777225801097000,0,-488.0,0.5625,-0.020446777,-0.02408182,0.5754867,2.9058583e-05,-4.628062e-05,0,0,1
1777225801305000,1777225801147000,1777225801153000,0,-488.006,0.5625,-0.01461792,-0.023190293,0.5755158,1.4851622e-05,-4.3319917e-05,0,0,1
1777225801353000,1777225801199000,1777225801201000,0,-487.996,0.5625,-0.024719238,-0.023334324,0.57548666,4.2471234e-05,-4.323997e-05,0,0,1
