timestamp,tilt_limit,takeoff_state
1777225797577000,0.20943952,2
1777225798577000,0.20943952,4
1777225801585000,0.21103951,5
1777225801593000,0.21263951,5
1777225802585000,0.41103917,5
1777225803585000,0.6110409,5
1777225804457000,0.7853982,5
1777225931537000,0.78379816,3
1777225931545000,0.78219813,3
1777225932537000,0.5837948,3
1777225933537000,0.38379356,3
1777225934409000,0.20943952,1
