timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
1777225797569000,1777225797417000,0.9999686,0.0005555338,0.000317953,0.007907578,0.0020112682,0.010545563,-0.014401369,0.0,0.0,-488.02695,0.0007009048,-0.000118276635,0.0005882334,0.002741135,0.006059459,0.008308856,0.21524696,0.0101134805,0.42818585,-0.00019302795,-0.00080140197,0.0016616212,0.0,0.0,-488.01694,1.0352972e-05,1.0161678e-05,0.00036158806,0.0032154552,0.0032255724,0.0024347343,0.0072304336,0.007237436,0.012779039,1.4599912e-07,1.4587815e-07,3.0594353e-07,0.00015431034,0.00016955812,9.937506e-06,2.6980845e-06,6.865577e-06,0.00023637987,2.5826428e-06,3.05846e-06,0.00023613566,1.0,1.0,1e-04,25
1777225797577000,1777225797425000,0.9999684,0.0005784268,0.00032705328,0.007929059,0.0018999239,0.01031237,-0.015023582,0.0,0.0,-488.02707,0.0007009048,-0.000118276635,0.0005882334,0.002741135,0.006059459,0.008308856,0.21524696,0.0101134805,0.42818585,-0.00019302795,-0.00080140197,0.0016616212,0.0,0.0,-488.01706,1.0375086e-05,1.0183778e-05,0.0003616987,0.0032396093,0.0032498257,0.0024429562,0.007279129,0.007286263,0.01283582,1.4606313e-07,1.4594215e-07,3.0600754e-07,0.00015431092,0.0001695587,9.938081e-06,2.6981484e-06,6.865641e-06,0.00023637993,2.5826434e-06,3.0584606e-06,0.00023613566,1.0,1.0,1e-04,25
1777225797585000,1777225797433000,0.99996877,0.0006037262,0.00033855022,0.007884066,0.001927492,0.010265068,-0.015200283,0.0,0.0,-488.0272,0.00070074404,-0.00011800761,0.00058907387,0.0027422982,0.0060592946,0.008308851,0.2152481,0.010114269,0.42818475,-0.00019218291,-0.00080147345,0.0016621466,0.0,0.0,-488.01718,1.0392725e-05,1.01991545e-05,0.00036098724,0.0032628507,0.0032735402,0.0024511795,0.0073279515,0.0073353956,0.012892918,1.461131e-07,1.4598554e-07,3.0562754e-07,0.00015431076,0.00016955649,9.938657e-06,2.6977755e-06,6.863654e-06,0.00023637935,2.5824338e-06,3.0584015e-06,0.0002361352,1.0,1.0,1e-04,25
1777225797593000,1777225797441000,0.9999689,0.0006298531,0.00034078048,0.007852808,0.0017354443,0.010119313,-0.015424907,0.0,0.0,-488.0273,0.00070074404,-0.00011800761,0.00058907387,0.0027422982,0.0060592946,0.008308851,0.2152481,0.010114269,0.42818475,-0.00019218291,-0.00080147345,0.0016621466,0.0,0.0,-488.0173,1.0414873e-05,1.0221285e-05,0.00036109766,0.0032871368,0.0032979248,0.0024594043,0.007377633,0.0073852176,0.012950333,1.461771e-07,1.4604954e-07,3.0569154e-07,0.00015431135,0.00016955707,9.939233e-06,2.6978394e-06,6.863718e-06,0.0002363794,2.5824345e-06,3.0584022e-06,0.0002361352,1.0,1.0,1e-04,25
1777225797601000,1777225797449000,0.999969,0.0006211488,0.00037094892,0.007851408,0.0016797316,0.010585672,-0.015634507,0.0,0.0,-488.02744,0.00070074404,-0.00011800761,0.00058907387,0.0027422982,0.0060592946,0.008308851,0.2152481,0.010114269,0.42818475,-0.00019218291,-0.00080147345,0.0016621466,0.0,0.0,-488.01743,1.04370365e-05,1.02434315e-05,0.00036120802,0.003311534,0.0033224297,0.0024676304,0.007427818,0.007435546,0.013008066,1.462411e-07,1.4611355e-07,3.0575555e-07,0.00015431193,0.00016955765,9.9398085e-06,2.6979033e-06,6.8637823e-06,0.00023637946,2.5824352e-06,3.0584029e-06,0.0002361352,1.0,1.0,1e-04,25
1777225797609000,1777225797457000,0.99996877,0.00057089824,0.00034000777,0.007878255,0.0016000788,0.010263776,-0.0154069,0.0,0.0,-488.0268,0.0007014139,-0.00011796161,0.00058916677,0.0027421976,0.006059214,0.008305665,0.21524806,0.010114242,0.4281848,-0.00019218853,-0.0008014323,0.0016621121,0.0,0.0,-488.01678,1.0319461e-05,1.0127616e-05,0.00036130194,0.0031800903,0.0031901118,0.002422503,0.0071586603,0.0071655116,0.012694749,1.4592135e-07,1.4579871e-07,3.058115e-07,0.00015431223,0.00016955801,9.9353365e-06,2.6979562e-06,6.8638456e-06,0.0002363795,2.5824293e-06,3.0584015e-06,0.0002361352,1.0,1.0,1e-04,25
1777225797625000,1777225797473000,0.999969,0.00056265143,0.00031733635,0.007850899,0.0011660745,0.010514744,-0.015740484,0.0,0.0,-488.02704,0.0007014139,-0.00011796161,0.00058916677,0.0027421976,0.006059214,0.008305665,0.21524806,0.010114242,0.4281848,-0.00019218853,-0.0008014323,0.0016621121,0.0,0.0,-488.01703,1.0363651e-05,1.0171777e-05,0.000361523,0.0032279897,0.0032381937,0.0024389445,0.0072550806,0.0072621945,0.012807685,1.4604936e-07,1.4592672e-07,3.0593952e-07,0.0001543134,0.00016955918,9.936488e-06,2.698084e-06,6.863974e-06,0.00023637962,2.5824306e-06,3.0584029e-06,0.0002361352,1.0,1.0,1e-04,25
1777225797633000,1777225797481000,0.9999693,0.000552498,0.00032673997,0.007813267,0.0012757474,0.0105311945,-0.015845373,0.0,0.0,-488.02716,0.0007014139,-0.00011796161,0.00058916677,0.0027421976,0.006059214,0.008305665,0.21524806,0.010114242,0.4281848,-0.00019218853,-0.0008014323,0.0016621121,0.0,0.0,-488.01715,1.0385776e-05,1.0193886e-05,0.00036163363,0.0032520948,0.003262413,0.0024471674,0.007304029,0.0073112776,0.012864626,1.4611336e-07,1.4599073e-07,3.0600353e-07,0.00015431398,0.00016955976,9.937064e-06,2.698148e-06,6.864038e-06,0.00023637968,2.5824313e-06,3.0584035e-06,0.0002361352,1.0,1.0,1e-04,25
1777225797641000,1777225797489000,0.99996936,0.00055837526,0.00033092455,0.0078081163,0.0011352819,0.010525125,-0.01591181,0.0,0.0,-488.02728,0.0007014139,-0.00011796161,0.00058916677,0.0027421976,0.006059214,0.008305665,0.21524806,0.010114242,0.4281848,-0.00019218853,-0.0008014323,0.0016621121,0.0,0.0,-488.01727,1.0407919e-05,1.0216013e-05,0.00036174429,0.0032763046,0.0032867207,0.0024553915,0.0073534753,0.0073608602,0.012921885,1.4617737e-07,1.4605473e-07,3.0606753e-07,0.00015431456,0.00016956034,9.937639e-06,2.6982118e-06,6.864102e-06,0.00023637974,2.582432e-06,3.0584042e-06,0.0002361352,1.0,1.0,1e-04,25
1777225797649000,1777225797497000,0.9999695,0.0005469054,0.00027999928,0.0077969707,0.0014952535,0.010819715,-0.016002167,0.0,0.0,-488.0274,0.00070143054,-0.000117947995,0.00058905885,0.0027422155,0.0060582934,0.008305665,0.21524821,0.01011507,0.42818484,-0.0001920415,-0.00080158305,0.0016624705,0.0,0.0,-488.0174,1.0425561e-05,1.0231369e-05,0.00036103308,0.0032996794,0.0033106029,0.0024636171,0.0074030403,0.0074107456,0.012979462,1.4622725e-07,1.4609797e-07,3.0568762e-07,0.0001543144,0.00016955813,9.938215e-06,2.6978394e-06,6.862116e-06,0.00023637917,2.582223e-06,3.0583453e-06,0.00023613476,1.0,1.0,1e-04,25
