timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,item_do_jump_changed,execution_mode
1777225797569000,160611895,2721798053,106,-1,0,7,0,0,1,0,0,0,0,0
1777225812945000,160611895,2721798053,106,-1,0,7,0,0,1,0,0,0,0,0
1777225812993000,160611895,2721798053,106,0,1,7,0,0,1,0,0,0,0,0
1777225824081000,160611895,2721798053,106,1,2,7,0,0,1,0,0,0,0,0
1777225834121000,160611895,2721798053,106,2,3,7,0,0,1,0,0,0,0,0
1777225835737000,160611895,2258896393,106,-1,3,7,0,0,0,1,1,0,0,0
1777225856441000,160611895,2258896393,106,-1,3,7,0,0,0,1,0,0,0,0
