timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
1777225797933000,1777225797933000,1310988,1310988,1.7969405e-05,-8.590062e-06,9.7741495e-06,-4.7884034e-05,-3.830655e-05,-0.039236177,4000,4000,0,0,0,1
1777225798433000,1777225798433000,1310988,1310988,-4.4010885e-06,-1.9242674e-05,1.829624e-05,-0.00025857383,-2.8729739e-05,-0.039240967,4000,4000,0,0,0,1
1777225798933000,1777225798933000,1310988,1310988,3.39484e-05,-1.0720579e-05,2.317255e-06,4.7884034e-05,8.140355e-05,-0.039269697,4000,4000,0,0,0,1
1777225799433000,1777225799433000,1310988,1310988,1.4773623e-05,-7.524744e-06,-3.9228056e-05,8.619127e-05,3.3519507e-05,-0.039011125,4000,4000,0,0,0,1
1777225799933000,1777225799933000,1310988,1310988,5.186241e-06,-1.0720545e-05,2.3622564e-05,-0.0001197101,-2.8729739e-05,-0.03925534,4000,4000,0,0,0,1
1777225800433000,1777225800433000,1310988,1310988,-5.466343e-06,6.3237167e-06,-3.3901735e-05,9.5768075e-05,-4.788335e-05,-0.039245754,4000,4000,0,0,0,1
1777225800933000,1777225800933000,1310988,1310988,1.5838938e-05,-2.030794e-05,1.29698665e-05,2.8730423e-05,6.7038345e-05,-0.039331954,4000,4000,0,0,0,1
1777225801433000,1777225801433000,1310988,1310988,2.329591e-05,-0.0001076596,1.8656881e-07,8.140285e-05,4.309635e-05,-0.040864237,4000,4000,0,0,0,1
1777225801933000,1777225801933000,1310988,1310988,-1.2054328e-06,3.0824765e-05,-1.8987997e-05,-3.8307233e-05,0.00011013404,-0.042966343,4000,4000,0,0,0,1
1777225802433000,1777225802433000,1310988,1310988,-5.6598907e-05,4.6803852e-05,-2.431452e-05,-9.097967e-05,-9.576733e-05,-0.042157106,4000,4000,0,0,0,1
1777225802933000,1777225802933000,1310988,1310988,-7.59685e-06,-2.8830067e-05,2.3172877e-06,-5.267244e-05,-4.7883303e-05,-0.04173573,4000,4000,0,0,0,1
1777225803433000,1777225803433000,1310988,1310988,-1.6119015e-05,-1.6046837e-05,-1.5792268e-05,-0.0002873042,0.00019153685,-0.039782062,4000,4000,0,0,0,1
1777225803933000,1777225803933000,1310988,1310988,-1.8249553e-05,-1.8177418e-05,1.083935e-05,0.0001388637,0.00026815129,-0.039341528,4000,4000,0,0,0,1
