timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
1777225794561000,410,0,0,0,0,255,0
1777225796913000,176,0,0,0,0,255,0
1777225796917000,176,0,0,0,0,255,0
1777225797569000,400,0,0,0,0,255,0
1777225856429000,176,0,190,0,0,255,0
1777225857389000,176,0,190,0,0,255,0
1777225860257000,176,0,190,0,0,255,0
