timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
1777225803169000,1777225803169000,0.4971075,0.0056734653,0.13054536,8.812957,0.00021486156,5.077715,0
1777225803177000,1777225803177000,0.49510986,0.0039523947,0.13000232,7.288808,0.000257634,5.150614,0
1777225803273000,1777225803273000,0.49125078,0.000882863,0.06593252,6.2070117,7.781696e-05,5.8807163,0
1777225803369000,1777225803369000,0.49159083,0.00051841943,-0.037061304,6.594205,2.3143895e-05,6.413364,0
1777225803465000,1777225803465000,0.49141845,0.00037458455,0.09655769,6.9045434,0.00015003627,6.7716045,0
1777225803569000,1777225803569000,0.49160704,0.00029095242,-0.08370976,7.126266,0.0001092566,7.0214934,0
1777225803665000,1777225803665000,0.49156338,0.00024237603,0.09446095,7.2312827,0.00013710295,7.136036,0
1777225803769000,1777225803769000,0.49138606,0.00020559721,-0.078763105,7.2470036,9.5114054e-05,7.1635394,0
1777225803865000,1777225803865000,0.49140126,0.00018036239,0.07109529,7.207937,7.791627e-05,7.127987,0
1777225803969000,1777225803965000,0.49140948,0.00015903568,-0.048401285,7.106714,3.6627094e-05,7.033137,0
1777225804065000,1777225804065000,0.49145022,0.00014318143,-0.00064138323,6.976726,6.551504e-09,6.9067025,0
1777225804169000,1777225804169000,0.49143168,0.0001289613,-0.024326503,6.8017693,9.667073e-06,6.7351933,0
1777225804273000,1777225804273000,0.49134082,0.00011705125,0.05957166,6.6002283,5.9741753e-05,6.536879,0
1777225804369000,1777225804369000,0.4914236,0.00010758301,-0.045317605,6.4045486,3.5628935e-05,6.344412,0
1777225804473000,1777225804473000,0.4914991,9.8677505e-05,0.08645239,6.181839,0.00013433643,6.1239705,0
1777225804569000,1777225804569000,0.49152955,9.142602e-05,-0.08907214,5.967085,0.0001477335,5.91285,0
1777225804665000,1777225804665000,0.49143887,8.497172e-05,0.079545975,5.748148,0.00012231113,5.6953125,0
1777225804769000,1777225804765000,0.49148718,7.871456e-05,-0.035482235,5.513161,2.5373403e-05,5.46352,0
1777225804873000,1777225804873000,0.4914026,7.311227e-05,0.11467482,5.2776318,0.0002768564,5.23008,0
