timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777225797377000,0,1,1,1,1,1,1,0,0,0,1,1
1777225798377000,0,1,1,1,1,1,1,0,0,0,1,1
1777225799377000,0,1,0,0,1,1,1,0,0,0,1,0
1777225799489000,0,0,0,0,1,0,1,0,0,0,1,0
1777225800489000,0,0,0,0,1,0,0,0,0,0,1,0
1777225801489000,0,0,0,0,1,0,0,0,0,0,1,0
1777225801585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225802585000,0,0,0,0,0,0,0,1,0,0,1,0
1777225803585000,0,0,0,0,0,0,0,1,0,0,1,0
1777225804585000,0,0,0,0,0,0,0,1,0,0,1,0
1777225805585000,0,0,0,0,0,0,0,1,0,0,1,0
1777225806585000,0,0,0,0,0,0,0,1,0,0,1,0
1777225807585000,0,0,0,0,0,0,0,1,0,0,1,0
1777225808585000,0,0,0,0,0,0,0,1,0,0,1,0
1777225809585000,0,0,0,0,0,0,0,1,0,0,1,0
1777225810585000,0,0,0,0,0,0,0,1,0,0,1,0
1777225811585000,0,0,0,0,0,0,0,1,0,0,1,0
1777225812585000,0,0,0,0,0,0,0,1,0,0,1,0
1777225813585000,0,0,0,0,0,0,0,1,0,1,1,0
1777225814585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225815585000,0,0,0,0,0,0,0,0,1,1,1,0
1777225816585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225817585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225818585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225819585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225820585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225821585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225822585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225823585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225824585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225825585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225826585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225827585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225828585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225829585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225830585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225831585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225832585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225833585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225834585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225835585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225836585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225837585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225838585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225839585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225840585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225841585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225842585000,0,0,0,0,0,0,0,0,1,1,1,0
1777225843585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225844585000,0,0,0,0,0,0,0,0,1,0,1,0
1777225845585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225846585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225847585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225848585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225849585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225850585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225851585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225852585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225853585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225854585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225855585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225856585000,0,0,0,0,0,0,0,0,0,0,1,0
1777225856833000,0,0,0,0,1,1,0,1,0,0,1,0
1777225857833000,0,0,0,0,1,1,0,1,0,0,1,0
1777225858833000,0,0,0,0,1,1,0,1,0,0,1,0
1777225859833000,0,0,0,0,1,1,0,1,0,0,1,0
1777225860833000,0,0,0,0,1,1,0,1,0,0,1,0
1777225861073000,0,0,0,0,0,0,0,0,0,0,1,0
1777225862073000,0,0,0,0,0,0,0,1,0,0,1,0
1777225863073000,0,0,0,0,0,0,0,1,0,0,1,0
1777225864073000,0,0,0,0,0,0,0,1,0,0,1,0
1777225865073000,0,0,0,0,0,0,0,1,0,0,1,0
1777225866073000,0,0,0,0,0,0,0,1,0,0,1,0
1777225867073000,0,0,0,0,0,0,0,1,0,0,1,0
1777225868073000,0,0,0,0,0,0,0,1,0,0,1,0
1777225869073000,0,0,0,0,0,0,0,1,0,0,1,0
1777225870073000,0,0,0,0,0,0,0,1,0,0,1,0
1777225871073000,0,0,0,0,0,0,0,1,0,1,1,0
1777225872073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225873073000,0,0,0,0,0,0,0,0,1,1,1,0
1777225874073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225875073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225876073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225877073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225878073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225879073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225880073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225881073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225882073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225883073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225884073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225885073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225886073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225887073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225888073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225889073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225890073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225891073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225892073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225893073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225894073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225895073000,0,0,0,0,0,0,0,0,1,0,1,0
1777225896073000,0,0,0,0,0,0,0,0,1,0,1,0
