timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,nav_state_display,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,traffic_avoidance_system_present,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
1777225797569000,1777225797569000,0,1777225796929000,2147411327,8308095,0,2,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777225798073000,1777225797569000,0,1777225796929000,2147411327,8308095,0,2,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777225798581000,1777225797569000,0,1777225796929000,2147411327,8308095,0,2,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777225799085000,1777225797569000,0,1777225796929000,2147411327,8308095,0,2,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777225799589000,1777225797569000,1777225799385000,1777225796929000,2147411327,8308095,0,2,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777225800093000,1777225797569000,1777225799385000,1777225796929000,2147411327,8308095,0,2,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777225800597000,1777225797569000,1777225799385000,1777225796929000,2147411327,8308095,0,2,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777225801101000,1777225797569000,1777225799385000,1777225796929000,2147411327,8308095,0,2,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777225801605000,1777225797569000,1777225799385000,1777225796929000,2147411327,8308095,0,2,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777225802109000,1777225797569000,1777225799385000,1777225796929000,2147411327,8308095,0,2,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
