timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
1777225797569000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.015785182,0.0
1777225797577000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.015673524,0.0
1777225797665000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.015823524,0.0
1777225797769000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.015510375,0.0
1777225797865000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.015294756,0.0
1777225797969000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.01514286,0.0
1777225798065000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.015284343,0.0
1777225798169000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.015087581,0.0
1777225798265000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.014899475,0.0
1777225798369000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.014839691,0.0
1777225798465000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.014865153,0.0
1777225798569000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.014678217,0.0
1777225798673000,0.03938738,0.0037313313,-0.014799876,-0.0015766909,0.0018264926,2.2626715,0.013867021,-0.013842319,9.490973,2.259314e-05,-2.2552895e-05,-0.016095042,0.014678217,0.0
1777225798769000,0.039242953,0.0038749578,-0.020814462,-0.0015498742,0.0021271685,2.0882185,0.006979483,-0.010897735,9.219755,2.158045e-05,-3.3695625e-05,-0.02992332,0.014678217,0.0
1777225798865000,0.039124973,0.0039918516,-0.021333033,-0.0015382727,0.0023200694,1.9137652,0.008944523,-0.01192848,8.906411,4.25179e-05,-5.6702178e-05,-0.04589942,0.014678217,0.0
1777225798969000,0.03895204,0.0041624084,-0.021956522,-0.0015762866,0.0022685865,1.7247741,0.0063498053,-0.011728868,8.531645,4.13858e-05,-7.644464e-05,-0.06500718,0.014678217,0.0
1777225799073000,0.038806137,0.00430555,-0.018569684,-0.0016687303,0.0021997723,1.5357832,0.006220969,-0.019328807,8.118288,5.463509e-05,-0.00016975348,-0.08608252,0.014678217,0.0
1777225799169000,0.03867476,0.0044337944,-0.023127727,-0.0016668831,0.0021126517,1.3613299,0.0113094505,-0.017245932,7.7021437,0.0001252356,-0.00019097346,-0.10729998,0.014678217,0.0
1777225799265000,0.038567714,0.0045377994,-0.023736142,-0.0016119578,0.0018440932,1.1868767,0.01668302,-0.011834502,7.2549953,0.00021982052,-0.00015593498,-0.1300982,0.014678217,0.0
1777225799369000,0.03841135,0.0046888757,-0.02442119,-0.0016805254,0.0019633975,0.9978863,0.010080103,-0.008793353,6.7254276,0.00015830509,-0.00013809705,-0.15709862,0.014678217,0.0
1777225799473000,0.03827999,0.0048149494,-0.02254327,-0.0016567043,0.0025167803,0.8088963,0.0059295027,-0.007786339,6.1596603,0.00011668833,-0.00015322953,-0.18594474,0.014678217,0.0
1777225799569000,0.03816221,0.0049272766,-0.025167245,-0.001708223,0.0031203334,0.6344441,0.0035009435,-0.0121894665,5.604724,7.908374e-05,-0.00027535108,-0.21423861,0.01411067,0.0
1777225799665000,0.038066622,0.005017892,-0.025318386,-0.0017917191,0.0036716966,0.4599918,0.008786119,-0.0051212143,5.0187473,0.00023027086,-0.00013421927,-0.24411511,0.014170995,0.0
1777225799769000,0.03792765,0.005148694,-0.025665943,-0.0015997698,0.004132637,0.27100182,0.008952954,-0.003271869,4.339405,0.00027118964,-9.9106626e-05,-0.2787519,0.013744658,0.0
1777225799865000,0.03783796,0.0052324645,-0.02593786,-0.0015589518,0.004477458,0.09654951,0.011830667,0.0032343091,3.6752965,0.00038955934,0.000106499116,-0.31261203,0.0139985345,0.0
1777225799969000,0.037707902,0.005352935,-0.026284102,-0.0019805094,0.004906268,0.032365847,0.011694648,0.0004631987,3.4337785,0.00037178825,1.4725696e-05,-0.32492602,0.013904818,0.0
1777225800073000,0.037599564,0.0054522734,-0.026674345,-0.002689771,0.0050841635,-0.020426478,0.0088213645,0.0026495415,3.2247078,0.00027181816,8.164196e-05,-0.33558565,0.013761195,0.0
1777225800169000,0.037503198,0.005539765,-0.026777888,-0.0033228772,0.0052066008,-0.06899109,0.006987865,0.0055297585,3.0234826,0.00022936317,0.00018150365,-0.34584528,0.013898681,0.0
1777225800273000,0.037402794,0.0056299567,-0.027779311,-0.003945721,0.0054577,-0.12255077,0.0041424185,0.0062954715,2.794727,0.00015171718,0.0002305733,-0.35750857,0.0138207,0.0
1777225800369000,0.037313815,0.005708953,-0.026964108,-0.004193504,0.0056434167,-0.17029354,0.008469033,0.008959147,2.576378,0.00032715106,0.00034608375,-0.36864126,0.013887154,0.0
1777225800473000,0.037221454,0.0057898974,-0.028576476,-0.004227974,0.0058761383,-0.22462681,0.0076917964,0.0028519107,2.326288,0.00030243516,0.0001121348,-0.38139233,0.013966341,0.0
1777225800569000,0.03713995,0.0058603166,-0.027149467,-0.004080235,0.0060191867,-0.27156267,0.010940812,0.0024860178,2.0977209,0.00043889772,9.9728204e-05,-0.39304602,0.013740288,0.0
1777225800665000,0.0370748,0.0059158322,-0.027693896,-0.0037764518,0.0060272166,-0.31206873,0.012163887,0.008253177,1.8830761,0.0005031213,0.00034136695,-0.40398985,0.013826986,0.0
1777225800769000,0.03698183,0.0059936787,-0.02867897,-0.003426963,0.0059178,-0.3728332,0.018783214,0.0087907985,1.5768645,0.00080886675,0.0003785606,-0.41960227,0.01377971,0.0
1777225800865000,0.036923036,0.0060419384,-0.029345958,-0.00297647,0.00586906,-0.41334668,0.022282075,0.007879536,1.3401874,0.0009836012,0.00034782765,-0.43166947,0.013834389,0.0
1777225800969000,0.036839664,0.0061088395,-0.030331608,-0.0025458564,0.0057777115,-0.47412404,0.020324845,0.010616201,1.0133008,0.00092041044,0.00048075456,-0.44833604,0.013823603,0.0
1777225801065000,0.036787327,0.006149758,-0.03115143,-0.002006669,0.005748916,-0.5146146,0.020905536,0.012923321,0.76943195,0.00097581017,0.0006032234,-0.4607699,0.013498055,0.0
1777225801169000,0.03671373,0.006205578,-0.03235101,-0.0013630738,0.0056569716,-0.5754318,0.025284167,0.0153838955,0.4171567,0.0012310139,0.0007489979,-0.47873092,0.013592116,0.0
1777225801265000,0.03666796,0.0062390673,-0.033140086,-0.0006868214,0.005673775,-0.61595786,0.029306473,0.014186313,0.14278483,0.0014766733,0.00071480975,-0.49272,0.013809901,0.0
1777225801369000,0.0366043,0.00628368,-0.034795035,0.00016891334,0.005855673,-0.67674077,0.03256456,0.017371181,-0.16981792,0.0016903648,0.0009017051,-0.5086583,0.013854662,0.0
1777225801465000,0.03656521,0.006309657,-0.037931528,0.00081669213,0.006154037,-0.71645975,0.02447277,0.016731923,-0.29901862,0.0012802583,0.00087530696,-0.51524574,0.013969797,0.0
1777225801569000,0.036511656,0.0063429503,-0.048130345,0.0008819448,0.0063282154,-0.7780113,0.012078902,0.016654,-0.44278693,0.000635598,0.00087634195,-0.52257586,0.013987096,0.0
1777225801673000,0.036470186,0.0063662846,-0.071085535,0.00035529662,0.006188815,-0.8371126,-0.003981173,0.013429214,-0.9243083,-0.00023403924,0.00078945654,-0.5471266,0.013954351,0.0
1777225801769000,0.036436006,0.0063832565,-0.089702524,-0.0007104452,0.0057500144,-0.87929153,-0.015596192,0.00078568794,-0.8007467,-0.0008546196,4.3053096e-05,-0.54082674,0.01389148,0.0
1777225801865000,0.036410548,0.006394037,-0.11722666,-0.0021688314,0.0051209982,-0.91374224,-0.01865936,-0.003739813,-0.6637764,-0.0010062316,-0.00020167454,-0.53384316,0.013737855,0.0
1777225801969000,0.036377568,0.0064044446,-0.16846953,-0.004300706,0.0043895445,-0.9805894,-0.035562206,0.0016661827,-0.6650119,-0.0019312672,9.048493e-05,-0.53390616,0.013604704,0.0
1777225802073000,0.03635408,0.0064078495,-0.23000869,-0.006903504,0.003846178,-1.0412349,-0.044616938,-0.004663816,-0.661026,-0.0024382873,-0.00025487458,-0.53370297,0.013524607,0.0
1777225802169000,0.036336627,0.006406355,-0.27860212,-0.009645302,0.0034887164,-1.08172,-0.05296813,-0.00016027968,-0.6021266,-0.002868071,-8.67868e-06,-0.5306999,0.013893924,0.0
