timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1777226214745000,1777226214593000,17764060236391,0.00021934653,0.002057584,0.0031800552,0,0.12191277,0.11398475,0.025264597,0.011202713,0.006696565,0.0056780893,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.259926,63.1572,0.48157674,0.48238713,0,959,3,2,4,2,2,0,0,0,0,0,0,0,0
1777226214753000,1777226214601000,17764060236391,0.00022926959,0.0025977609,0.0032298905,0,0.1196813,0.11260607,0.025264597,0.011353537,0.006359216,0.0057313824,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.259926,63.1572,0.48157674,0.48238713,0,959,3,2,4,2,2,0,0,0,0,0,0,0,0
1777226214761000,1777226214609000,17764060236391,0.00021368904,0.0024275845,0.003073342,0,0.12007966,0.112855114,0.023650033,0.011353537,0.006359216,0.0057313824,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.230732,63.1572,0.48177856,0.48238713,0,959,3,2,4,2,2,0,0,0,0,0,0,0,0
1777226214769000,1777226214617000,17764060236391,0.00020824485,0.0022856647,0.0029485975,0,0.12048294,0.11310499,0.023650033,0.011353537,0.006359216,0.0057313824,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.230732,63.1572,0.48177856,0.48238713,0,959,3,2,4,2,2,0,0,0,0,0,0,0,0
1777226214777000,1777226214625000,17764060236391,0.00020294882,0.002153752,0.0028434065,0,0.12088895,0.1133557,0.023650033,0.011353537,0.006359216,0.0057313824,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.230732,63.1572,0.48177856,0.48238713,0,959,3,2,4,2,2,0,0,0,0,0,0,0,0
1777226214785000,1777226214633000,17764060236391,0.00019758564,0.002029707,0.002757607,0,0.121297725,0.11360725,0.023650033,0.011353537,0.006359216,0.0057313824,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.230732,63.1572,0.48177856,0.48238713,0,959,3,2,4,2,2,0,0,0,0,0,0,0,0
1777226214793000,1777226214641000,17764060236391,0.00019236554,0.0019155066,0.0026909036,0,0.12170926,0.11385963,0.023650033,0.011353537,0.006359216,0.0057313824,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.230732,63.1572,0.48177856,0.48238713,0,959,3,2,4,2,2,0,0,0,0,0,0,0,0
1777226214801000,1777226214649000,17764060236391,0.00018728375,0.0018113201,0.00264485,0,0.12212355,0.11405276,0.023650033,0.011353537,0.006359216,0.0056906557,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.230732,63.1572,0.48177856,0.48238713,0,959,3,2,4,2,2,0,0,0,0,0,0,0,0
1777226214817000,1777226214665000,17764060236391,0.00019832197,0.0024517742,0.0031508354,0,0.12027908,0.11297857,0.023650033,0.011562142,0.006129589,0.0057697413,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.230732,63.1572,0.48177856,0.48238713,0,959,3,2,4,2,2,0,0,0,0,0,0,0,0
1777226214825000,1777226214673000,17764060236391,0.00019309545,0.0023103394,0.0030149485,0,0.12068372,0.11322886,0.023650033,0.011562142,0.006129589,0.0057697413,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.230732,63.1572,0.48177856,0.48238713,0,959,3,2,4,2,2,0,0,0,0,0,0,0,0
