timestamp,control_power[0],control_power[1],control_power[2]
1777226214525000,5.4647126e-06,0.0003651266,1.0378561e-07
1777226215025000,3.9650004e-06,0.00034802724,1.8993542e-07
1777226215525000,5.5453197e-06,0.00033901265,8.142695e-08
1777226216025000,1.7121052e-05,0.00033794018,9.126185e-08
1777226216525000,2.4018294e-05,0.00030868404,4.182999e-07
1777226217025000,3.0108298e-05,0.00046923035,2.0786219e-07
1777226217525000,5.3725576e-05,0.0009815256,1.6607561e-07
1777226218025000,6.445959e-06,2.8207533e-05,1.3291636e-07
1777226218525000,4.4604667e-06,1.0119545e-05,1.6991308e-07
1777226219025000,1.007315e-05,7.4183276e-06,6.9152186e-08
1777226219525000,4.621513e-06,1.08796885e-05,3.2824452e-08
1777226220025000,4.500943e-06,8.237227e-06,7.598528e-08
1777226220525000,5.0488666e-06,1.5960744e-05,6.391207e-08
1777226221025000,4.5643874e-06,1.2671727e-05,1.3128918e-07
1777226221525000,5.7179877e-06,1.5007929e-05,7.675651e-08
1777226222025000,2.5817299e-06,6.8658937e-06,2.7197223e-07
1777226222525000,5.3888934e-06,9.553509e-06,7.2604486e-08
1777226223025000,3.969166e-06,7.0561337e-06,7.585056e-08
1777226223525000,6.8374957e-06,9.848205e-06,1.4757117e-07
1777226224025000,5.1233887e-06,7.0201822e-06,5.5014496e-08
1777226224525000,8.070737e-06,6.386214e-06,1.3642952e-07
1777226225025000,3.6570684e-05,1.4793849e-05,2.0269724e-07
1777226225525000,0.00010749769,4.6547455e-05,1.5153162e-07
1777226226025000,0.00018864029,9.570399e-05,1.6188616e-07
1777226226525000,0.00010052681,5.2938136e-05,9.12836e-08
1777226227025000,9.617317e-05,5.842403e-05,1.5691509e-07
1777226227525000,9.335836e-05,5.4387307e-05,1.1296278e-07
1777226228025000,9.235762e-05,5.4890443e-05,2.0389061e-07
1777226228525000,8.050833e-05,5.339027e-05,1.0032531e-07
1777226229025000,1.49849875e-05,9.37146e-06,1.1137155e-07
1777226229525000,7.57612e-06,3.5425599e-06,1.1240041e-07
