timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
1777226218841000,1777226218841000,0.4999898,0.0072612762,0.00066298246,11.612654,4.2056207e-09,5.1902018,0
1777226218849000,1777226218849000,0.5005914,0.0057198964,-0.05077529,10.981329,2.6085994e-05,5.3768454,0
1777226218937000,1777226218937000,0.49911654,0.0018021,0.02641052,11.266729,6.878813e-06,7.111607,0
1777226219041000,1777226219041000,0.49799895,0.0010350399,0.09543343,12.761688,7.9295845e-05,8.640456,0
1777226219137000,1777226219137000,0.49714464,0.00075876794,0.064750746,14.142721,3.293928e-05,9.65733,0
1777226219241000,1777226219241000,0.49667135,0.0005980877,0.06761755,15.593826,3.2577944e-05,10.4330225,0
1777226219337000,1777226219337000,0.4960718,0.00050627714,0.098992884,16.929623,6.431587e-05,10.8915415,0
1777226219441000,1777226219441000,0.49571747,0.00043833148,0.22750977,18.191376,0.00031614915,11.187612,0
1777226219545000,1777226219545000,0.49377578,0.00039718868,0.1356647,16.362268,0.00012498206,11.208905,0
1777226219641000,1777226219641000,0.49288076,0.00036707733,0.15814948,11.341524,0.00024503132,11.177557,0
1777226219737000,1777226219737000,0.49237394,0.00034089872,0.09193492,11.155206,8.41862e-05,11.082663,0
1777226219841000,1777226219841000,0.49213377,0.00031839224,0.10364795,10.984691,0.00010866535,10.913949,0
1777226219937000,1777226219937000,0.49208704,0.00030025037,0.017944098,10.779367,3.3190015e-06,10.708798,0
1777226220041000,1777226220041000,0.4922547,0.0002817111,0.07001567,10.523524,5.1759107e-05,10.448309,0
1777226220137000,1777226220133000,0.49238774,0.00026489614,-0.006786585,10.250164,4.9926285e-07,10.17214,0
1777226220241000,1777226220241000,0.49266452,0.00024655266,-0.06367898,9.933554,4.5357076e-05,9.851536,0
1777226220337000,1777226220337000,0.4926134,0.00022993924,0.060851574,9.610599,4.281054e-05,9.527714,0
1777226220441000,1777226220441000,0.49252135,0.00021334137,0.059823513,9.247509,4.30008e-05,9.1665,0
1777226220537000,1777226220537000,0.49245408,0.00019908,0.06731093,8.909636,5.650264e-05,8.83005,0
1777226220641000,1777226220641000,0.49237248,0.0001845616,0.071621776,8.543394,6.6714034e-05,8.465484,0
1777226220737000,1777226220737000,0.49229997,0.00017196228,0.057595372,8.208055,4.4904766e-05,8.131979,0
1777226220841000,1777226220841000,0.4922565,0.00015911364,0.07682133,7.8514104,8.3516716e-05,7.7772436,0
1777226220945000,1777226220945000,0.49212474,0.00014710543,0.036387324,7.500627,1.9613728e-05,7.4285693,0
1777226221041000,1777226221037000,0.49202782,0.00013673834,0.050429106,7.184905,3.932774e-05,7.1156044,0
1777226221137000,1777226221137000,0.49198967,0.00012706242,0.016351283,6.879266,4.318362e-06,6.8125873,1
1777226221241000,1777226221241000,0.4918738,0.00011731858,0.08740425,6.5578585,0.00012943764,6.493624,1
1777226221345000,1777226221345000,0.4916954,0.00010834438,-0.012496829,6.2467666,2.7778058e-06,6.1855273,1
1777226221441000,1777226221441000,0.49155116,0.00010069402,0.07613987,5.9705224,0.00010788707,5.911985,1
1777226221537000,1777226221537000,0.49150532,9.362837e-05,0.05456111,5.7056637,5.797192e-05,5.6498528,1
1777226221641000,1777226221641000,0.49138087,8.6578235e-05,0.08211154,5.4293256,0.00013798122,5.376311,1
1777226221745000,1777226221745000,0.4911552,8.013202e-05,0.0322783,5.1638517,2.241842e-05,5.1135406,1
