timestamp,timestamp_sample,device_id,bias,bias_var,innov,innov_var,innov_test_ratio
1777226214697000,1777226214545000,6620172,-0.16912375,0.10333856,0.06832008,12.367238,4.1935466e-05
1777226214753000,1777226214597000,6620172,-0.16910243,0.10340559,0.002528295,12.367271,5.7430032e-08
1777226214801000,1777226214649000,6620172,-0.16916,0.10333856,-0.0068314075,12.367238,4.1928098e-07
1777226214857000,1777226214701000,6620172,-0.16921172,0.10340559,-0.006132975,12.367271,3.3792944e-07
1777226214905000,1777226214753000,6620172,-0.16906416,0.10333856,0.017508835,12.367238,2.754224e-06
1777226214961000,1777226214805000,6620172,-0.16879554,0.10340559,0.031857133,12.367271,9.1179445e-06
1777226215009000,1777226214857000,6620172,-0.16837274,0.10333856,0.050173715,12.367238,2.261712e-05
1777226215065000,1777226214909000,6620172,-0.16795039,0.10340559,0.050086603,12.367271,2.253859e-05
1777226215113000,1777226214961000,6620172,-0.16785206,0.10333856,0.011669874,12.367238,1.223537e-06
1777226215169000,1777226215013000,6620172,-0.16767548,0.10340559,0.020940438,12.367271,3.9396273e-06
1777226215217000,1777226215065000,6620172,-0.16750874,0.10333856,0.019787297,12.367238,3.517691e-06
1777226215273000,1777226215117000,6620172,-0.16726531,0.10340559,0.028867379,12.367271,7.486836e-06
1777226215321000,1777226215169000,6620172,-0.16711077,0.10333856,0.01833953,12.367238,3.0217682e-06
1777226215377000,1777226215221000,6620172,-0.16691831,0.10340559,0.022823662,12.367271,4.68009e-06
1777226215425000,1777226215273000,6620172,-0.1672854,0.10333856,-0.04356143,12.367238,1.7048611e-05
1777226215481000,1777226215325000,6620172,-0.16721138,0.10340559,0.008777097,12.367271,6.921264e-07
1777226215529000,1777226215377000,6620172,-0.1673772,0.10333856,-0.019678265,12.367238,3.4790316e-06
1777226215585000,1777226215429000,6620172,-0.16797405,0.10340559,-0.070781976,12.367271,4.5012068e-05
1777226215633000,1777226215481000,6620172,-0.16801645,0.10333856,-0.0050300956,12.367238,2.2731977e-07
1777226215689000,1777226215533000,6620172,-0.16793962,0.10340559,0.009111419,12.367271,7.4585716e-07
1777226215737000,1777226215585000,6620172,-0.16798615,0.10333856,-0.005522296,12.367238,2.7398332e-07
1777226215793000,1777226215637000,6620172,-0.16810824,0.10340559,-0.014478445,12.367271,1.8833344e-06
1777226215841000,1777226215689000,6620172,-0.16827011,0.10333856,-0.019208655,12.367238,3.314963e-06
1777226215897000,1777226215741000,6620172,-0.1684243,0.10340559,-0.018283844,12.367271,3.0034375e-06
1777226215945000,1777226215793000,6620172,-0.16814375,0.10333856,0.033292457,12.367238,9.958099e-06
1777226216001000,1777226215845000,6620172,-0.16821767,0.10340559,-0.008766651,12.367271,6.904799e-07
1777226216049000,1777226215897000,6620172,-0.16809419,0.10333856,0.014653221,12.367238,1.9290833e-06
1777226216105000,1777226215949000,6620172,-0.16828562,0.10340559,-0.02270171,12.367271,4.6302107e-06
1777226216153000,1777226216001000,6620172,-0.1684779,0.10333856,-0.022815451,12.367238,4.6767364e-06
1777226216209000,1777226216053000,6620172,-0.16862413,0.10340559,-0.01734364,12.367271,2.70249e-06
1777226216257000,1777226216105000,6620172,-0.16841339,0.10333856,0.02500841,12.367238,5.618973e-06
1777226216313000,1777226216157000,6620172,-0.1683188,0.10340559,0.011217341,12.367271,1.1304815e-06
1777226216361000,1777226216209000,6620172,-0.16846423,0.10333856,-0.0172586,12.367238,2.6760601e-06
1777226216417000,1777226216261000,6620172,-0.16860647,0.10340559,-0.016869023,12.367271,2.5566042e-06
1777226216465000,1777226216313000,6620172,-0.1688683,0.10333856,-0.031070039,12.367238,8.67298e-06
1777226216521000,1777226216365000,6620172,-0.168888,0.10340559,-0.00233531,12.367271,4.8997357e-08
1777226216569000,1777226216417000,6620172,-0.16894814,0.10333856,-0.007137388,12.367238,4.5768152e-07
1777226216625000,1777226216469000,6620172,-0.16860998,0.10340559,0.04010293,12.367271,1.4448934e-05
1777226216673000,1777226216521000,6620172,-0.16883036,0.10333856,-0.026153207,12.367238,6.145181e-06
1777226216729000,1777226216573000,6620172,-0.16825336,0.10340559,0.06842753,12.367271,4.2067368e-05
1777226216777000,1777226216625000,6620172,-0.16839549,0.10333856,-0.016866267,12.367238,2.5557756e-06
1777226216833000,1777226216677000,6620172,-0.1685324,0.10340559,-0.016235858,12.367271,2.3682855e-06
1777226216881000,1777226216729000,6620172,-0.16870844,0.10333856,-0.020890206,12.367238,3.9207594e-06
1777226216937000,1777226216781000,6620172,-0.1689199,0.10340559,-0.025078177,12.367271,5.6503523e-06
1777226216985000,1777226216833000,6620172,-0.16889414,0.10333856,0.003056869,12.367238,8.3953424e-08
1777226217041000,1777226216885000,6620172,-0.16882381,0.10340559,0.008341163,12.367271,6.250818e-07
1777226217089000,1777226216937000,6620172,-0.16828246,0.10333856,0.06424007,12.367238,3.707633e-05
1777226217145000,1777226216989000,6620172,-0.16829938,0.10340559,-0.0020056218,12.367271,3.613946e-08
1777226217193000,1777226217041000,6620172,-0.16816337,0.10333856,0.016138732,12.367238,2.3400416e-06
1777226217249000,1777226217093000,6620172,-0.16802792,0.10340559,0.016063765,12.367271,2.318346e-06
1777226217297000,1777226217145000,6620172,-0.16805546,0.10333856,-0.0032672435,12.367238,9.5906444e-08
1777226217353000,1777226217197000,6620172,-0.16819909,0.10340559,-0.017033651,12.367271,2.6067485e-06
1777226217401000,1777226217249000,6620172,-0.16802613,0.10333856,0.020524532,12.367238,3.7846985e-06
1777226217457000,1777226217301000,6620172,-0.16812705,0.10340559,-0.011966541,12.367271,1.2865329e-06
1777226217505000,1777226217353000,6620172,-0.16767515,0.10333856,0.053625092,12.367238,2.5835738e-05
1777226217561000,1777226217405000,6620172,-0.16761999,0.10340559,0.00654234,12.367271,3.8454732e-07
1777226217609000,1777226217457000,6620172,-0.16724876,0.10333856,0.044054314,12.367238,1.7436594e-05
1777226217665000,1777226217509000,6620172,-0.16739146,0.10340559,-0.016924828,12.367271,2.5735474e-06
1777226217713000,1777226217561000,6620172,-0.1670993,0.10333856,0.034670517,12.367238,1.0799544e-05
1777226217769000,1777226217613000,6620172,-0.16704589,0.10340559,0.0063326955,12.367271,3.6029715e-07
1777226217817000,1777226217665000,6620172,-0.16698037,0.10333856,0.007774651,12.367238,5.4305843e-07
1777226217873000,1777226217717000,6620172,-0.1667028,0.10340559,0.03291665,12.367271,9.734526e-06
1777226217921000,1777226217769000,6620172,-0.16686495,0.10333856,-0.019240797,12.367238,3.326066e-06
1777226217977000,1777226217821000,6620172,-0.16659479,0.10340559,0.032038286,12.367271,9.221937e-06
1777226218025000,1777226217873000,6620172,-0.16623501,0.10333856,0.04269342,12.367238,1.6375956e-05
1777226218081000,1777226217925000,6620172,-0.16603887,0.10340559,0.023260161,12.367271,4.8608144e-06
1777226218129000,1777226217977000,6620172,-0.1658692,0.10333856,0.02013433,12.367238,3.642161e-06
1777226218185000,1777226218029000,6620172,-0.16567306,0.10340559,0.023260564,12.367271,4.8609827e-06
1777226218233000,1777226218081000,6620172,-0.16503277,0.10333856,0.0759819,12.367238,5.1868665e-05
1777226218289000,1777226218133000,6620172,-0.16479042,0.10340559,0.02874127,12.367271,7.421565e-06
1777226218337000,1777226218185000,6620172,-0.16423292,0.10333856,0.06615761,12.367238,3.9322793e-05
1777226218393000,1777226218237000,6620172,-0.16354209,0.10340559,0.08192702,12.367271,6.0302857e-05
1777226218441000,1777226218289000,6620172,-0.16306198,0.10333856,0.05697471,12.367238,2.9164126e-05
1777226218497000,1777226218341000,6620172,-0.16262986,0.10340559,0.05124557,12.367271,2.3593711e-05
1777226218545000,1777226218393000,6620172,-0.1614312,0.10333856,0.14224412,12.367238,0.00018178305
1777226218601000,1777226218445000,6620172,-0.16118626,0.10340559,0.02904594,12.367271,7.5797425e-06
1777226218649000,1777226218497000,6620172,-0.16054033,0.10333856,0.07665257,12.367238,5.2788368e-05
1777226218705000,1777226218549000,6620172,-0.15968248,0.10340559,0.101732954,12.367271,9.298372e-05
1777226218753000,1777226218601000,6620172,-0.1589929,0.10333856,0.08183214,12.367238,6.016343e-05
1777226218809000,1777226218653000,6620172,-0.15851429,0.10340559,0.056759015,12.367271,2.8943648e-05
1777226218857000,1777226218705000,6620172,-0.15738066,0.10333856,0.13452747,12.367238,0.00016259482
1777226218913000,1777226218757000,6620172,-0.15672752,0.10340559,0.07745512,12.367271,5.389939e-05
1777226218961000,1777226218809000,6620172,-0.15549321,0.10333856,0.14647362,12.367238,0.00019275407
1777226219017000,1777226218861000,6620172,-0.15469517,0.10340559,0.094641164,12.367271,8.047181e-05
1777226219065000,1777226218913000,6620172,-0.15399747,0.10333856,0.082795754,12.367238,6.1588675e-05
1777226219121000,1777226218965000,6620172,-0.15297168,0.10340559,0.12164883,12.367271,0.00013295341
1777226219169000,1777226219017000,6620172,-0.15160134,0.10333856,0.16261524,12.367238,0.00023757856
1777226219225000,1777226219069000,6620172,-0.15060246,0.10340559,0.118459255,12.367271,0.00012607286
1777226219273000,1777226219121000,6620172,-0.14961007,0.10333856,0.117765546,12.367238,0.00012460092
1777226219329000,1777226219173000,6620172,-0.14866427,0.10340559,0.112165004,12.367271,0.0001130312
1777226219377000,1777226219225000,6620172,-0.14745393,0.10333856,0.14362887,12.367238,0.00018533961
1777226219433000,1777226219277000,6620172,-0.14637396,0.10340559,0.12807527,12.367271,0.00014737173
1777226219481000,1777226219329000,6620172,-0.14484371,0.10333856,0.18159124,12.367238,0.00029626105
1777226219537000,1777226219381000,6620172,-0.14389537,0.10340559,0.11246456,12.367271,0.00011363575
1777226219585000,1777226219433000,6620172,-0.14231169,0.10333856,0.18793224,12.367238,0.00031731263
1777226219641000,1777226219485000,6620172,-0.14132527,0.10340559,0.1169821,12.367271,0.00012294827
1777226219689000,1777226219537000,6620172,-0.14029275,0.10333856,0.12252644,12.367238,0.00013487901
1777226219745000,1777226219589000,6620172,-0.1388133,0.10340559,0.175449,12.367271,0.00027655746
1777226219793000,1777226219641000,6620172,-0.13773304,0.10333856,0.12819318,12.367238,0.0001476436
1777226219849000,1777226219693000,6620172,-0.13660792,0.10340559,0.13343006,12.367271,0.00015995248
1777226219897000,1777226219745000,6620172,-0.1360477,0.10333856,0.06647852,12.367238,3.9705206e-05
1777226219953000,1777226219797000,6620172,-0.1351563,0.10340559,0.10571323,12.367271,0.00010040199
1777226220001000,1777226219849000,6620172,-0.13422619,0.10333856,0.11037603,12.367238,0.00010945467
1777226220057000,1777226219901000,6620172,-0.13356681,0.10340559,0.078195915,12.367271,5.4935328e-05
1777226220105000,1777226219953000,6620172,-0.13265188,0.10333856,0.108572915,12.367238,0.000105907755
1777226220161000,1777226220005000,6620172,-0.13165607,0.10340559,0.118094996,12.367271,0.00012529871
1777226220209000,1777226220057000,6620172,-0.13091232,0.10333856,0.08826007,12.367238,6.9986345e-05
1777226220265000,1777226220109000,6620172,-0.13032746,0.10340559,0.069358364,12.367271,4.3219654e-05
