timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,nav_state_display,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,traffic_avoidance_system_present,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
1777226214745000,1777226214745000,0,1777226214745000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226215249000,1777226214745000,0,1777226214745000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226215753000,1777226214745000,0,1777226214745000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226216257000,1777226214745000,0,1777226214745000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226216761000,1777226214745000,1777226216557000,1777226214745000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226217265000,1777226214745000,1777226216557000,1777226214745000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226217769000,1777226214745000,1777226216557000,1777226214745000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226218273000,1777226214745000,1777226216557000,1777226214745000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226218285000,1777226214745000,1777226216557000,1777226214745000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226218297000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226218561000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226219065000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226219569000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226220073000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226220577000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226221081000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226221585000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226222089000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226222593000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226223097000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226223601000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226224105000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226224609000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226225113000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226225617000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226226121000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226226625000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226227129000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226227633000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226228137000,1777226214745000,1777226216557000,1777226218297000,2147411327,8308095,0,2,4,6,18,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226228581000,0,0,1777226228581000,2147411327,8308095,0,1,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777226229089000,0,0,1777226228581000,2147411327,8308095,0,1,4,6,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
