timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
1777226214745000,1777226214593000,0.0121870125,-0.019267164,-0.019973047,0.019187326,0.0012929754,-0.040039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06832886,0.0,0.0,0.0,0.0,-0.00035756826,-0.0006169028,-0.009703303,-0.00035756826,0.0028350204,0.0024990805,-9.101629e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777226214753000,1777226214601000,0.012222068,-0.019420478,-0.020305894,-0.0035063126,0.001043743,-0.043670654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002532959,0.0,0.0,0.0,0.0,-0.00035756826,-0.0006169028,-0.009703303,-0.00035756826,0.001086928,0.004056515,-3.540516e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777226214761000,1777226214609000,0.012222068,-0.019420478,-0.020305894,-0.0035063126,0.001043743,-0.043670654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002532959,0.0,0.0,0.0,0.0,0.0006948523,-0.0016138585,0.0006948523,-0.0003773868,0.00056033954,0.006344429,-2.6345253e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777226214769000,1777226214617000,0.012222068,-0.019420478,-0.020305894,-0.0035063126,0.001043743,-0.043670654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002532959,0.0,0.0,0.0,0.0,0.0006948523,-0.0016138585,0.0006948523,-0.0003773868,0.00055260584,0.0027900934,-1.6212463e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777226214777000,1777226214625000,0.012222068,-0.019420478,-0.020305894,-0.0035063126,0.001043743,-0.043670654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002532959,0.0,0.0,0.0,0.0,0.0006948523,-0.0016138585,0.0006948523,-0.0003773868,-0.003964681,0.0058544734,0.00010985136,0.0,0.0,0.0,0.0,0.0,0.0
1777226214785000,1777226214633000,0.012222068,-0.019420478,-0.020305894,-0.0035063126,0.001043743,-0.043670654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002532959,0.0,0.0,0.0,0.0,0.0006948523,-0.0016138585,0.0006948523,-0.0003773868,-0.0021069814,0.0018199098,6.5267086e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777226214793000,1777226214641000,0.012222068,-0.019420478,-0.020305894,-0.0035063126,0.001043743,-0.043670654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002532959,0.0,0.0,0.0,0.0,0.0006948523,-0.0016138585,0.0006948523,-0.0003773868,0.0018797368,-0.002742544,-6.914139e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777226214801000,1777226214649000,0.012222068,-0.019420478,-0.020305894,-0.0035063126,0.001043743,-0.043670654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0068359375,0.0,0.0,0.0,0.0,0.0006948523,-0.0016138585,0.0006948523,-0.0003773868,0.0011427999,0.004780829,-3.9339066e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777226214817000,1777226214665000,0.012014446,-0.020476673,-0.019982956,0.008022348,-0.014532932,-0.043395996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0068359375,0.0,0.0,0.0,0.0,0.0006948523,-0.0016138585,0.0006948523,-0.0003773868,-0.0012298878,0.0035034744,3.7312508e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777226214825000,1777226214673000,0.012014446,-0.020476673,-0.019982956,0.008022348,-0.014532932,-0.043395996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0068359375,0.0,0.0,0.0,0.0,0.0006948523,-0.0016138585,0.0006948523,-0.0003773868,0.0022672769,0.004230264,-7.492304e-05,0.0,0.0,0.0,0.0,0.0,0.0
