timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777226213769000,0,1,1,1,1,1,1,0,0,0,1,1
1777226214769000,0,1,1,1,1,1,1,0,0,0,1,1
1777226215769000,0,1,1,1,1,1,1,0,0,0,1,1
1777226216553000,0,1,0,0,1,0,1,0,0,0,1,0
1777226216561000,0,0,0,0,1,0,1,0,0,0,1,0
1777226217561000,0,0,0,0,1,0,0,0,0,0,1,0
1777226218561000,0,0,0,0,1,0,0,1,0,0,1,0
1777226218753000,0,0,0,0,0,0,0,1,0,0,1,0
1777226219473000,0,0,0,0,1,1,0,1,0,0,1,0
1777226220473000,0,0,0,0,1,1,0,1,0,0,1,0
1777226221473000,0,0,0,0,1,1,0,1,0,0,1,0
1777226222473000,0,0,0,0,1,1,0,1,0,0,1,0
1777226223473000,0,0,0,0,1,1,0,1,0,0,1,0
1777226224473000,0,0,0,0,1,1,0,1,0,0,1,0
1777226225473000,0,0,0,0,1,1,1,1,0,0,1,0
1777226225881000,0,1,0,0,1,1,1,0,0,0,1,0
1777226226233000,0,1,1,0,1,1,1,0,0,0,1,0
1777226226569000,0,1,1,1,1,1,1,0,0,0,1,1
1777226227569000,0,1,1,1,1,1,1,0,0,0,1,1
1777226228569000,0,1,1,1,1,1,1,0,0,0,1,1
1777226229569000,0,1,1,1,1,1,1,0,0,0,1,1
