timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
1777226214745000,89.421875,inf,0,323,12327,1024000,0,3,1,187
1777226215745000,402.72656,402.72656,0,323,3826,1024000,0,3,1,187
1777226216745000,705.9951,352.99756,0,324,3002,1024000,0,3,1,187
1777226217745000,1004.14453,334.71484,0,324,6994,1024000,0,3,1,187
1777226218745000,1307.499,326.87476,0,327,6842,1024000,0,3,1,187
1777226219745000,1610.2051,322.04102,0,327,7414,1024000,0,3,1,187
1777226220745000,1914.2432,319.04053,0,327,6029,1024000,0,3,1,187
1777226221745000,2217.1484,316.73547,0,328,5428,1024000,0,3,1,187
1777226222745000,2521.7568,315.2196,0,328,3523,1024000,0,3,1,187
1777226223745000,2821.0537,313.4504,0,328,6986,1024000,0,3,1,187
1777226224745000,3127.4941,312.74942,0,328,3599,1024000,0,3,1,187
1777226225745000,3430.873,311.89755,0,328,3048,1024000,0,3,1,187
1777226226745000,3731.667,310.97226,0,329,5900,1024000,0,3,1,187
1777226227745000,4034.871,310.3747,0,329,6961,1024000,0,3,1,187
1777226228745000,4340.6426,310.04593,0,329,5820,1024000,0,3,1,187
