timestamp,timestamp_sample,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],estimator_instance,innovation_rejected,fused
1777226214705000,1777226214547000,1777226214553000,47.3992577,8.545593799999999,0,0.25,0.25,0.019187326,0.0012929754,0.013390911,-0.0023842277,0.25750357,0.25751236,5.7188096e-05,2.5968234e-07,4.4843982e-05,-6.0081347e-06,0,0,1
1777226214753000,1777226214599000,1777226214601000,47.399257899999995,8.545593799999999,0,0.25,0.25,-0.0035063126,0.001043743,0.011799144,-0.0020613028,0.25747785,0.2574864,1.9099473e-06,1.6923605e-07,4.0439627e-05,-5.4262086e-06,0,0,1
1777226214809000,1777226214651000,1777226214657000,47.3992578,8.545594,0,0.25,0.25,0.008022348,-0.014532932,0.011443359,-0.0032361667,0.25750375,0.25751245,9.997225e-06,3.280713e-05,3.7571863e-05,-8.005571e-06,0,0,1
1777226214857000,1777226214703000,1777226214705000,47.3992578,8.545594,0,0.25,0.25,0.0079490375,-0.014340638,0.011114184,-0.0042822403,0.25747767,0.2574863,9.816338e-06,3.1947937e-05,3.495721e-05,-1.0261011e-05,0,0,1
1777226214913000,1777226214755000,1777226214761000,47.3992578,8.545594,0,0.25,0.25,0.007979739,-0.014364579,0.01081891,-0.005232026,0.2575036,0.25751236,9.891317e-06,3.2051452e-05,3.259593e-05,-1.2313734e-05,0,0,1
1777226214961000,1777226214807000,1777226214809000,47.3992578,8.5455939,0,0.25,0.25,0.0079133,-0.0066406624,0.010545193,-0.0053647235,0.25747785,0.25748637,9.728264e-06,6.8505988e-06,3.044173e-05,-1.1799091e-05,0,0,1
1777226215017000,1777226214859000,1777226214865000,47.3992578,8.5455939,0,0.25,0.25,0.007866248,-0.006825829,0.010292829,-0.0055023637,0.25750378,0.25751242,9.611952e-06,7.237234e-06,2.8479504e-05,-1.1369351e-05,0,0,1
1777226215065000,1777226214911000,1777226214913000,47.3992577,8.545593799999999,0,0.25,0.25,0.018942468,0.0006777468,0.01110765,-0.0049201795,0.25747767,0.25748628,5.574341e-05,7.13577e-08,3.1047843e-05,-1.0291604e-05,0,0,1
1777226215121000,1777226214963000,1777226214969000,47.3992577,8.5455937,0,0.25,0.25,0.018591918,0.007782932,0.01181269,-0.0037235096,0.2575036,0.25751233,5.3693915e-05,9.409107e-06,3.3181168e-05,-8.43574e-06,0,0,1
1777226215169000,1777226215015000,1777226215017000,47.3992578,8.545594,0,0.25,0.25,0.007034411,-0.015298044,0.011362562,-0.0048138644,0.25747746,0.25748616,7.687343e-06,3.6356152e-05,3.0779574e-05,-1.1065924e-05,0,0,1
1777226215225000,1777226215067000,1777226215073000,47.3992577,8.5455939,0,0.25,0.25,0.018192705,-0.0077085514,0.012005981,-0.0050865524,0.2575038,0.25751242,5.1412753e-05,9.23012e-06,3.272328e-05,-1.0892986e-05,0,0,1
1777226215273000,1777226215119000,1777226215121000,47.3992578,8.545594,0,0.25,0.25,0.0065500583,-0.0152130155,0.011492018,-0.0060404944,0.25747773,0.2574863,6.665161e-06,3.595311e-05,3.0268531e-05,-1.32537225e-05,0,0,1
1777226215329000,1777226215171000,1777226215177000,47.3992577,8.545593799999999,0,0.25,0.25,0.017713517,-6.323388e-05,0.012078101,-0.005477419,0.2575036,0.2575123,4.8740083e-05,6.2110017e-10,3.2008604e-05,-1.2005242e-05,0,0,1
1777226215377000,1777226215223000,1777226215225000,47.3992578,8.545593799999999,0,0.25,0.25,0.0062178336,-0.00030077648,0.011526046,-0.004989764,0.25747752,0.25748616,6.006187e-06,1.4053801e-08,2.95591e-05,-1.0875637e-05,0,0,1
1777226215433000,1777226215275000,1777226215281000,47.3992578,8.545593799999999,0,0.25,0.25,0.006206721,-0.00067740044,0.01102495,-0.004583527,0.25750384,0.25751242,5.9841263e-06,7.1277555e-08,2.7338268e-05,-9.857835e-06,0,0,1
1777226215481000,1777226215327000,1777226215329000,47.3992577,8.545594,0,0.25,0.25,0.017297355,-0.016015776,0.011615829,-0.005660478,0.25747776,0.2574863,4.648145e-05,3.9847568e-05,2.9141613e-05,-1.2682955e-05,0,0,1
1777226215537000,1777226215379000,1777226215385000,47.3992578,8.545594,0,0.25,0.25,0.0057757134,-0.015975596,0.011065673,-0.006632192,0.25750363,0.2575123,5.1818865e-06,3.964388e-05,2.6884536e-05,-1.5222752e-05,0,0,1
1777226215585000,1777226215431000,1777226215433000,47.3992578,8.545594099999999,0,0.25,0.25,0.0057342313,-0.023305591,0.010563436,-0.008202875,0.25747755,0.25748616,5.108237e-06,8.437744e-05,2.4833145e-05,-2.1737325e-05,0,0,1
1777226215641000,1777226215483000,1777226215489000,47.3992578,8.545594,0,0.25,0.25,0.0057628267,-0.015501318,0.010111204,-0.00889041,0.25750387,0.25751242,5.1587836e-06,3.732493e-05,2.2979762e-05,-2.3205723e-05,0,0,1
1777226215689000,1777226215535000,1777226215537000,47.3992578,8.545594,0,0.25,0.25,0.0055881105,-0.015334115,0.009685116,-0.0094974255,0.2574778,0.2574863,4.8512115e-06,3.6527785e-05,2.1272e-05,-2.44607e-05,0,0,1
1777226215745000,1777226215587000,1777226215593000,47.3992577,8.545594,0,0.25,0.25,0.016693315,-0.015291868,0.010345308,-0.010043278,0.25750366,0.2575123,4.3287426e-05,3.6323112e-05,2.3345918e-05,-2.5578174e-05,0,0,1
1777226215793000,1777226215639000,1777226215641000,47.3992578,8.545594,0,0.25,0.25,0.0051570707,-0.015128127,0.009856561,-0.0105222855,0.25747758,0.25748616,4.1316807e-06,3.5553014e-05,2.1535881e-05,-2.6517833e-05,0,0,1
1777226215849000,1777226215691000,1777226215697000,47.3992577,8.545594099999999,0,0.25,0.25,0.016268004,-0.022668943,0.010460538,-0.011666536,0.25750393,0.25751242,4.110973e-05,7.982232e-05,2.3379795e-05,-3.153927e-05,0,0,1
1777226215897000,1777226215743000,1777226215745000,47.3992577,8.545594099999999,0,0.25,0.25,0.015880203,-0.022295933,0.010971086,-0.012667856,0.25747824,0.2574865,3.9177034e-05,7.72248e-05,2.486794e-05,-3.5842982e-05,0,0,1
1777226215953000,1777226215795000,1777226215801000,47.3992577,8.545594,0,0.25,0.25,0.015477511,-0.014514689,0.011395604,-0.012841833,0.2575041,0.25751248,3.721158e-05,3.2724816e-05,2.6030748e-05,-3.554924e-05,0,0,1
1777226216001000,1777226215847000,1777226215849000,47.3992578,8.545594099999999,0,0.25,0.25,0.003905718,-0.02192268,0.010690035,-0.013697275,0.257478,0.25748634,2.3698542e-06,7.466088e-05,2.3801822e-05,-3.923367e-05,0,0,1
