timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
1777226215641000,1777226215641000,1310988,-0.30406362,0.0047884034,-9.856929,0.0,0,0,0,0,1
1777226216641000,1777226216641000,1310988,-0.29688102,0.031124622,-9.794679,0.0,0,0,0,0,1
1777226217641000,1777226217641000,1310988,0.016759412,0.016759412,-10.836157,0.0,0,0,0,0,1
1777226218641000,1777226218641000,1310988,0.0047884034,0.07182605,-12.026075,0.0,0,0,0,0,1
1777226219641000,1777226219641000,1310988,-0.055066638,0.0023942017,-7.249643,0.0,0,0,0,0,1
1777226220641000,1777226220641000,1310988,0.0023942017,0.019153614,-8.118738,0.0,0,0,0,0,1
1777226221641000,1777226221641000,1310988,0.038307227,-0.023942016,-9.557653,0.0,0,0,0,0,1
1777226222641000,1777226222641000,1310988,0.035913024,0.016759412,-9.880871,0.0,0,0,0,0,1
1777226223641000,1777226223641000,1310988,0.05746084,-0.016759412,-9.787497,0.0,0,0,0,0,1
1777226224641000,1777226224641000,1310988,-0.021547815,-0.035913024,-9.76116,0.0,0,0,0,0,1
1777226225641000,1777226225641000,1310988,-0.047884032,0.038307227,-9.787497,0.0,0,0,0,0,1
1777226226641000,1777226226641000,1310988,0.023942016,0.045489833,-9.785102,0.0,0,0,0,0,1
1777226227641000,1777226227641000,1310988,0.09816227,-0.045489833,-9.840169,0.0,0,0,0,0,1
1777226228641000,1777226228641000,1310988,0.021547815,-0.033518825,-9.842564,0.0,0,0,0,0,1
