timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
1777226214681000,1777226214681000,197388,0.22884905,0.013401838,0.4209998,0
1777226214813000,1777226214749000,197388,0.22866577,0.009416944,0.4233355,0
1777226214817000,1777226214817000,197388,0.22295822,0.008864047,0.4246133,0
1777226214949000,1777226214885000,197388,0.22781754,0.008685893,0.4233879,0
1777226214953000,1777226214953000,197388,0.2262862,0.010368581,0.42379305,0
1777226215085000,1777226215021000,197388,0.22833455,0.01091112,0.42289826,0
1777226215089000,1777226215089000,197388,0.22317325,0.015047555,0.42259458,0
1777226215221000,1777226215157000,197388,0.2267022,0.008618973,0.42335278,0
1777226215225000,1777226215225000,197388,0.22934087,0.012320468,0.41942874,0
1777226215357000,1777226215293000,197388,0.22806254,0.009414708,0.42172933,0
1777226215361000,1777226215361000,197388,0.22687706,0.005888087,0.42586175,0
1777226215493000,1777226215429000,197388,0.22836223,0.009487111,0.42092884,0
1777226215497000,1777226215497000,197388,0.220552,0.009682678,0.4249415,0
1777226215629000,1777226215565000,197388,0.22796528,0.010850821,0.4229464,0
1777226215633000,1777226215633000,197388,0.23178826,0.008679643,0.42639711,0
1777226215769000,1777226215769000,197388,0.22895615,0.012857203,0.42513058,0
1777226215901000,1777226215837000,197388,0.22793926,0.01012421,0.42369086,0
1777226215905000,1777226215905000,197388,0.22701895,0.009143116,0.42677277,0
1777226216037000,1777226215973000,197388,0.22737595,0.008976309,0.42382985,0
1777226216041000,1777226216041000,197388,0.23576473,0.012272883,0.4148721,0
1777226216173000,1777226216109000,197388,0.22712035,0.0116758635,0.42246813,0
1777226216177000,1777226216177000,197388,0.22615142,0.009043756,0.41823742,0
1777226216309000,1777226216245000,197388,0.2276838,0.010989591,0.4215076,0
1777226216313000,1777226216313000,197388,0.22466065,0.011838249,0.42601997,0
1777226216445000,1777226216381000,197388,0.22807063,0.008707929,0.42095813,0
1777226216449000,1777226216449000,197388,0.2307411,0.010173039,0.41951063,0
1777226216581000,1777226216517000,197388,0.22743891,0.011701755,0.42209378,0
1777226216585000,1777226216585000,197388,0.22600718,0.014033941,0.42346245,0
1777226216717000,1777226216653000,197388,0.22778963,0.010746273,0.42123213,0
1777226216721000,1777226216721000,197388,0.22070274,0.013759513,0.4228527,0
1777226216853000,1777226216789000,197388,0.22911865,0.011231878,0.42162517,0
