timestamp,armed,prearmed,ready_to_arm,lockdown,kill,termination,in_esc_calibration_mode
1777226214745000,1,0,1,0,0,0,0
1777226215249000,1,0,1,0,0,0,0
1777226215753000,1,0,1,0,0,0,0
1777226216257000,1,0,1,0,0,0,0
1777226216761000,1,0,1,0,0,0,0
1777226217265000,1,0,1,0,0,0,0
1777226217769000,1,0,1,0,0,0,0
1777226218273000,1,0,1,0,0,0,0
1777226218285000,1,0,1,0,0,0,0
1777226218297000,1,0,1,0,0,0,0
1777226218561000,1,0,1,0,0,0,0
1777226219065000,1,0,1,0,0,0,0
1777226219569000,1,0,1,0,0,0,0
1777226220073000,1,0,1,0,0,0,0
1777226220577000,1,0,1,0,0,0,0
1777226221081000,1,0,1,0,0,0,0
1777226221585000,1,0,1,0,0,0,0
1777226222089000,1,0,1,0,0,0,0
1777226222593000,1,0,1,0,0,0,0
1777226223097000,1,0,1,0,0,0,0
1777226223601000,1,0,1,0,0,0,0
1777226224105000,1,0,1,0,0,0,0
1777226224609000,1,0,1,0,0,0,0
1777226225113000,1,0,1,0,0,0,0
1777226225617000,1,0,1,0,0,0,0
1777226226121000,1,0,1,0,0,0,0
1777226226625000,1,0,1,0,0,0,0
1777226227129000,1,0,1,0,0,0,0
1777226227633000,1,0,1,0,0,0,0
1777226228137000,1,0,1,0,0,0,0
1777226228581000,0,0,1,0,0,0,0
1777226229089000,0,0,1,0,0,0,0
