timestamp,speed_up,speed_down,want_takeoff
1777226215689000,3.6000001,1.8000001,1
1777226216689000,3.6000001,1.8000001,1
1777226217689000,3.6000001,1.8000001,1
1777226218689000,3.6000001,1.8000001,0
1777226219689000,3.6000001,1.8000001,0
1777226220689000,3.6000001,1.8000001,0
1777226221689000,3.6000001,1.8000001,0
1777226222689000,3.6000001,1.8000001,0
1777226223689000,3.6000001,1.8000001,0
1777226224689000,3.6000001,1.8000001,0
1777226225689000,3.6000001,1.8000001,0
1777226226689000,3.6000001,1.8000001,0
1777226227689000,3.6000001,1.8000001,0
1777226228689000,3.6000001,1.8000001,0
