timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_flarm,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
1777226215509000,4000000.0,1.0,32230.08,0.0,251971,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226215761000,4000000.0,1.0,32230.08,0.0,252077,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226217013000,4000000.0,1.0,32289.842,0.0,252643,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226218265000,4000000.0,1.0,32479.084,0.0,253199,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226219521000,4000000.0,1.0,32399.404,0.0,253748,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226220521000,4000000.0,1.0,32694.225,0.0,254194,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226220773000,4000000.0,1.0,32694.225,0.0,254319,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226222025000,4000000.0,1.0,32262.95,0.0,254868,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226223277000,4000000.0,1.0,32180.28,0.0,255419,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226224529000,4000000.0,1.0,32463.148,0.0,255971,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226225529000,4000000.0,1.0,32440.24,0.0,256412,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226225781000,4000000.0,1.0,32440.24,0.0,256534,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226227033000,4000000.0,1.0,32666.336,0.0,257083,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777226228285000,4000000.0,1.0,32471.117,0.0,257639,0,0.0,654,723,0,0,0,1.1055046,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
