timestamp,id,event_sequence,arguments[0],arguments[1],arguments[2],arguments[3],arguments[4],arguments[5],arguments[6],arguments[7],arguments[8],arguments[9],arguments[10],arguments[11],arguments[12],arguments[13],arguments[14],arguments[15],arguments[16],arguments[17],arguments[18],arguments[19],arguments[20],arguments[21],arguments[22],arguments[23],arguments[24],log_levels
1777226211889000,27825120,172,0,0,0,16,0,128,0,0,0,184,58,127,128,184,58,127,128,0,0,0,0,0,0,0,0,136
1777226211889000,19865031,173,0,64,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
1777226211889000,17231145,174,255,255,255,255,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
1777226211889000,18691879,175,0,10,25,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
1777226214745000,26266355,176,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1777226214745000,17980399,177,234,7,4,26,17,56,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1777226214853000,27825120,178,0,0,0,16,0,128,0,0,0,184,58,127,128,184,58,127,128,0,0,0,0,0,0,0,0,136
1777226214853000,19865031,179,0,64,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
1777226214853000,17231145,180,255,255,255,255,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
1777226214853000,18691879,181,0,10,29,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
1777226216557000,21054825,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1777226226577000,26622124,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1777226228581000,32794487,184,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
