timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
1777226214745000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0031006483,0.0
1777226214753000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0031172717,0.0
1777226214841000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0028909594,0.0
1777226214937000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0025723553,0.0
1777226215041000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0023289318,0.0
1777226215137000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0022759084,0.0
1777226215241000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0022922382,0.0
1777226215337000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0023819623,0.0
1777226215441000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0021807358,0.0
1777226215545000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0019854533,0.0
1777226215641000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0020441308,0.0
1777226215745000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,0.0019857474,0.0
1777226215841000,168.55478,-0.043901227,0.031841666,0.00089084357,6.6946785e-05,2.2626715,-0.0041478253,0.051382896,9.53138,-5.938875e-06,7.357026e-05,-0.014034897,0.0021488264,0.0
1777226215945000,168.55478,-0.043897033,0.09442244,0.0018039134,1.982812e-05,2.0736806,0.0020283898,0.046743635,9.23135,6.067921e-06,0.00013983341,-0.029332161,0.0021488264,0.0
1777226216041000,168.55478,-0.043889318,0.15377828,0.002637201,-6.1624e-05,1.8992274,3.6056153e-06,0.04982798,8.924843,1.6546963e-08,0.00022867158,-0.044959664,0.0021488264,0.0
1777226216145000,168.5548,-0.043879274,0.197017,0.0032023042,-0.00023524267,1.7102363,0.0033841082,0.049500834,8.553181,2.2119155e-05,0.00032354658,-0.06390917,0.0021488264,0.0
1777226216241000,168.55484,-0.043865222,0.2271648,0.00342672,-0.00023527046,1.5357832,0.0100581,0.049913846,8.16759,8.587534e-05,0.0004261608,-0.08356881,0.0021488264,0.0
1777226216337000,168.5549,-0.04384933,0.23582071,0.0036584006,-0.00014064417,1.3613299,0.006400393,0.05296373,7.749851,6.840797e-05,0.0005660811,-0.10486755,0.0021488264,0.0
1777226216441000,168.55498,-0.043828942,0.2202379,0.0041292286,-0.00015084528,1.172339,0.01656666,0.04506636,7.261998,0.0002191258,0.00059608894,-0.12974113,0.0021488264,0.0
1777226216545000,168.55505,-0.04380721,0.17906024,0.0047232728,-0.00044942644,0.9833486,0.015855445,0.04416123,6.738137,0.00025358473,0.00070629455,-0.15645063,0.0021488264,0.0
1777226216641000,168.55513,-0.043780502,0.1012652,0.0053969896,-0.0007946885,0.8088963,0.014549732,0.04234387,6.220375,0.0002706179,0.00078757515,-0.18284914,0.0021488264,0.0
1777226216737000,168.5552,-0.04375294,-0.0048395926,0.00607795,-0.0013976176,0.6344441,0.021250665,0.03720793,5.667075,0.0004557173,0.0007979185,-0.2110596,0.0028520224,0.0
1777226216841000,168.5553,-0.043719944,-0.15757489,0.0069835214,-0.0020743576,0.44545412,0.026744861,0.038435288,5.0292225,0.00066387083,0.00095405494,-0.24358103,0.0026948627,0.0
1777226216937000,168.5554,-0.04368659,-0.32991156,0.007939816,-0.0024385622,0.27100182,0.0342193,0.03860049,4.4112253,0.00095968915,0.0010825607,-0.2750901,0.0031108125,0.0
1777226217041000,168.55553,-0.043647323,-0.54633605,0.009207683,-0.0026045702,0.08201194,0.037914854,0.045872957,3.6904278,0.0012038223,0.0014564974,-0.31184053,0.003100322,0.0
1777226217145000,168.55563,-0.043608192,-0.7697711,0.010395812,-0.0025716661,-0.10697794,0.03791187,0.038161054,2.9403687,0.0013550302,0.0013639363,-0.35008293,0.0029642158,0.0
1777226217241000,168.55576,-0.043562673,-1.033288,0.011257697,-0.002392818,-0.28143024,0.033554588,0.03636535,2.2129424,0.0013230231,0.0014338485,-0.38717133,0.0030954971,0.0
1777226217337000,168.55586,-0.043517765,-1.2926344,0.01182244,-0.0022924894,-0.45588255,0.03860554,0.040403146,1.4443957,0.0016772386,0.0017553368,-0.42635632,0.0034188558,0.0
1777226217441000,168.55602,-0.04346598,-1.5869038,0.012292889,-0.0021557184,-0.6448724,0.038557682,0.043497797,0.57055545,0.0018555687,0.0020933095,-0.47090977,0.003183055,0.0
1777226217545000,168.55617,-0.043415327,-1.8671238,0.012321259,-0.0018721868,-0.8338623,-0.01550811,0.047410738,-0.31202006,-0.00081577647,0.0024939575,-0.5159086,0.0033686121,0.0
