timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,item_do_jump_changed,execution_mode
1777226739200000,0,0,103,-1,0,0,0,0,0,0,0,0,0,0
1777226746228000,186213989,0,104,-1,0,4,0,0,1,0,0,0,0,0
1777226746356000,186213989,0,104,-1,0,4,0,0,1,0,0,0,0,0
1777226761680000,186213989,0,104,-1,0,4,0,0,1,0,0,0,0,0
1777226761736000,186213989,0,104,0,1,4,0,0,1,0,0,0,0,0
1777226781448000,186213989,0,104,1,2,4,0,0,1,0,0,0,0,0
1777226798488000,186213989,0,104,2,3,4,0,0,1,0,0,0,0,0
1777226815528000,186213989,0,104,3,3,4,0,0,1,0,1,0,0,0
