timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,estimator_instance,innovation_rejected,fused
1777226730164000,1777226730008000,0,0,0.03894043,12.25,-0.03900967,-0.019856198,37.250023,1.6340978e-06,-9.3204187e-07,0,0,0
1777226730232000,1777226730060000,0,0,0.03930664,12.25,-0.03931374,-0.021689154,37.250023,1.6596717e-06,-1.0005867e-06,0,0,0
1777226730276000,1777226730112000,0,0,0.014221191,12.25,-0.014248156,-0.02098819,37.250023,2.1799713e-07,-9.268645e-07,0,0,0
1777226730332000,1777226730164000,0,0,0.00021362305,12.25,-0.00016207696,-0.01902631,37.250023,2.8208241e-11,-8.395538e-07,0,0,0
1777226730380000,1777226730216000,0,0,0.038238525,12.25,-0.038136166,-0.020826513,32.250015,1.8038653e-06,-9.303948e-07,0,0,0
1777226730424000,1777226730268000,0,0,0.030517578,12.25,-0.03007528,-0.021697775,32.250015,1.1218879e-06,-9.48434e-07,0,0,0
1777226730480000,1777226730320000,0,0,0.02822876,12.25,-0.027070764,-0.022203926,32.250015,9.0893144e-07,-9.447127e-07,0,0,0
1777226730528000,1777226730372000,1777226730372000,0,0.004760742,12.25,-0.0029840611,-0.020393359,32.250015,1.1044486e-08,-8.5675845e-07,0,0,0
1777226730584000,1777226730423979,1777226730428000,0,0.005004883,12.25,-0.0025150923,-0.01870979,32.250015,7.845812e-09,-7.7681767e-07,0,0,1
1777226730632000,1777226730475981,1777226730476000,0,0.019104004,12.25,-0.014418829,-0.018305555,19.846907,4.1901265e-07,-7.431102e-07,0,0,1
1777226730688000,1777226730527982,1777226730532000,0,0.005004883,12.25,0.00597483,-0.016018232,16.939005,8.429915e-08,-6.651645e-07,0,0,1
1777226730736000,1777226730579983,1777226730580000,0,0.023803711,12.25,-0.01377194,-0.015806621,15.641018,4.8504853e-07,-6.4819676e-07,0,0,1
1777226730796000,1777226730631984,1777226730636000,0,-0.018463135,12.25,0.03229189,-0.011275522,14.905849,2.7982737e-06,-3.2352358e-07,0,0,1
1777226730840000,1777226730683985,1777226730684000,0,0.0284729,12.25,-0.019723568,-0.012071366,14.432659,1.0781635e-06,-3.9461406e-07,0,0,1
1777226730900000,1777226730735986,1777226730740000,0,0.019104004,12.25,-0.006687709,-0.011564202,14.102597,1.2685734e-07,-3.6939016e-07,0,0,1
1777226730944000,1777226730787987,1777226730788000,0,0.023803711,12.25,-0.00984743,-0.011402474,13.859255,2.7987613e-07,-3.6095753e-07,0,0,1
1777226731000000,1777226730839988,1777226730844000,0,0.005004883,12.25,0.010825207,-0.009308525,13.672436,3.4283613e-07,-2.9465696e-07,0,0,1
1777226731048000,1777226730891989,1777226730892000,0,0.014404297,12.25,0.0009740954,-0.008339856,13.524489,2.8063518e-09,-2.6663457e-07,0,0,1
