timestamp,speed_up,speed_down,want_takeoff
1777226731160000,3.0,1.5,0
1777226732160000,3.0,1.5,0
1777226733160000,3.0,1.5,0
1777226734160000,3.0,1.5,0
1777226735160000,3.0,1.5,0
1777226736160000,3.0,1.5,0
1777226737160000,3.0,1.5,0
1777226738160000,3.0,1.5,0
1777226739160000,3.0,1.5,0
1777226740160000,3.6000001,1.8000001,0
1777226741160000,3.6000001,1.8000001,0
1777226742160000,3.6000001,1.8000001,0
1777226743160000,3.6000001,1.8000001,0
1777226744160000,3.6000001,1.8000001,0
1777226745160000,3.6000001,1.8000001,0
1777226746160000,3.6000001,1.8000001,0
1777226747160000,3.6000001,1.8000001,1
1777226748160000,3.6000001,1.8000001,1
1777226749160000,3.6000001,1.8000001,1
1777226750160000,3.6000001,1.8000001,1
1777226751160000,3.6000001,1.8000001,1
1777226752160000,3.6000001,1.8000001,1
1777226753160000,3.6000001,1.8000001,1
1777226754160000,3.6000001,1.8000001,1
1777226755160000,3.6000001,1.8000001,1
1777226756160000,3.6000001,1.8000001,1
1777226757160000,3.6000001,1.8000001,1
1777226758160000,3.6000001,1.8000001,1
1777226759160000,3.6000001,1.8000001,1
1777226760160000,3.6000001,1.8000001,1
1777226761160000,3.6000001,1.8000001,1
1777226762160000,3.6000001,1.8000001,0
1777226763160000,3.6000001,1.8000001,0
1777226764160000,3.6000001,1.8000001,0
1777226765160000,3.6000001,1.8000001,0
1777226766160000,3.6000001,1.8000001,0
1777226767160000,3.6000001,1.8000001,0
1777226768160000,3.6000001,1.8000001,0
1777226769160000,3.6000001,1.8000001,0
1777226770160000,3.6000001,1.8000001,0
1777226771160000,3.6000001,1.8000001,0
1777226772160000,3.6000001,1.8000001,0
1777226773160000,3.6000001,1.8000001,0
1777226774160000,3.6000001,1.8000001,0
1777226775160000,3.6000001,1.8000001,0
1777226776160000,3.6000001,1.8000001,0
1777226777160000,3.6000001,1.8000001,0
1777226778160000,3.6000001,1.8000001,0
1777226779160000,3.6000001,1.8000001,0
1777226780160000,3.6000001,1.8000001,0
1777226781160000,3.6000001,1.8000001,0
1777226782160000,3.6000001,1.8000001,0
1777226783160000,3.6000001,1.8000001,0
1777226784160000,3.6000001,1.8000001,0
1777226785160000,3.6000001,1.8000001,0
1777226786160000,3.6000001,1.8000001,0
1777226787160000,3.6000001,1.8000001,0
1777226788160000,3.6000001,1.8000001,0
1777226789160000,3.6000001,1.8000001,0
