timestamp,lat,lon,alt,x,y,z,roll,pitch,yaw,update_count,valid_alt,valid_hpos,valid_lpos,manual_home
1777226738900000,47.397742,8.5455942,487.994,0.0,0.0,0.0,0.0,0.0,0.0,80,1,1,0,0
1777226738912000,47.397742,8.5455942,487.994,0.0,0.0,0.0,0.0,0.0,0.0,81,1,1,0,0
1777226738924000,47.397742,8.5455942,487.994,0.0,0.0,0.0,0.0,0.0,0.0,82,1,1,0,0
1777226738936000,47.397742,8.545594,488.006,0.0,0.0,0.0,0.0,0.0,0.0,83,1,1,0,0
1777226738948000,47.397742,8.545594,488.006,0.0,0.0,0.0,0.0,0.0,0.0,84,1,1,0,0
1777226738960000,47.397742,8.545594,488.006,0.0,0.0,0.0,0.0,0.0,0.0,85,1,1,0,0
1777226738972000,47.397742,8.545594,488.006,0.0,0.0,0.0,0.0,0.0,0.0,86,1,1,0,0
1777226738984000,47.397742,8.545594,488.006,0.0,0.0,0.0,0.0,0.0,0.0,87,1,1,0,0
1777226738996000,47.3977419,8.5455939,488.017,0.0,0.0,0.0,0.0,0.0,0.0,88,1,1,0,0
1777226739008000,47.3977419,8.5455939,488.017,0.0,0.0,0.0,0.0,0.0,0.0,89,1,1,0,0
1777226739020000,47.3977419,8.5455939,488.017,0.0,0.0,0.0,0.0,0.0,0.0,90,1,1,0,0
1777226739032000,47.3977419,8.5455939,488.017,0.0,0.0,0.0,0.0,0.0,0.0,91,1,1,0,0
1777226739044000,47.3977419,8.545594099999999,488.013,0.0,0.0,0.0,0.0,0.0,0.0,92,1,1,0,0
1777226739056000,47.3977419,8.545594099999999,488.013,0.0,0.0,0.0,0.0,0.0,0.0,93,1,1,0,0
1777226739068000,47.3977419,8.545594099999999,488.013,0.0,0.0,0.0,0.0,0.0,0.0,94,1,1,0,0
1777226739080000,47.3977419,8.545594099999999,488.013,0.0,0.0,0.0,0.0,0.0,0.0,95,1,1,0,0
1777226739092000,47.3977419,8.5455942,487.998,0.0,0.0,0.0,0.0,0.0,0.0,96,1,1,0,0
1777226739104000,47.3977419,8.5455942,487.998,0.0,0.0,0.0,0.0,0.0,0.0,97,1,1,0,0
1777226739116000,47.3977419,8.5455942,487.998,0.0,0.0,0.0,0.0,0.0,0.0,98,1,1,0,0
1777226739128000,47.3977419,8.5455942,487.998,0.0,0.0,0.0,0.0,0.0,0.0,99,1,1,0,0
1777226739140000,47.3977419,8.5455942,487.998,0.0,0.0,0.0,0.0,0.0,0.0,100,1,1,0,0
1777226739152000,47.3977419,8.5455942,488.008,0.0,0.0,0.0,0.0,0.0,0.0,101,1,1,0,0
1777226739164000,47.3977419,8.5455942,488.008,0.0,0.0,0.0,0.0,0.0,0.0,102,1,1,0,0
1777226739176000,47.3977419,8.5455942,488.008,0.0,0.0,0.0,0.0,0.0,0.0,103,1,1,0,0
1777226739260000,47.3977419,8.5455942,488.008,0.0,0.0,0.0,0.0,0.0,0.00061037025,103,1,1,0,0
1777226740172000,47.397742015726486,8.545594003513733,488.00943,0.012868198,-0.014789207,0.0021972656,-0.0007243029,-0.0013129419,0.012820357,104,1,1,1,0
1777226777260000,47.397743225097656,8.545594215393066,483.009,0.14734414,0.0011586115,5.0026245,0.0,0.0,0.0,105,1,1,1,1
