timestamp,timestamp_sample,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],estimator_instance,innovation_rejected,fused
1777226730140000,1777226729984000,1777226729984000,-1.3721546121558958e-09,-3.8604539009945427e-10,0,1e-04,1e-04,-0.00011523224,-6.926487e-05,-6.8757145e-05,-0.00010157771,100.000114,100.000114,1.4753837e-11,5.3306847e-12,-1.3367868e-10,7.588569e-12,0,0,1
1777226730356000,1777226730192000,1777226730192000,-8.018383734764711e-10,-1.1710237224349385e-09,0,1e-04,1e-04,-5.216993e-05,-0.00015664825,-6.3884065e-05,-0.00011775662,0.00020094903,0.00020094906,1.5049154e-06,1.3568212e-05,-4.4221642e-07,-3.9861357e-06,0,0,1
1777226730552000,1777226730396000,1777226730396000,-1.9653481064807465e-09,-5.747230691355298e-09,0,1e-04,1e-04,-0.00018082416,-0.0006660693,-9.777011e-05,-0.00027664268,0.00016911289,0.0001691136,2.1482942e-05,0.00029148604,-6.5392446e-06,-8.729576e-05,0,0,1
1777226730760000,1777226730604000,1777226730604000,-1.289962164863212e-10,-9.437600034800653e-09,0,1e-04,1e-04,2.2229102e-05,-0.0010768793,-6.2516105e-05,-0.00051174045,0.00022514787,0.00022515151,2.4385602e-07,0.00057229074,-4.5464694e-06,-0.00022978015,0,0,1
1777226730968000,1777226730812000,1777226730812000,-2.473658777812915e-10,-9.915540388760746e-09,0,1e-04,1e-04,9.140464e-06,-0.0011300835,-4.146446e-05,-0.0006934005,0.00030103393,0.00030103832,3.083745e-08,0.00047136436,-3.201724e-06,-0.00030075404,0,0,1
1777226731176000,1777226731020000,1777226731020000,8.118175021110119e-10,-5.297330130105138e-09,0,1e-04,1e-04,0.00012625889,-0.0006159866,7.810195e-06,-0.00067065743,0.00031327605,0.00031327808,5.65398e-06,0.00013457674,-6.000482e-07,-0.00025193358,0,0,1
1777226731384000,1777226731228000,1777226731228000,8.001536655477537e-10,-1.3447604141347824e-09,0,1e-04,1e-04,0.00012496917,-0.00017598853,4.222978e-05,-0.000525331,0.00029847233,0.0002985113,5.8137884e-06,1.1528306e-05,1.2842428e-06,-0.00018130604,0,0,1
1777226731592000,1777226731436000,1777226731436000,7.536524182505389e-10,-9.789571375762307e-10,0,1e-04,1e-04,0.00011982733,-0.0001352675,6.5026805e-05,-0.00041073607,0.0002877163,0.00028761718,5.5450414e-06,7.0685383e-06,2.5360027e-06,-0.00013011762,0,0,1
1777226731800000,1777226731644000,1777226731644000,1.7589451006827517e-09,-3.664516468049328e-10,0,1e-04,1e-04,0.00023098684,-6.7083696e-05,0.000113783426,-0.00030977605,0.0002858368,0.00028469897,2.074024e-05,1.756328e-06,7.88414e-06,-9.240696e-05,0,0,1
1777226732008000,1777226731852000,1777226731852000,-3.034443585292479e-09,-7.547099056814943e-10,0,1e-04,1e-04,-0.00029903866,-0.00011030441,-7.497634e-06,-0.0002511742,0.00028624065,0.0002835194,3.47121e-05,4.7682665e-06,-4.6300083e-06,-6.666e-05,0,0,1
1777226732216000,1777226732060000,1777226732060000,-5.106689737743864e-09,3.985895613567436e-09,0,1e-04,1e-04,-0.00052817573,0.00041741738,-0.00016046522,-5.475183e-05,0.0002881945,0.00028465607,0.000107554515,6.8010835e-05,-3.4867713e-05,-2.7095688e-05,0,0,1
1777226732424000,1777226732268000,1777226732268000,-1.7277684838390428e-09,1.2797678472509233e-09,0,1e-04,1e-04,-0.00015455399,0.00011617262,-0.00015872858,-4.5367415e-06,0.00028697416,0.0002838073,9.248582e-06,5.2837404e-06,-2.734119e-05,-1.7583086e-05,0,0,1
1777226732632000,1777226732476000,1777226732476000,3.8516040357094994e-10,-4.2073065031900114e-09,0,1e-04,1e-04,7.90816e-05,-0.0004946457,-8.8863446e-05,-0.00014852354,0.00028343374,0.0002812495,2.4516407e-06,9.666164e-05,-1.8588493e-05,-4.0815205e-05,0,0,1
1777226732840000,1777226732684000,1777226732684000,2.4169941603702227e-09,-2.6577320344500777e-09,0,1e-04,1e-04,0.00030375016,-0.00032214785,2.6480666e-05,-0.00019953182,0.00027913088,0.00027793786,3.672676e-05,4.1487787e-05,-2.3376851e-06,-4.1012798e-05,0,0,1
1777226733048000,1777226732892000,1777226732892000,3.914363055912418e-09,4.616433901816208e-10,0,1e-04,1e-04,0.0004693206,2.5099418e-05,0.00015658053,-0.00013353846,0.00027515407,0.00027465806,8.894484e-05,2.548546e-07,2.447978e-05,-2.8888968e-05,0,0,1
1777226733256000,1777226733100000,1777226733100000,4.5226404843390355e-09,7.892375641915805e-09,0,1e-04,1e-04,0.00053658045,0.0008522847,0.00026821892,0.00015608191,0.00027186904,0.00027167666,0.00011767045,0.00029708078,5.185783e-05,6.687615e-05,0,0,1
1777226733464000,1777226733308000,1777226733308000,1.1761155382927768e-09,1.2399508086957667e-08,0,1e-04,1e-04,0.00016654088,0.0013540165,0.0002383474,0.0005080175,0.0002692092,0.00026904338,1.1447463e-05,0.00075715204,3.9985858e-05,0.00026966905,0,0,1
1777226733672000,1777226733516000,1777226733516000,-1.1615917429319556e-11,1.0728705923668258e-08,0,1e-04,1e-04,3.5208344e-05,0.0011680237,0.00017866814,0.0007019176,0.00026699106,0.00026679033,5.158839e-07,0.0005681862,2.839016e-05,0.00035736902,0,0,1
1777226733880000,1777226733724000,1777226733724000,1.2409613336927805e-09,5.2721969012736736e-09,0,1e-04,1e-04,0.00017371117,0.00056060776,0.00017721186,0.0006604029,0.0002650428,0.00026479005,1.2650188e-05,0.00013187852,2.3765988e-05,0.00029112323,0,0,1
1777226734088000,1777226733932000,1777226733932000,3.531038350601534e-09,2.6035436029303582e-09,0,1e-04,1e-04,0.00042693477,0.00026353466,0.00025057676,0.0005438088,0.0002633078,0.0002629616,7.6916025e-05,2.934544e-05,3.9380688e-05,0.00021421677,0,0,1
1777226734296000,1777226734140000,1777226734140000,-4.92727414425076e-10,4.210979565044681e-09,0,1e-04,1e-04,-1.799021e-05,0.0004424736,0.00017167573,0.000514038,0.00026169312,0.0002612387,1.3741614e-07,8.327118e-05,2.777085e-05,0.00017574689,0,0,1
1777226734504000,1777226734348000,1777226734348000,-1.456828407908617e-10,6.556913678679166e-09,0,1e-04,1e-04,2.038399e-05,0.00070362183,0.00012722844,0.00056973496,0.00026018004,0.00025965364,1.7744424e-07,0.00021185646,1.9664312e-05,0.00018635535,0,0,1
