timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777226769368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226770368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226771368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226772368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226773368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226774368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226775368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226776368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226777368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226778368000,0,0,0,0,0,1,0,1,1,0,1,0
1777226779040000,0,0,0,0,1,1,0,1,0,1,1,0
1777226780040000,0,0,0,0,1,1,0,1,0,0,1,0
1777226781040000,0,0,0,0,1,1,0,1,0,0,1,0
1777226782040000,0,0,0,0,1,1,0,1,0,0,1,0
1777226782368000,0,0,0,0,0,1,0,0,1,0,1,0
1777226783368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226784368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226785368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226786368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226787368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226788368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226789368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226790368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226791368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226792368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226793368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226794368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226795368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226796368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226797368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226798368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226799368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226800368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226801368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226802368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226803368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226804368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226805368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226806368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226807368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226808368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226809368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226810368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226811368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226812368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226813368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226814368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226815368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226816368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226817368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226818368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226819368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226820368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226821368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226822368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226823368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226824368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226825368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226826368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226827368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226828368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226829368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226830368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226831368000,0,0,0,0,0,0,0,1,0,0,1,0
1777226832368000,0,0,0,0,0,0,0,1,0,0,1,0
1777226833368000,0,0,0,0,0,0,0,1,0,0,1,0
1777226834368000,0,0,0,0,0,0,0,1,0,0,1,0
1777226835368000,0,0,0,0,0,0,0,1,0,0,1,0
1777226836368000,0,0,0,0,0,0,0,1,0,0,1,0
1777226837368000,0,0,0,0,0,0,0,1,0,0,1,0
1777226838368000,0,0,0,0,0,0,0,1,0,0,1,0
1777226839368000,0,0,0,0,0,0,0,1,0,1,1,0
1777226840368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226841368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226842368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226843368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226844368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226845368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226846368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226847368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226848368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226849368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226850368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226851368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226852368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226853368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226854368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226855368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226856368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226857368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226858368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226859368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226860368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226861368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226862368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226863368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226864368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226865368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226866368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226867368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226868368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226869368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226870368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226871368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226872368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226873368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226874368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226875368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226876368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226877368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226878368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226879368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226880368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226881368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226882368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226883368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226884368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226885368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226886368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226887368000,0,0,0,0,0,0,0,0,1,0,1,0
1777226888368000,0,0,0,0,0,0,0,0,0,0,1,0
1777226889016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226890016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226891016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226892016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226893016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226894016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226895016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226896016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226897016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226898016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226899016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226900016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226901016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226902016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226903016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226904016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226905016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226906016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226907016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226908016000,0,0,0,0,1,1,0,1,0,0,1,0
1777226909016000,0,0,0,0,1,1,1,1,0,0,1,0
1777226909536000,0,1,0,0,1,1,1,0,0,0,1,0
1777226909888000,0,1,1,0,1,1,1,0,0,0,1,0
1777226910224000,0,1,1,1,1,1,1,0,0,0,1,1
1777226911224000,0,1,1,1,1,1,1,0,0,0,1,1
1777226912224000,0,1,1,1,1,1,1,0,0,0,1,1
1777226913224000,0,1,1,1,1,1,1,0,0,0,1,1
