timestamp,tilt_limit,takeoff_state
1777226730600000,0.20943952,1
1777226746360000,0.20943952,2
1777226747360000,0.20943952,4
1777226750368000,0.21103951,5
1777226750376000,0.21263951,5
1777226751368000,0.41103917,5
1777226752368000,0.6110409,5
1777226753240000,0.7853982,5
1777226910232000,0.78379816,3
1777226910240000,0.78219813,3
1777226911232000,0.5837948,3
1777226912232000,0.38379356,3
1777226913104000,0.20943952,1
