timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
1777226730196000,0.0,0.99999976,-0.0,0.0,-0.00071902975,0.0,0.0,-0.001
1777226730204000,0.0,0.99999976,-0.0,0.0,-0.0007132597,0.0,0.0,-0.001
1777226730252000,0.0,0.9999997,-0.0,0.0,-0.00074763363,0.0,0.0,-0.001
1777226730300000,0.0,0.9999997,-0.0,0.0,-0.00075056293,0.0,0.0,-0.001
1777226730348000,0.0,0.99999976,-0.0,0.0,-0.0007452062,0.0,0.0,-0.001
1777226730400000,0.0,0.99999976,-0.0,0.0,-0.00067405764,0.0,0.0,-0.001
1777226730448000,0.0,0.9999998,-0.0,0.0,-0.000579625,0.0,0.0,-0.001
1777226730496000,0.0,0.9999999,-0.0,0.0,-0.00044968378,0.0,0.0,-0.001
1777226730552000,0.0,0.9999999,-0.0,0.0,-0.00043625262,0.0,0.0,-0.001
1777226730600000,0.0,0.99999994,-0.0,0.0,-0.00033929344,0.0,0.0,-0.001
1777226730648000,0.0,0.99999994,-0.0,0.0,-0.00029006915,0.0,0.0,-0.001
1777226730696000,0.0,1.0,-0.0,0.0,-0.00020632945,0.0,0.0,-0.001
1777226730752000,0.0,1.0,-0.0,0.0,-2.1642798e-05,0.0,0.0,-0.001
1777226730800000,0.0,1.0,0.0,0.0,6.658863e-05,0.0,0.0,-0.001
1777226730848000,0.0,1.0,0.0,0.0,7.8979997e-07,0.0,0.0,-0.001
1777226730900000,0.0,1.0,-0.0,0.0,-7.6930875e-05,0.0,0.0,-0.001
1777226730952000,0.0,1.0,-0.0,0.0,-0.00011058783,0.0,0.0,-0.001
1777226731000000,0.0,1.0,-0.0,0.0,-7.613395e-05,0.0,0.0,-0.001
1777226731048000,0.0,1.0,-0.0,0.0,-9.507262e-05,0.0,0.0,-0.001
1777226731096000,0.0,1.0,-0.0,0.0,-0.0001044689,0.0,0.0,-0.001
1777226731152000,0.0,1.0,-0.0,0.0,-0.0002742341,0.0,0.0,-0.001
1777226731200000,0.0,0.9999999,-0.0,0.0,-0.00042717444,0.0,0.0,-0.001
1777226731256000,0.0,0.9999999,-0.0,0.0,-0.0004906273,0.0,0.0,-0.001
1777226731304000,0.0,0.99998456,0.0,0.0,0.0055572633,0.0,0.0,-0.001
1777226731352000,0.0,0.9999847,0.0,0.0,0.005538502,0.0,0.0,-0.001
1777226731400000,0.0,0.9999848,0.0,0.0,0.0055155326,0.0,0.0,-0.001
1777226731448000,0.0,0.99998474,0.0,0.0,0.005523034,0.0,0.0,-0.001
1777226731504000,0.0,0.9999849,0.0,0.0,0.005486888,0.0,0.0,-0.001
1777226731552000,0.0,0.999986,0.0,0.0,0.005295412,0.0,0.0,-0.001
1777226731600000,0.0,0.99998635,0.0,0.0,0.0052292384,0.0,0.0,-0.001
1777226731656000,0.0,0.99998665,0.0,0.0,0.00517003,0.0,0.0,-0.001
1777226731704000,0.0,0.99998665,0.0,0.0,0.005164483,0.0,0.0,-0.001
1777226731752000,0.0,0.9999866,0.0,0.0,0.005178552,0.0,0.0,-0.001
1777226731800000,0.0,0.9999862,0.0,0.0,0.0052568126,0.0,0.0,-0.001
1777226731848000,0.0,0.99998665,0.0,0.0,0.005162921,0.0,0.0,-0.001
1777226731904000,0.0,0.99998677,0.0,0.0,0.0051442487,0.0,0.0,-0.001
1777226731952000,0.0,0.99998677,0.0,0.0,0.0051427693,0.0,0.0,-0.001
1777226732000000,0.0,0.99998695,0.0,0.0,0.0051034424,0.0,0.0,-0.001
1777226732048000,0.0,0.9999868,0.0,0.0,0.0051294873,0.0,0.0,-0.001
1777226732096000,0.0,0.9999873,0.0,0.0,0.0050439565,0.0,0.0,-0.001
1777226732152000,0.0,0.9999865,0.0,0.0,0.0051879054,0.0,0.0,-0.001
1777226732200000,0.0,0.99998593,0.0,0.0,0.005302604,0.0,0.0,-0.001
1777226732248000,0.0,0.999986,0.0,0.0,0.0052928193,0.0,0.0,-0.001
1777226732304000,0.0,0.99998546,0.0,0.0,0.00539262,0.0,0.0,-0.001
1777226732352000,0.0,0.9999853,0.0,0.0,0.0054285163,0.0,0.0,-0.001
1777226732400000,0.0,0.9999854,0.0,0.0,0.005399115,0.0,0.0,-0.001
1777226732448000,0.0,0.9999854,0.0,0.0,0.005399202,0.0,0.0,-0.001
1777226732496000,0.0,0.99998534,0.0,0.0,0.005414146,0.0,0.0,-0.001
1777226732552000,0.0,0.9999858,0.0,0.0,0.005327877,0.0,0.0,-0.001
1777226732600000,0.0,0.9999862,0.0,0.0,0.005257859,0.0,0.0,-0.001
1777226732648000,0.0,0.99998605,0.0,0.0,0.0052758185,0.0,0.0,-0.001
1777226732696000,0.0,0.9999862,0.0,0.0,0.005262483,0.0,0.0,-0.001
1777226732752000,0.0,0.9999861,0.0,0.0,0.0052720113,0.0,0.0,-0.001
1777226732800000,0.0,0.999986,0.0,0.0,0.005289713,0.0,0.0,-0.001
1777226732848000,0.0,0.99998623,0.0,0.0,0.00524642,0.0,0.0,-0.001
1777226732904000,0.0,0.9999859,0.0,0.0,0.0053165457,0.0,0.0,-0.001
1777226732952000,0.0,0.99998564,0.0,0.0,0.0053543225,0.0,0.0,-0.001
1777226733000000,0.0,0.99998534,0.0,0.0,0.0054102815,0.0,0.0,-0.001
1777226733048000,0.0,0.99998504,0.0,0.0,0.005464814,0.0,0.0,-0.001
1777226733104000,0.0,0.9999852,0.0,0.0,0.00543418,0.0,0.0,-0.001
1777226733152000,0.0,0.9999852,0.0,0.0,0.0054315515,0.0,0.0,-0.001
1777226733200000,0.0,0.9999859,0.0,0.0,0.005315257,0.0,0.0,-0.001
1777226733248000,0.0,0.9999856,0.0,0.0,0.0053698327,0.0,0.0,-0.001
1777226733296000,0.0,0.9999855,0.0,0.0,0.005386415,0.0,0.0,-0.001
1777226733352000,0.0,0.9999859,0.0,0.0,0.005314134,0.0,0.0,-0.001
1777226733400000,0.0,0.999986,0.0,0.0,0.005291969,0.0,0.0,-0.001
1777226733448000,0.0,0.99998546,0.0,0.0,0.005389014,0.0,0.0,-0.001
1777226733496000,0.0,0.99998546,0.0,0.0,0.005400669,0.0,0.0,-0.001
1777226733552000,0.0,0.99998504,0.0,0.0,0.005472503,0.0,0.0,-0.001
1777226733600000,0.0,0.9999841,0.0,0.0,0.0056366078,0.0,0.0,-0.001
1777226733656000,0.0,0.99998444,0.0,0.0,0.0055751116,0.0,0.0,-0.001
1777226733696000,0.0,0.999984,0.0,0.0,0.005647083,0.0,0.0,-0.001
1777226733752000,0.0,0.9999841,0.0,0.0,0.00563637,0.0,0.0,-0.001
1777226733800000,0.0,0.9999838,0.0,0.0,0.005694072,0.0,0.0,-0.001
1777226733848000,0.0,0.9999839,0.0,0.0,0.005680358,0.0,0.0,-0.001
1777226733904000,0.0,0.99998367,0.0,0.0,0.005718596,0.0,0.0,-0.001
