timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
1777226731000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.04191502,0.0073671048,4.825482e-11,0.002681506,-0.0057459134,-9.798031,-0.00095873803,0.00017044226,0.0009374328,0.001288943,0.000899478,0.0018711014,2.8984387e-05,2.6164438e-05,5.9583006e-05,0.0,0.0
1777226732000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0379465,0.0075249914,5.4621453e-11,0.008236054,0.00153246,-9.801575,-0.001981392,-0.0018109495,-0.0022370555,0.0008613015,0.0010866727,0.000806484,5.533323e-05,3.4587407e-05,1.4823173e-05,0.0,0.0
1777226733000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03930106,0.0078242365,7.091952e-11,0.010534488,0.0029689814,-9.800617,-0.0031531828,0.0037071204,0.00221575,0.0015796993,0.0012898792,0.0010395079,4.3380125e-05,3.5922672e-05,3.642387e-05,0.0,0.0
1777226734000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039354682,0.007836358,7.358803e-11,-0.013694833,0.009864283,-9.807608,-0.00076699053,-0.0013848437,-0.0006178535,0.0009752004,0.00067273126,0.00078053644,4.4967877e-05,3.5793117e-05,5.737017e-05,0.0,0.0
1777226735000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03661748,0.0075489404,4.87283e-11,0.015035587,-0.002298263,-9.798127,-0.0005752428,-0.0025779398,-0.0013848438,0.0008084889,0.00064128055,0.0012678208,3.7753463e-05,4.2499712e-05,3.2908865e-05,0.0,0.0
1777226736000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03510734,0.007546743,5.6882575e-11,0.007852982,-0.0073739695,-9.840839,-0.0024927189,0.0013635386,0.0010013487,0.0010960544,0.0005555077,0.0009150106,3.5219105e-05,2.707132e-05,5.417007e-05,0.0,0.0
1777226737000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03717142,0.007025065,4.868195e-11,0.0021068968,-0.016567705,-9.80349,-0.0020026972,-0.0014274544,-0.0021518343,0.0018010195,0.0008607474,0.0007331208,3.665083e-05,3.120006e-05,4.8689042e-05,0.0,0.0
1777226738000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037696913,0.0072538955,6.294372e-11,-0.017429788,0.020303002,-9.806746,-0.000447411,0.00014913692,-0.0020879183,0.0014175354,0.0010638585,0.0006594412,4.006465e-05,5.138511e-05,3.054283e-05,0.0,0.0
1777226739000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.036591385,0.0076954686,6.8545544e-11,-0.0006703767,0.006895472,-9.794775,6.391588e-05,-0.0004687163,0.0016405074,0.00072393887,0.0007520267,0.00053858507,2.8944669e-05,5.9654878e-05,6.7423454e-05,0.0,0.0
1777226740000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038619652,0.007912722,6.979143e-11,-0.018770542,-0.0024897985,-9.787305,-0.0029827405,-0.00074568513,0.0022583606,0.0008869054,0.001383123,0.0016174207,2.5036268e-05,5.5486424e-05,6.894501e-05,0.0,0.0
1777226741000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0360253,0.007840885,6.2218855e-11,0.016376339,0.010821963,-9.795062,-0.00091612735,-0.0018748655,0.00021305279,0.00032228348,0.00058665266,0.000688198,6.925802e-05,3.0713047e-05,3.9126557e-05,0.0,0.0
1777226742000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039047465,0.008536017,1.3027036e-10,-0.015610196,-0.0021067266,-9.802819,-0.003536678,0.0012996226,0.0044528055,0.0007891904,0.0010563111,0.00081111863,7.3734765e-05,8.012268e-05,4.5152286e-05,0.0,0.0
1777226743000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039972384,0.008118662,8.353991e-11,0.0009576803,-0.00067020487,-9.81412,0.003004046,0.0023861926,-8.5221196e-05,0.001181789,0.00046694517,0.0008341909,6.392358e-05,4.038239e-05,2.4390385e-05,0.0,0.0
1777226744000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039053474,0.007823719,8.1429405e-11,-0.006799533,-0.016567705,-9.793242,-0.0009161274,0.00042610586,0.0011291803,0.0012757397,0.00057318195,0.0008283142,4.2685067e-05,5.4517128e-05,6.707829e-05,0.0,0.0
1777226745000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.040942732,0.0076792534,9.284518e-11,0.010917559,-0.0019151896,-9.810289,0.00221575,-0.0007882958,0.0027483823,0.0011603314,0.001972355,0.00094014814,4.1317646e-05,7.331489e-05,4.006465e-05,0.0,0.0
1777226746000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037787843,0.0074860714,6.398377e-11,0.0006703759,0.010247355,-9.793051,-0.000234358,-0.00017044232,0.00044741103,0.0007344479,0.0007263273,0.00074840867,3.9033883e-05,2.6448133e-05,3.6873058e-05,0.0,0.0
1777226747000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039466374,0.007367494,6.393906e-11,-0.00794875,-0.012736981,-9.81163,-0.0023222764,0.00330232,-0.0011504855,0.0012480533,0.0008735493,0.0017053037,2.4087776e-05,4.6502682e-05,4.257064e-05,0.0,0.0
1777226748000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03950895,0.007416854,5.420642e-11,-0.0021068975,0.0084277615,-9.816514,-0.0012996226,0.0019387814,-0.00085221144,0.00062209676,0.00087612885,0.0006880242,1.7354698e-05,6.574397e-05,3.3972727e-05,0.0,0.0
1777226749000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039862994,0.007405262,4.9523913e-11,0.00057460833,-0.01034278,-9.807608,-0.00040480058,0.0012144016,0.00017044232,0.0004649198,0.0015394401,0.0017750824,4.447614e-05,4.1715768e-05,2.6140797e-05,0.0,0.0
1777226750000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037528105,0.007923932,9.5050495e-11,-0.0019153615,-0.0068951296,-9.811917,0.001533981,0.0021944449,0.004857606,0.0010418277,0.0014938692,0.00084073667,3.5824323e-05,4.6675734e-05,7.291772e-05,0.0,0.0
1777226751000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.042439383,0.008335421,2.4621125e-10,0.017621325,-0.0009574953,-10.599418,0.015616777,-0.020176109,-6.391621e-05,0.001390957,0.000985461,0.0028012728,0.00011281026,0.00015757766,2.4665569e-05,0.0,0.0
1777226752000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0455924,0.0077239815,7.326961e-11,0.004405332,0.009481212,-9.917358,0.0012996226,-0.0020666132,-0.00019174756,0.0013836961,0.00067089684,0.008081099,3.8821112e-05,7.563648e-05,2.4584244e-05,0.0,0.0
1777226753000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03864827,0.00769602,9.2200574e-11,-0.0027772738,-0.014173501,-9.874933,-0.0034301514,0.005688512,-8.5221094e-05,0.0008066545,0.0006768393,0.0024276427,8.395259e-05,8.7182954e-05,3.0158893e-05,0.0,0.0
1777226754000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.043647535,0.008627739,1.3594954e-10,-0.006224924,-0.011875069,-9.839977,0.0010652646,0.0017257284,-0.0012783173,0.0011899096,0.0009957217,0.0014946475,0.00015199072,0.00017923226,2.1088152e-05,0.0,0.0
1777226755000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.045545656,0.008192421,1.478862e-10,-0.0034476505,-0.02221802,-9.825804,0.0010652645,0.00031957944,-0.002279666,0.0006291474,0.002010818,0.005316626,0.00018215718,7.577077e-05,3.6207315e-05,0.0,0.0
1777226756000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.042129133,0.008490692,8.6475195e-11,0.00038307277,-0.013215822,-9.783282,-0.0011291804,0.0010652648,-0.0039627836,0.0015613944,0.001048095,0.001301832,5.634508e-05,8.924639e-05,3.4281955e-05,0.0,0.0
1777226757000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.045747608,0.0074294377,5.8162503e-11,0.0063206926,-0.009002027,-9.808853,-0.0009800436,0.00042610583,-0.002428803,0.0012189909,0.0018024336,0.0018084793,5.0064973e-05,3.978852e-05,4.2083626e-05,0.0,0.0
1777226758000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0465877,0.007735829,8.584779e-11,0.005075708,0.0011493879,-9.7938175,-0.0019600866,0.0015765915,0.00072437985,0.0017914659,0.0012358245,0.0025049313,6.332876e-05,7.949382e-05,3.0707375e-05,0.0,0.0
1777226759000000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.042881146,0.008358772,8.595714e-11,0.009864111,-0.00890628,-8.64891,-0.0024927189,-0.00040480067,0.0024074977,0.0010071096,0.00069050107,0.015802722,3.8741677e-05,0.00012126349,3.938945e-05,0.0,0.0
