timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
1777226730196000,-0.000301327,-0.001348558,0.00457406,4000,0,0.005985504,-0.03112445,-9.829395,4000,0,0,0,1
1777226730200000,0.003959734,-0.004011714,0.0013782682,4000,0,0.009576809,-0.027533151,-9.801862,4000,0,0,0,1
1777226730204000,0.010617635,0.0034451394,-0.0023501436,4000,0,0.007182605,-0.055066474,-9.792285,4000,0,0,0,1
1777226730208000,0.008220788,0.006108303,-0.003948046,4000,0,-0.02274492,-0.055066474,-9.836578,4000,0,0,0,1
1777226730212000,0.006889189,0.00024935193,-0.007942811,4000,0,-0.053869545,-0.02633605,-9.855732,4000,0,0,0,1
1777226730216000,0.0047586677,-0.0029464609,-0.0015512181,4000,0,-0.039504327,-0.010773738,-9.794682,4000,0,0,0,1
1777226730220000,-0.0011002832,0.00024933397,0.005905639,4000,0,-0.02633622,-0.019153448,-9.737221,4000,0,0,0,1
1777226730224000,-0.0018992352,0.00477671,0.0021772115,4000,0,-0.011971008,-0.016759247,-9.742006,4000,0,0,0,1
1777226730244000,-0.0012600676,-0.0004963558,-0.0012316257,20000,0,0.025139121,0.007182776,-9.751583,4000,0,0,0,1
1777226730248000,0.0028944612,0.008771459,-0.0042143697,4000,0,0.02274492,0.0059856754,-9.7719345,4000,0,0,0,1
1777226730252000,-0.002698184,0.010369365,-0.008209098,4000,0,0.009576809,0.0023943733,-9.803061,4000,0,0,0,1
1777226730256000,-0.002698183,0.0069072433,-0.00767648,4000,0,0.0035913028,0.0011972721,-9.801862,4000,0,0,0,1
1777226730260000,0.0015628763,-0.00454435,0.0029761656,4000,0,-0.025139123,-0.010773738,-9.815032,4000,0,0,0,1
1777226730264000,-0.0013666016,-0.011202258,0.011231957,4000,0,-0.01316811,-0.016759245,-9.821015,4000,0,0,0,1
1777226730268000,-0.0026981947,-0.0045443564,0.010166687,4000,0,0.031124622,1.7071957e-07,-9.781511,4000,0,0,0,1
1777226730272000,0.003693395,0.0050430414,0.0013782642,4000,0,0.05267244,0.016759584,-9.763555,4000,0,0,0,1
1777226730276000,0.0036933918,0.007706204,-0.010339641,4000,0,0.040701427,-0.01436504,-9.743204,4000,0,0,0,1
1777226730280000,0.0015628684,0.0034451413,-0.0100733265,4000,0,-0.035913024,-0.038307063,-9.751583,4000,0,0,0,1
1777226730284000,0.0018291874,-0.0024138247,-0.0023501622,4000,0,-0.102950685,-0.016759245,-9.817424,4000,0,0,0,1
1777226730288000,0.006889203,-0.004810672,-0.0015512089,4000,0,-0.07062895,0.019153787,-9.811439,4000,0,0,0,1
1777226730292000,0.010085002,-0.0069411937,-0.0036817407,4000,0,-0.03232173,0.04668711,-9.7719345,4000,0,0,0,1
1777226730296000,0.0036934167,-0.004011708,-0.003948063,4000,0,-0.009576809,0.035913195,-9.791088,4000,0,0,0,1
1777226730300000,-0.0021655324,0.004776721,-0.0020838436,4000,0,0.01316811,-0.01556214,-9.815032,4000,0,0,0,1
1777226730304000,-0.003763444,-0.003745399,0.0003130118,4000,0,-0.0023942024,-0.05386937,-9.810242,4000,0,0,0,1
1777226730308000,-0.0069592376,-0.011468566,0.0027098537,4000,0,0.0047884043,-0.049080964,-9.821015,4000,0,0,0,1
1777226730312000,-0.011220306,-0.0037453992,0.0051066563,4000,0,0.02633622,-0.0047882325,-9.8198185,4000,0,0,0,1
1777226730316000,-0.008557137,-0.0018811682,0.009367744,4000,0,0.016759416,0.051475517,-9.776724,4000,0,0,0,1
1777226730320000,0.0004976232,-0.0034790589,0.009634078,4000,0,0.0011971011,0.08499434,-9.782708,4000,0,0,0,1
1777226730324000,0.005823948,-0.001881174,-0.00048594124,4000,0,0.019153617,0.07900883,-9.815032,4000,0,0,0,1
1777226730328000,-0.0005676411,-0.00028327925,-0.006877536,4000,0,0.044292733,0.031124793,-9.813835,4000,0,0,0,1
1777226730332000,-0.008290818,-0.0021474855,-0.004747005,4000,0,0.029927526,-0.004788233,-9.799467,4000,0,0,0,1
1777226730336000,-0.006959234,-0.0029464595,-0.0058122673,4000,0,0.01436521,-0.003591132,-9.797075,4000,0,0,0,1
1777226730340000,-0.0029644836,-0.0021475295,-0.01193754,4000,0,0.02633622,0.0143653825,-9.835382,4000,0,0,0,1
1777226730344000,-0.0013665969,-0.0021475076,-0.008475431,4000,0,0.062249243,0.017956687,-9.862916,4000,0,0,0,1
1777226730348000,-0.0018992316,-0.002147499,-0.0015512125,4000,0,0.06943185,0.004788576,-9.844959,4000,0,0,0,1
1777226730352000,-3.5012607e-05,-0.0018811916,-0.0028827915,4000,0,0.039504327,-0.01436504,-9.818621,4000,0,0,0,1
1777226730356000,0.004492364,0.0029124964,4.6686437e-05,4000,0,0.034715924,-0.013167939,-9.800665,4000,0,0,0,1
1777226730360000,0.0076881615,0.010103028,0.006970911,4000,0,0.03232173,0.017956687,-9.801862,4000,0,0,0,1
1777226730364000,0.0044923746,0.010635652,0.01149829,4000,0,0.005985504,0.019153787,-9.806652,4000,0,0,0,1
1777226730368000,0.0010302657,0.0026461766,0.007503539,4000,0,-0.005985504,0.019153787,-9.827001,4000,0,0,0,1
1777226730372000,0.0058239466,-0.0010822293,0.0032424738,4000,0,0.0023942022,0.04668711,-9.849746,4000,0,0,0,1
1777226730376000,0.0068892045,-0.000283297,0.0064382744,4000,0,0.007182605,0.043095805,-9.823412,4000,0,0,0,1
1777226730380000,0.0039597307,-0.0013485578,0.0040414245,4000,0,0.0011971011,0.020350888,-9.800665,4000,0,0,0,1
1777226730384000,0.003160779,0.0010482917,4.6687044e-05,4000,0,-0.021547817,0.025139293,-9.805454,4000,0,0,0,1
1777226730388000,-0.0021655427,0.0055756643,-0.000752258,4000,0,-0.031124622,0.019153787,-9.811439,4000,0,0,0,1
1777226730392000,-0.0050950283,0.005043027,-0.0050133164,4000,0,-0.0011971008,-0.020350542,-9.812637,4000,0,0,0,1
1777226730396000,0.0028944334,-0.0040117484,-0.013002801,4000,0,0.021547817,-0.041898366,-9.797075,4000,0,0,0,1
1777226730400000,0.007688127,-0.010935958,-0.016464915,4000,0,0.016759414,-0.009576639,-9.791088,4000,0,0,0,1
1777226730404000,0.0018291839,-0.008006448,-0.007676497,4000,0,0.017956512,0.025139293,-9.786301,4000,0,0,0,1
1777226730408000,-0.0005676617,-0.0026801354,0.0037751065,4000,0,0.013168109,0.015562482,-9.77433,4000,0,0,0,1
1777226730412000,0.0004976136,-0.001348554,0.0077698533,4000,0,0.013168109,-0.0035911321,-9.779117,4000,0,0,0,1
1777226730416000,-0.003230813,0.0007819631,0.009101433,4000,0,0.029927524,-0.020350542,-9.791088,4000,0,0,0,1
1777226730420000,-0.0034971402,0.006374607,0.006704581,4000,0,0.021547817,-0.029927354,-9.823412,4000,0,0,0,1
1777226730424000,0.0039597354,-0.0008159146,0.0029761568,4000,0,0.01316811,-0.029927354,-9.848549,4000,0,0,0,1
1777226730428000,0.0071555297,-0.010669622,0.0053729983,4000,0,0.029927526,-0.027533151,-9.800665,4000,0,0,0,1
1777226730432000,0.0026281446,-0.005076986,0.003775107,4000,0,0.035913028,-0.016759245,-9.752781,4000,0,0,0,1
1777226730436000,-0.0016329114,0.0007819696,0.00057931355,4000,0,0.04668694,0.01077408,-9.79827,4000,0,0,0,1
1777226730440000,-0.0029644913,0.0029125018,0.001111948,4000,0,0.05985505,0.027533494,-9.843762,4000,0,0,0,1
1777226730444000,-0.004562392,0.0063746064,-0.002350163,4000,0,0.031124622,-0.010773738,-9.823412,4000,0,0,0,1
1777226730448000,-0.006959233,0.010635668,-0.0039480603,4000,0,0.037110135,-0.022744747,-9.800665,4000,0,0,0,1
1777226730452000,-0.012551863,0.009570421,-0.0007522407,4000,0,0.06823475,0.010774079,-9.785105,4000,0,0,0,1
1777226730456000,-0.01707924,0.0010483057,0.0027098986,4000,0,0.015562313,0.0023943724,-9.776724,4000,0,0,0,1
1777226730460000,-0.009888706,-0.0053432765,0.005639359,4000,0,-0.041898534,-0.0011969303,-9.797075,4000,0,0,0,1
1777226730464000,0.0015628858,-0.008006439,0.006704618,4000,0,-0.027533323,0.015562482,-9.781511,4000,0,0,0,1
1777226730468000,0.007421845,-0.008805397,0.0045740744,4000,0,0.027533323,0.010774079,-9.767147,4000,0,0,0,1
1777226730472000,0.0047586667,-0.0058759386,0.006438271,4000,0,0.07541737,-0.0035911314,-9.799467,4000,0,0,0,1
1777226730476000,-0.0011002872,-0.0032127844,0.008302477,4000,0,0.044292733,-0.01316794,-9.785105,4000,0,0,0,1
1777226730480000,0.0023618315,-0.001348551,0.0037751135,4000,0,-0.04548984,-0.005985333,-9.791088,4000,0,0,0,1
1777226730484000,0.013014477,0.000515669,0.0005793228,4000,0,-0.08738837,-0.0011969298,-9.813835,4000,0,0,0,1
1777226730488000,0.013280795,-0.00054960646,4.668044e-05,4000,0,-0.04548984,-0.003591132,-9.786301,4000,0,0,0,1
1777226730492000,0.002628148,-0.0024138065,-0.0031491185,4000,0,-0.0047884043,0.039504502,-9.783907,4000,0,0,0,1
1777226730496000,0.0004976185,-0.0040117144,-0.005545957,4000,0,-0.015562311,0.06823493,-9.779117,4000,0,0,0,1
1777226730500000,0.009552366,-0.0018812073,-0.0012848839,4000,0,-0.0023942024,0.016759582,-9.762358,4000,0,0,0,1
1777226730504000,0.0116829,0.006108289,0.0003130258,4000,0,0.035913024,-0.004788233,-9.78989,4000,0,0,0,1
1777226730508000,0.0044923583,0.00823883,-0.0010185573,4000,0,0.025139121,0.0035914734,-9.795877,4000,0,0,0,1
1777226730512000,-0.004029754,0.00078197435,0.0008456474,4000,0,0.0035913025,-0.04070126,-9.764753,4000,0,0,0,1
1777226730516000,-0.0037634398,0.0021135553,0.002709844,4000,0,0.01316811,-0.06584038,-9.764753,4000,0,0,0,1
1777226730520000,0.007688145,0.008771455,-0.003415443,4000,0,0.025139121,-0.027533151,-9.779117,4000,0,0,0,1
1777226730524000,0.009818663,0.0063746227,-0.009807024,4000,0,0.016759416,1.7086582e-07,-9.78989,4000,0,0,0,1
1777226730528000,0.0039597284,0.0029125044,-0.0042143706,4000,0,-0.019153617,1.7092852e-07,-9.793484,4000,0,0,0,1
1777226730532000,0.0015628862,0.0018472355,0.0005793184,4000,0,-0.043095633,-0.01316794,-9.78989,4000,0,0,0,1
1777226730536000,0.001829199,0.00024934002,4.6684294e-05,4000,0,-0.038307235,-0.041898366,-9.806652,4000,0,0,0,1
1777226730540000,0.0004976186,0.0015809217,-0.0020838436,4000,0,-0.021547817,-0.05985488,-9.822214,4000,0,0,0,1
1777226730544000,-0.0034971219,0.005043033,-0.004480687,4000,0,0.0,-0.040701255,-9.829395,4000,0,0,0,1
1777226730548000,-0.0040297485,0.0079725105,-0.0034154274,4000,0,0.0023942022,0.0035914744,-9.823412,4000,0,0,0,1
1777226730552000,-0.0026981605,0.009304093,0.00137826,4000,0,-0.0047884043,-0.009576638,-9.791088,4000,0,0,0,1
1777226730556000,-0.00083393144,0.005841991,0.010965644,4000,0,0.02274492,-0.055066474,-9.805455,4000,0,0,0,1
1777226730560000,-0.0016328782,-0.0016148745,0.014161444,4000,0,0.05267244,-0.041898362,-9.8509445,4000,0,0,0,1
1777226730564000,-0.0016328936,-0.0048106704,0.00963407,4000,0,0.026336217,-0.017956343,-9.829395,4000,0,0,0,1
1777226730568000,0.0036934197,-0.0042780223,0.004041435,4000,0,-0.0047884043,-0.002394032,-9.76954,4000,0,0,0,1
1777226730572000,0.0018292165,-0.0053432905,-0.007143855,4000,0,0.0047884043,-0.0011969308,-9.77433,4000,0,0,0,1
1777226730576000,-0.0050950046,-0.002680118,-0.011937553,4000,0,0.015562311,-0.02873025,-9.816229,4000,0,0,0,1
1777226730580000,-0.0064265905,0.0021135798,-0.00101859,4000,0,0.0023942022,-0.041898366,-9.832989,4000,0,0,0,1
1777226730584000,-0.0032307992,0.004244105,0.009101426,4000,0,0.008379708,-0.032321554,-9.831791,4000,0,0,0,1
1777226730588000,-0.0008339742,0.0045103948,0.0011119453,4000,0,0.044292733,-0.022744747,-9.842566,4000,0,0,0,1
1777226730592000,0.0028944514,0.0039777625,-0.0071438565,4000,0,0.038307235,-0.02753315,-9.876081,4000,0,0,0,1
1777226730596000,0.010617629,0.00078195,-0.00394807,4000,0,-0.023942016,-0.06105198,-9.860521,4000,0,0,0,1
1777226730600000,0.014878692,0.0010482776,-0.002616477,4000,0,-0.058657948,-0.05865778,-9.788694,4000,0,0,0,1
1777226730604000,0.010617636,0.0031788095,4.6696452e-05,4000,0,-0.03232173,0.008379878,-9.750386,4000,0,0,0,1
1777226730608000,0.0007639342,-0.0029464539,0.0005793075,4000,0,-0.03232173,0.038307402,-9.76954,4000,0,0,0,1
1777226730612000,-0.0066929148,-0.0037454022,-0.0020838515,4000,0,-0.047884032,0.014365382,-9.77433,4000,0,0,0,1
1777226730616000,-0.0069592283,-0.0002832968,-0.0039480664,4000,0,-0.055066645,-0.007182434,-9.782707,4000,0,0,0,1
1777226730620000,-0.00509503,-0.0072075217,-0.0066112,4000,0,-0.08020575,0.0047885757,-9.816229,4000,0,0,0,1
1777226730624000,-0.008557148,-0.011734871,-0.0031491083,4000,0,-0.04070143,0.019153787,-9.809044,4000,0,0,0,1
1777226730628000,-0.00695925,-0.006142231,0.002709835,4000,0,0.017956514,0.020350887,-9.78989,4000,0,0,0,1
1777226730632000,0.00076392666,-0.0032127572,0.005639332,4000,0,0.015562311,0.015562482,-9.804258,4000,0,0,0,1
1777226730636000,0.003959727,-0.004278029,0.008302489,4000,0,0.009576809,-0.0071824333,-9.838972,4000,0,0,0,1
1777226730640000,-3.5008998e-05,-0.005076991,0.006438266,4000,0,0.039504327,-0.0071824333,-9.854535,4000,0,0,0,1
1777226730644000,-0.0056276433,-0.004278047,-0.00021964105,4000,0,0.041898534,0.011971182,-9.859323,4000,0,0,0,1
1777226730648000,-0.0016329067,-0.0005496136,-0.0020838466,4000,0,-0.005985504,0.015562484,-9.861719,4000,0,0,0,1
1777226730652000,0.005823937,-0.004544355,0.0016445862,4000,0,-0.0011971008,0.0011972724,-9.810242,4000,0,0,0,1
1777226730656000,0.008753415,-0.0077401483,0.0045740586,4000,0,0.023942016,-0.007182434,-9.7803135,4000,0,0,0,1
1777226730660000,0.0060902503,-0.004810674,0.005905641,4000,0,0.025139121,0.029927695,-9.815031,4000,0,0,0,1
1777226730664000,0.0018292059,-0.008272783,0.0056393105,4000,0,0.03232173,0.053869717,-9.853339,4000,0,0,0,1
1777226730668000,-0.00030131734,-0.008272778,0.0011119434,4000,0,0.020350715,0.025139293,-9.849747,4000,0,0,0,1
1777226730672000,-0.0037634235,-0.0040117204,-0.005279649,4000,0,0.02633622,0.008379878,-9.811439,4000,0,0,0,1
1777226730676000,-0.003230796,0.0013146023,-0.006078594,4000,0,0.050278243,0.0143653825,-9.8198185,4000,0,0,0,1
1777226730680000,0.0026281574,0.004244079,0.0008456268,4000,0,0.037110135,-0.0011969295,-9.821015,4000,0,0,0,1
1777226730684000,0.00395974,0.00024933502,0.008568797,4000,0,-0.0023942017,-0.002394031,-9.786301,4000,0,0,0,1
