timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
1777226751952000,1777226751952000,0.49181017,0.0029840777,0.021334339,6.5373087,7.736007e-06,4.960008,0
1777226751960000,1777226751960000,0.4907553,0.0024098714,0.10909782,6.141844,0.00021532323,4.9440784,0
1777226752048000,1777226752048000,0.49213725,0.00075226533,-0.025514595,5.0983653,1.4187436e-05,4.7525644,0
1777226752152000,1777226752152000,0.49240646,0.00040705357,0.021605276,4.709732,1.1012373e-05,4.523095,0
1777226752248000,1777226752248000,0.4922645,0.00028163468,-0.082159765,4.453191,0.00016842423,4.3179336,0
1777226752344000,1777226752344000,0.49207643,0.00021734255,-0.0021881983,4.2429724,1.2538935e-07,4.136714,0
1777226752448000,1777226752448000,0.49206895,0.00017555195,-0.11262429,4.0513053,0.00034787774,3.9624848,0
1777226752552000,1777226752552000,0.4922343,0.00014618477,0.010183968,3.8697076,2.9779221e-06,3.7950816,0
1777226752648000,1777226752648000,0.49211255,0.00012276012,-0.039388366,3.6853673,4.6774876e-05,3.620132,0
1777226752752000,1777226752752000,0.49211663,0.0001038411,-0.015816458,3.4951904,7.952525e-06,3.439434,0
1777226752848000,1777226752848000,0.49211589,9.035585e-05,-0.059469886,3.3307452,0.00011798052,3.2804384,0
1777226752952000,1777226752952000,0.49211332,7.873034e-05,-0.037428178,3.1605065,4.9249087e-05,3.116322,0
1777226753056000,1777226753056000,0.49196666,6.934805e-05,0.010160811,3.000324,3.823368e-06,2.9603164,0
1777226753152000,1777226753152000,0.49187943,6.2737876e-05,-0.056817655,2.8708444,0.00012494372,2.8343327,0
1777226753248000,1777226753248000,0.4918154,5.7054305e-05,-0.0010821968,2.7478971,4.73554e-08,2.713696,0
1777226753344000,1777226753344000,0.49171844,5.254842e-05,-0.0020106807,2.6401207,1.701453e-07,2.6084406,0
1777226753448000,1777226753448000,0.4917175,4.7819045e-05,-0.034587443,2.5169353,5.281075e-05,2.4874651,0
1777226753552000,1777226753552000,0.4917904,4.401882e-05,-0.027581658,2.408614,3.5093854e-05,2.3814812,0
1777226753648000,1777226753648000,0.4917975,4.0643463e-05,-0.04358414,2.3056614,9.1541675e-05,2.2799745,0
1777226753752000,1777226753752000,0.49179387,3.7122434e-05,-0.037835136,2.1890001,7.266116e-05,2.1655211,0
1777226753848000,1777226753848000,0.4918601,3.4247423e-05,-0.089214794,2.0871377,0.00042372115,2.0649571,0
1777226753944000,1777226753944000,0.49182877,3.208742e-05,0.0079064295,2.0055523,3.4632537e-06,1.9846894,0
1777226754040000,1777226754040000,0.49184054,2.992791e-05,0.07331611,1.9194542,0.0003111563,1.900055,1
