timestamp,imbalanced_prop_metric,motor_failure_mask,motor_stop_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1777226730084000,-0.002324589,0,0,0,0,0,0,0,0,0,0
1777226730320000,-0.0023646865,0,0,0,0,0,0,0,0,0,0
1777226730464000,-0.0021705013,0,0,0,0,0,0,0,0,0,0
1777226730968000,-0.0023051384,0,0,0,0,0,0,0,0,0,0
1777226731472000,-0.0026120876,0,0,0,0,0,0,0,0,0,0
1777226731976000,-0.0026670566,0,0,0,0,0,0,0,0,0,0
1777226732480000,-0.0024208655,0,0,0,0,0,0,0,0,0,0
1777226732984000,-0.0024284383,0,0,0,0,0,0,0,0,0,0
1777226733488000,-0.0021713476,0,0,0,0,0,0,0,0,0,0
1777226733996000,-0.002111294,0,0,0,0,0,0,0,0,0,0
1777226734500000,-0.0023823627,0,0,0,0,0,0,0,0,0,0
1777226735008000,-0.0028239924,0,0,0,0,0,0,0,0,0,0
1777226735512000,-0.0026630962,0,0,0,0,0,0,0,0,0,0
1777226736016000,-0.0023853157,0,0,0,0,0,0,0,0,0,0
1777226736520000,-0.0027105645,0,0,0,0,0,0,0,0,0,0
1777226737024000,-0.0025409663,0,0,0,0,0,0,0,0,0,0
1777226737528000,-0.001879046,0,0,0,0,0,0,0,0,0,0
1777226738032000,-0.0012239363,0,0,0,0,0,0,0,0,0,0
1777226738540000,-0.0012097285,0,0,0,0,0,0,0,0,0,0
1777226739044000,-0.0012672564,0,0,0,0,0,0,0,0,0,0
1777226739548000,-0.001762756,0,0,0,0,0,0,0,0,0,0
1777226740052000,-0.0019919218,0,0,0,0,0,0,0,0,0,0
1777226740160000,-0.0019443276,0,0,0,0,0,0,0,0,0,0
1777226740292000,-0.0019911844,0,0,0,0,0,0,0,0,0,0
1777226740796000,-0.0019006148,0,0,0,0,0,0,0,0,0,0
1777226741300000,-0.0020991487,0,0,0,0,0,0,0,0,0,0
1777226741804000,-0.0022134855,0,0,0,0,0,0,0,0,0,0
1777226742308000,-0.002092081,0,0,0,0,0,0,0,0,0,0
1777226742812000,-0.0024841842,0,0,0,0,0,0,0,0,0,0
1777226743316000,-0.0023957498,0,0,0,0,0,0,0,0,0,0
1777226743820000,-0.0025369073,0,0,0,0,0,0,0,0,0,0
1777226744324000,-0.0024310101,0,0,0,0,0,0,0,0,0,0
1777226744828000,-0.0031171478,0,0,0,0,0,0,0,0,0,0
1777226745332000,-0.0023302,0,0,0,0,0,0,0,0,0,0
1777226745840000,-0.0020079915,0,0,0,0,0,0,0,0,0,0
1777226746272000,-0.0022950638,0,0,0,0,0,0,0,0,0,0
1777226746284000,-0.0022950638,0,0,0,0,0,0,0,0,0,0
1777226746356000,-0.002305048,0,0,0,0,0,0,0,0,0,0
1777226746860000,-0.002265902,0,0,0,0,0,0,0,0,0,0
1777226747364000,-0.002455291,0,0,0,0,0,0,0,0,0,0
1777226747868000,-0.002530875,0,0,0,0,0,0,0,0,0,0
1777226748376000,-0.002443684,0,0,0,0,0,0,0,0,0,0
1777226748880000,-0.0017936258,0,0,0,0,0,0,0,0,0,0
1777226749384000,-0.0014636002,0,0,0,0,0,0,0,0,0,0
1777226749888000,-0.000849737,0,0,0,0,0,0,0,0,0,0
1777226750392000,-0.003426164,0,0,0,0,0,0,0,0,0,0
1777226750896000,-0.0062258374,0,0,0,0,0,0,0,0,0,0
1777226751400000,-0.0068395156,0,0,0,0,0,0,0,0,0,0
1777226751904000,-0.009354405,0,0,0,0,0,0,0,0,0,0
1777226752408000,-0.0105184615,0,0,0,0,0,0,0,0,0,0
1777226752912000,-0.010525103,0,0,0,0,0,0,0,0,0,0
1777226753416000,-0.010824542,0,0,0,0,0,0,0,0,0,0
1777226753916000,-0.011115057,0,0,0,0,0,0,0,0,0,0
1777226754420000,-0.01113872,0,0,0,0,0,0,0,0,0,0
1777226754924000,-0.011116941,0,0,0,0,0,0,0,0,0,0
1777226755424000,-0.011790707,0,0,0,0,0,0,0,0,0,0
1777226755932000,-0.0118563995,0,0,0,0,0,0,0,0,0,0
1777226756436000,-0.01146266,0,0,0,0,0,0,0,0,0,0
1777226756940000,-0.012096029,0,0,0,0,0,0,0,0,0,0
1777226757444000,-0.011894438,0,0,0,0,0,0,0,0,0,0
1777226757948000,-0.012020771,0,0,0,0,0,0,0,0,0,0
1777226758452000,-0.018605592,0,0,0,0,0,0,0,0,0,0
1777226758956000,-0.026698649,0,0,0,0,0,0,0,0,0,0
1777226759460000,-0.03011401,0,0,0,0,0,0,0,0,0,0
1777226759964000,-0.028098712,0,0,0,0,0,0,0,0,0,0
1777226760468000,-0.025640305,0,0,0,0,0,0,0,0,0,0
1777226760972000,-0.023485696,0,0,0,0,0,0,0,0,0,0
1777226761480000,-0.020740075,0,0,0,0,0,0,0,0,0,0
1777226761984000,-0.019458955,0,0,0,0,0,0,0,0,0,0
1777226762488000,-0.018057097,0,0,0,0,0,0,0,0,0,0
1777226762992000,-0.016649423,0,0,0,0,0,0,0,0,0,0
1777226763496000,-0.015459476,0,0,0,0,0,0,0,0,0,0
1777226764000000,-0.014970889,0,0,0,0,0,0,0,0,0,0
1777226764504000,-0.014389961,0,0,0,0,0,0,0,0,0,0
1777226765008000,-0.012782692,0,0,0,0,0,0,0,0,0,0
1777226765512000,-0.011028332,0,0,0,0,0,0,0,0,0,0
1777226766016000,-0.010425453,0,0,0,0,0,0,0,0,0,0
1777226766520000,-0.009562216,0,0,0,0,0,0,0,0,0,0
1777226767024000,-0.009087117,0,0,0,0,0,0,0,0,0,0
1777226767528000,-0.008393529,0,0,0,0,0,0,0,0,0,0
1777226768032000,-0.007742404,0,0,0,0,0,0,0,0,0,0
1777226768536000,-0.0075548464,0,0,0,0,0,0,0,0,0,0
1777226769040000,-0.007341868,0,0,0,0,0,0,0,0,0,0
1777226769544000,-0.006418399,0,0,0,0,0,0,0,0,0,0
1777226770048000,-0.006038945,0,0,0,0,0,0,0,0,0,0
1777226770552000,-0.005817978,0,0,0,0,0,0,0,0,0,0
1777226771056000,-0.004876864,0,0,0,0,0,0,0,0,0,0
1777226771560000,-0.0044516944,0,0,0,0,0,0,0,0,0,0
1777226772064000,-0.0041887485,0,0,0,0,0,0,0,0,0,0
1777226772568000,-0.0033112369,0,0,0,0,0,0,0,0,0,0
1777226773072000,-0.002778998,0,0,0,0,0,0,0,0,0,0
1777226773576000,-0.0025421702,0,0,0,0,0,0,0,0,0,0
1777226774080000,-0.0022002528,0,0,0,0,0,0,0,0,0,0
1777226774584000,-0.002126292,0,0,0,0,0,0,0,0,0,0
1777226775088000,-0.001751331,0,0,0,0,0,0,0,0,0,0
1777226775592000,-0.0011001703,0,0,0,0,0,0,0,0,0,0
1777226776096000,-0.0012762051,0,0,0,0,0,0,0,0,0,0
1777226776600000,-0.001003827,0,0,0,0,0,0,0,0,0,0
1777226777104000,-0.0012441353,0,0,0,0,0,0,0,0,0,0
1777226777260000,-0.0013886801,0,0,0,0,0,0,0,0,0,0
1777226777764000,-0.006586691,0,0,0,0,0,0,0,0,0,0
1777226778268000,-0.0075160125,0,0,0,0,0,0,0,0,0,0
1777226778772000,-0.008873227,0,0,0,0,0,0,0,0,0,0
1777226779276000,-0.01236839,0,0,0,0,0,0,0,0,0,0
1777226779780000,-0.012004739,0,0,0,0,0,0,0,0,0,0
1777226780284000,-0.014585769,0,0,0,0,0,0,0,0,0,0
1777226780788000,-0.013766706,0,0,0,0,0,0,0,0,0,0
1777226781292000,-0.012893141,0,0,0,0,0,0,0,0,0,0
1777226781800000,-0.011820432,0,0,0,0,0,0,0,0,0,0
1777226782304000,-0.011043359,0,0,0,0,0,0,0,0,0,0
1777226782808000,-0.010534155,0,0,0,0,0,0,0,0,0,0
1777226783312000,-0.011480106,0,0,0,0,0,0,0,0,0,0
1777226783816000,-0.010592754,0,0,0,0,0,0,0,0,0,0
1777226784320000,-0.009766506,0,0,0,0,0,0,0,0,0,0
1777226784824000,-0.0091813775,0,0,0,0,0,0,0,0,0,0
1777226785328000,-0.008334268,0,0,0,0,0,0,0,0,0,0
1777226785832000,-0.008004084,0,0,0,0,0,0,0,0,0,0
1777226786336000,-0.007725208,0,0,0,0,0,0,0,0,0,0
1777226786840000,-0.006560078,0,0,0,0,0,0,0,0,0,0
1777226787344000,-0.0059446483,0,0,0,0,0,0,0,0,0,0
1777226787848000,-0.0056883777,0,0,0,0,0,0,0,0,0,0
1777226788352000,-0.005437801,0,0,0,0,0,0,0,0,0,0
1777226788856000,-0.0044543073,0,0,0,0,0,0,0,0,0,0
1777226789360000,-0.0044192844,0,0,0,0,0,0,0,0,0,0
1777226789864000,-0.0040299473,0,0,0,0,0,0,0,0,0,0
1777226790368000,-0.003656092,0,0,0,0,0,0,0,0,0,0
1777226790872000,-0.0034650397,0,0,0,0,0,0,0,0,0,0
1777226791376000,-0.0033076133,0,0,0,0,0,0,0,0,0,0
1777226791880000,-0.0027603114,0,0,0,0,0,0,0,0,0,0
1777226792384000,-0.002523543,0,0,0,0,0,0,0,0,0,0
1777226792888000,-0.0021771553,0,0,0,0,0,0,0,0,0,0
1777226793392000,-0.00161143,0,0,0,0,0,0,0,0,0,0
1777226793896000,-0.0018489059,0,0,0,0,0,0,0,0,0,0
1777226794400000,-0.0008812704,0,0,0,0,0,0,0,0,0,0
1777226794904000,-0.0008580704,0,0,0,0,0,0,0,0,0,0
1777226795408000,-0.0009854987,0,0,0,0,0,0,0,0,0,0
1777226795912000,-0.0005040209,0,0,0,0,0,0,0,0,0,0
1777226796416000,-0.0007578446,0,0,0,0,0,0,0,0,0,0
1777226796920000,-0.00063314976,0,0,0,0,0,0,0,0,0,0
1777226797424000,-0.0004998717,0,0,0,0,0,0,0,0,0,0
1777226797928000,-0.00050280406,0,0,0,0,0,0,0,0,0,0
1777226798432000,-0.00025324005,0,0,0,0,0,0,0,0,0,0
1777226798936000,-0.001961421,0,0,0,0,0,0,0,0,0,0
1777226799440000,-0.0015905141,0,0,0,0,0,0,0,0,0,0
1777226799944000,-0.0017359204,0,0,0,0,0,0,0,0,0,0
1777226800448000,-0.0020304266,0,0,0,0,0,0,0,0,0,0
1777226800952000,-0.0021241037,0,0,0,0,0,0,0,0,0,0
1777226801456000,-0.0019824365,0,0,0,0,0,0,0,0,0,0
1777226801960000,-0.0020569735,0,0,0,0,0,0,0,0,0,0
1777226802464000,-0.0016086457,0,0,0,0,0,0,0,0,0,0
1777226802972000,-0.0011578691,0,0,0,0,0,0,0,0,0,0
1777226803476000,-0.0004662669,0,0,0,0,0,0,0,0,0,0
1777226803980000,-0.0004926543,0,0,0,0,0,0,0,0,0,0
1777226804484000,-6.125454e-05,0,0,0,0,0,0,0,0,0,0
1777226804992000,-8.08778e-05,0,0,0,0,0,0,0,0,0,0
1777226805496000,1.782531e-05,0,0,0,0,0,0,0,0,0,0
1777226806000000,-0.0002853492,0,0,0,0,0,0,0,0,0,0
1777226806504000,-0.0008680398,0,0,0,0,0,0,0,0,0,0
1777226807008000,-0.0007258593,0,0,0,0,0,0,0,0,0,0
1777226807512000,-0.000481761,0,0,0,0,0,0,0,0,0,0
1777226808016000,-0.0006901364,0,0,0,0,0,0,0,0,0,0
1777226808520000,-0.0005375868,0,0,0,0,0,0,0,0,0,0
1777226809024000,-0.00028371386,0,0,0,0,0,0,0,0,0,0
1777226809528000,-0.00022923706,0,0,0,0,0,0,0,0,0,0
1777226810032000,0.00010834861,0,0,0,0,0,0,0,0,0,0
1777226810536000,-5.224856e-05,0,0,0,0,0,0,0,0,0,0
1777226811040000,-7.459847e-05,0,0,0,0,0,0,0,0,0,0
1777226811544000,0.00031047044,0,0,0,0,0,0,0,0,0,0
1777226812048000,-5.658938e-05,0,0,0,0,0,0,0,0,0,0
1777226812552000,-0.0004568089,0,0,0,0,0,0,0,0,0,0
1777226813056000,-0.0007663129,0,0,0,0,0,0,0,0,0,0
1777226813560000,-0.000563098,0,0,0,0,0,0,0,0,0,0
1777226814064000,-0.0010351303,0,0,0,0,0,0,0,0,0,0
1777226814568000,-0.0014274253,0,0,0,0,0,0,0,0,0,0
1777226815072000,-0.0011120122,0,0,0,0,0,0,0,0,0,0
1777226815540000,-0.0015231172,0,0,0,0,0,0,0,0,0,0
1777226815552000,-0.0015231172,0,0,0,0,0,0,0,0,0,0
1777226815816000,-0.0017321057,0,0,0,0,0,0,0,0,0,0
1777226816320000,-0.002035555,0,0,0,0,0,0,0,0,0,0
1777226816824000,-0.0017761405,0,0,0,0,0,0,0,0,0,0
1777226817328000,-0.0017744033,0,0,0,0,0,0,0,0,0,0
1777226817832000,-0.001756274,0,0,0,0,0,0,0,0,0,0
1777226818336000,-0.002446601,0,0,0,0,0,0,0,0,0,0
1777226818840000,-0.0022204644,0,0,0,0,0,0,0,0,0,0
1777226819344000,-0.0020949333,0,0,0,0,0,0,0,0,0,0
1777226819848000,-0.002176674,0,0,0,0,0,0,0,0,0,0
1777226820352000,-0.002735216,0,0,0,0,0,0,0,0,0,0
1777226820856000,-0.0022498823,0,0,0,0,0,0,0,0,0,0
1777226821360000,-0.0023322038,0,0,0,0,0,0,0,0,0,0
1777226821864000,-0.002394297,0,0,0,0,0,0,0,0,0,0
1777226822368000,-0.002599493,0,0,0,0,0,0,0,0,0,0
1777226822872000,-0.0021391162,0,0,0,0,0,0,0,0,0,0
1777226823376000,-0.0020074046,0,0,0,0,0,0,0,0,0,0
1777226823880000,-0.0021996484,0,0,0,0,0,0,0,0,0,0
1777226824384000,-0.002167353,0,0,0,0,0,0,0,0,0,0
1777226824888000,-0.0017770946,0,0,0,0,0,0,0,0,0,0
1777226825392000,-0.0014239794,0,0,0,0,0,0,0,0,0,0
1777226825896000,-0.0012792371,0,0,0,0,0,0,0,0,0,0
1777226826400000,-0.0010794009,0,0,0,0,0,0,0,0,0,0
1777226826904000,-0.001835759,0,0,0,0,0,0,0,0,0,0
1777226827408000,-0.0016885886,0,0,0,0,0,0,0,0,0,0
1777226827912000,-0.0017799484,0,0,0,0,0,0,0,0,0,0
1777226828416000,-0.0015095067,0,0,0,0,0,0,0,0,0,0
1777226828920000,-0.0011786703,0,0,0,0,0,0,0,0,0,0
1777226829424000,-0.0011498978,0,0,0,0,0,0,0,0,0,0
1777226829928000,-0.001359693,0,0,0,0,0,0,0,0,0,0
1777226830432000,-0.0009172746,0,0,0,0,0,0,0,0,0,0
1777226830444000,-0.0009172746,0,0,0,0,0,0,0,0,0,0
1777226830456000,-0.0009172746,0,0,0,0,0,0,0,0,0,0
1777226830720000,-0.0037827473,0,0,0,0,0,0,0,0,0,0
1777226831224000,-0.01256197,0,0,0,0,0,0,0,0,0,0
1777226831728000,-0.020428464,0,0,0,0,0,0,0,0,0,0
1777226832232000,-0.028811483,0,0,0,0,0,0,0,0,0,0
1777226832736000,-0.028574126,0,0,0,0,0,0,0,0,0,0
1777226833240000,-0.026099399,0,0,0,0,0,0,0,0,0,0
1777226833744000,-0.024247395,0,0,0,0,0,0,0,0,0,0
1777226834248000,-0.023530602,0,0,0,0,0,0,0,0,0,0
1777226834752000,-0.024270035,0,0,0,0,0,0,0,0,0,0
1777226835256000,-0.022387732,0,0,0,0,0,0,0,0,0,0
1777226835760000,-0.020438738,0,0,0,0,0,0,0,0,0,0
1777226836264000,-0.018497167,0,0,0,0,0,0,0,0,0,0
1777226836768000,-0.017272867,0,0,0,0,0,0,0,0,0,0
1777226837272000,-0.015695443,0,0,0,0,0,0,0,0,0,0
1777226837776000,-0.0145934485,0,0,0,0,0,0,0,0,0,0
1777226838280000,-0.013798476,0,0,0,0,0,0,0,0,0,0
1777226838784000,-0.012851207,0,0,0,0,0,0,0,0,0,0
1777226839288000,-0.012007897,0,0,0,0,0,0,0,0,0,0
1777226839792000,-0.010924986,0,0,0,0,0,0,0,0,0,0
1777226840296000,-0.009772561,0,0,0,0,0,0,0,0,0,0
1777226840800000,-0.009508418,0,0,0,0,0,0,0,0,0,0
1777226841304000,-0.009295609,0,0,0,0,0,0,0,0,0,0
1777226841808000,-0.008364592,0,0,0,0,0,0,0,0,0,0
1777226842312000,-0.0079426505,0,0,0,0,0,0,0,0,0,0
1777226842816000,-0.0073075057,0,0,0,0,0,0,0,0,0,0
1777226843320000,-0.00641764,0,0,0,0,0,0,0,0,0,0
1777226843824000,-0.005774124,0,0,0,0,0,0,0,0,0,0
1777226844328000,-0.004858048,0,0,0,0,0,0,0,0,0,0
1777226844832000,-0.004456876,0,0,0,0,0,0,0,0,0,0
1777226845336000,-0.004065876,0,0,0,0,0,0,0,0,0,0
1777226845840000,-0.0038101552,0,0,0,0,0,0,0,0,0,0
1777226846344000,-0.0035564369,0,0,0,0,0,0,0,0,0,0
1777226846848000,-0.0040818974,0,0,0,0,0,0,0,0,0,0
1777226847352000,-0.0037876936,0,0,0,0,0,0,0,0,0,0
1777226847856000,-0.003471607,0,0,0,0,0,0,0,0,0,0
1777226848360000,-0.0037285818,0,0,0,0,0,0,0,0,0,0
1777226848864000,-0.003442582,0,0,0,0,0,0,0,0,0,0
1777226849368000,-0.0030216821,0,0,0,0,0,0,0,0,0,0
1777226849876000,-0.002838353,0,0,0,0,0,0,0,0,0,0
1777226850380000,-0.0028947415,0,0,0,0,0,0,0,0,0,0
1777226850884000,-0.0034718483,0,0,0,0,0,0,0,0,0,0
1777226851388000,-0.003173463,0,0,0,0,0,0,0,0,0,0
1777226851892000,-0.0030421938,0,0,0,0,0,0,0,0,0,0
1777226852396000,-0.0029852185,0,0,0,0,0,0,0,0,0,0
1777226852900000,-0.0027435436,0,0,0,0,0,0,0,0,0,0
1777226853404000,-0.0024748058,0,0,0,0,0,0,0,0,0,0
1777226853908000,-0.003062087,0,0,0,0,0,0,0,0,0,0
1777226854412000,-0.0026309437,0,0,0,0,0,0,0,0,0,0
1777226854916000,-0.0025597853,0,0,0,0,0,0,0,0,0,0
1777226855420000,-0.002585292,0,0,0,0,0,0,0,0,0,0
1777226855924000,-0.0024722044,0,0,0,0,0,0,0,0,0,0
1777226856428000,-0.0022599064,0,0,0,0,0,0,0,0,0,0
1777226856932000,-0.0017883347,0,0,0,0,0,0,0,0,0,0
1777226857436000,-0.0013439201,0,0,0,0,0,0,0,0,0,0
1777226857940000,-0.0012467173,0,0,0,0,0,0,0,0,0,0
1777226858444000,-0.0010654997,0,0,0,0,0,0,0,0,0,0
1777226858948000,-0.0010010144,0,0,0,0,0,0,0,0,0,0
1777226859452000,-0.00039109634,0,0,0,0,0,0,0,0,0,0
1777226859956000,-0.00040396885,0,0,0,0,0,0,0,0,0,0
1777226860460000,-9.334378e-05,0,0,0,0,0,0,0,0,0,0
1777226860964000,-0.00021762223,0,0,0,0,0,0,0,0,0,0
1777226861468000,-0.00019597415,0,0,0,0,0,0,0,0,0,0
1777226861972000,-0.00019811938,0,0,0,0,0,0,0,0,0,0
1777226862476000,-0.00018685372,0,0,0,0,0,0,0,0,0,0
1777226862980000,-3.3195443e-05,0,0,0,0,0,0,0,0,0,0
1777226863484000,2.4939072e-06,0,0,0,0,0,0,0,0,0,0
1777226863988000,-0.0004613299,0,0,0,0,0,0,0,0,0,0
1777226864492000,-0.00095055765,0,0,0,0,0,0,0,0,0,0
1777226864996000,-0.0009710941,0,0,0,0,0,0,0,0,0,0
1777226865500000,-0.0009606968,0,0,0,0,0,0,0,0,0,0
1777226866004000,-0.0009552536,0,0,0,0,0,0,0,0,0,0
1777226866508000,-0.0007941709,0,0,0,0,0,0,0,0,0,0
1777226867012000,-0.0005867214,0,0,0,0,0,0,0,0,0,0
1777226867516000,-0.0003732494,0,0,0,0,0,0,0,0,0,0
1777226868020000,-0.00017734725,0,0,0,0,0,0,0,0,0,0
1777226868524000,-2.865788e-05,0,0,0,0,0,0,0,0,0,0
1777226869028000,-1.731881e-05,0,0,0,0,0,0,0,0,0,0
1777226869532000,-0.0006203087,0,0,0,0,0,0,0,0,0,0
1777226870036000,-0.00067347154,0,0,0,0,0,0,0,0,0,0
1777226870540000,-0.0009978393,0,0,0,0,0,0,0,0,0,0
1777226871044000,-0.0011050049,0,0,0,0,0,0,0,0,0,0
1777226871548000,-0.0006056179,0,0,0,0,0,0,0,0,0,0
1777226872052000,-0.00045668602,0,0,0,0,0,0,0,0,0,0
1777226872556000,-0.000673346,0,0,0,0,0,0,0,0,0,0
1777226873060000,-0.00072678446,0,0,0,0,0,0,0,0,0,0
1777226873564000,-0.0006785248,0,0,0,0,0,0,0,0,0,0
1777226874068000,-0.00052212743,0,0,0,0,0,0,0,0,0,0
1777226874572000,-0.00072418456,0,0,0,0,0,0,0,0,0,0
1777226875080000,-0.00095040805,0,0,0,0,0,0,0,0,0,0
1777226875584000,-0.00047559675,0,0,0,0,0,0,0,0,0,0
1777226876092000,-0.00012376251,0,0,0,0,0,0,0,0,0,0
1777226876596000,0.00012336641,0,0,0,0,0,0,0,0,0,0
1777226877100000,-0.0005730151,0,0,0,0,0,0,0,0,0,0
1777226877604000,-0.00095896627,0,0,0,0,0,0,0,0,0,0
1777226878108000,-0.0016338666,0,0,0,0,0,0,0,0,0,0
1777226878612000,-0.0020131439,0,0,0,0,0,0,0,0,0,0
1777226879116000,-0.0017589702,0,0,0,0,0,0,0,0,0,0
1777226879620000,-0.0016231057,0,0,0,0,0,0,0,0,0,0
1777226880124000,-0.0013381484,0,0,0,0,0,0,0,0,0,0
1777226880628000,-0.00090287544,0,0,0,0,0,0,0,0,0,0
1777226881132000,-0.0017647105,0,0,0,0,0,0,0,0,0,0
1777226881636000,-0.0016648999,0,0,0,0,0,0,0,0,0,0
1777226882140000,-0.0014048876,0,0,0,0,0,0,0,0,0,0
1777226882644000,-0.0014032319,0,0,0,0,0,0,0,0,0,0
1777226883148000,-0.0013063455,0,0,0,0,0,0,0,0,0,0
1777226883652000,-0.0009752198,0,0,0,0,0,0,0,0,0,0
1777226884156000,-0.00065266044,0,0,0,0,0,0,0,0,0,0
1777226884660000,-0.0008272948,0,0,0,0,0,0,0,0,0,0
1777226885164000,-0.0014276124,0,0,0,0,0,0,0,0,0,0
1777226885668000,-0.0010878269,0,0,0,0,0,0,0,0,0,0
1777226886172000,-0.00060281914,0,0,0,0,0,0,0,0,0,0
1777226886676000,-0.00041237008,0,0,0,0,0,0,0,0,0,0
1777226887180000,-0.00044958718,0,0,0,0,0,0,0,0,0,0
1777226887684000,-0.0006024412,0,0,0,0,0,0,0,0,0,0
1777226888188000,-0.0007504891,0,0,0,0,0,0,0,0,0,0
1777226888692000,-0.000869509,0,0,0,0,0,0,0,0,0,0
1777226889196000,-0.008399617,0,0,0,0,0,0,0,0,0,0
1777226889700000,-0.017072503,0,0,0,0,0,0,0,0,0,0
1777226890204000,-0.021233384,0,0,0,0,0,0,0,0,0,0
