timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
1777226729820000,0,0,0,0,0,0
1777226730332000,0,0,0,0,0,0
1777226730836000,0,0,0,0,0,0
1777226731340000,0,0,0,0,0,0
1777226731844000,0,0,0,0,0,0
1777226732348000,0,0,0,0,0,0
1777226732852000,0,0,0,0,0,0
1777226733356000,0,0,0,0,0,0
1777226733860000,0,0,0,0,0,0
1777226734368000,0,0,0,0,0,0
1777226734876000,0,0,0,0,0,0
1777226735380000,0,0,0,0,0,0
1777226735884000,0,0,0,0,0,0
1777226736388000,0,0,0,0,0,0
1777226736892000,0,0,0,0,0,0
1777226737396000,0,0,0,0,0,0
1777226737900000,0,0,0,0,0,0
1777226738408000,0,0,0,0,0,0
1777226738912000,0,0,0,0,0,0
1777226739416000,0,0,0,0,0,0
1777226739920000,0,0,0,0,0,0
1777226740424000,0,0,0,0,0,0
1777226740928000,0,0,0,0,0,0
1777226741432000,0,0,0,0,0,0
1777226741936000,0,0,0,0,0,0
1777226742440000,0,0,0,0,0,0
1777226742944000,0,0,0,0,0,0
1777226743448000,0,0,0,0,0,0
1777226743952000,0,0,0,0,0,0
1777226744456000,0,0,0,0,0,0
1777226744960000,0,0,0,0,0,0
1777226745464000,0,0,0,0,0,0
1777226745972000,0,0,0,0,0,0
1777226746476000,0,0,0,0,0,0
1777226746980000,0,0,0,0,0,0
1777226747484000,0,0,0,0,0,0
1777226747988000,0,0,0,0,0,0
1777226748496000,0,0,0,0,0,0
1777226749000000,0,0,0,0,0,0
1777226749504000,0,0,0,0,0,0
1777226750008000,0,0,0,0,0,0
1777226750512000,0,0,0,0,0,0
1777226751016000,0,0,0,0,0,0
1777226751520000,0,0,0,0,0,0
1777226752024000,0,0,0,0,0,0
1777226752528000,0,0,0,0,0,0
1777226753032000,0,0,0,0,0,0
1777226753536000,0,0,0,0,0,0
1777226754048000,0,0,0,0,0,0
1777226754552000,0,0,0,0,0,0
1777226755056000,0,0,0,0,0,0
1777226755560000,0,0,0,0,0,0
1777226756064000,0,0,0,0,0,0
1777226756568000,0,0,0,0,0,0
1777226757072000,0,0,0,0,0,0
1777226757576000,0,0,0,0,0,0
1777226758080000,0,0,0,0,0,0
1777226758584000,0,0,0,0,0,0
1777226759088000,0,0,0,0,0,0
1777226759592000,0,0,0,0,0,0
1777226760096000,0,0,0,0,0,0
1777226760600000,0,0,0,0,0,0
1777226761104000,0,0,0,0,0,0
1777226761612000,0,0,0,0,0,0
1777226762116000,0,0,0,0,0,0
1777226762620000,0,0,0,0,0,0
1777226763124000,0,0,0,0,0,0
1777226763628000,0,0,0,0,0,0
1777226764132000,0,0,0,0,0,0
1777226764636000,0,0,0,0,0,0
1777226765140000,0,0,0,0,0,0
1777226765644000,0,0,0,0,0,0
1777226766148000,0,0,0,0,0,0
1777226766652000,0,0,0,0,0,0
1777226767156000,0,0,0,0,0,0
1777226767660000,0,0,0,0,0,0
1777226768164000,0,0,0,0,0,0
1777226768668000,0,0,0,0,0,0
1777226769172000,0,0,0,0,0,0
1777226769676000,0,0,0,0,0,0
1777226770180000,0,0,0,0,0,0
1777226770684000,0,0,0,0,0,0
1777226771188000,0,0,0,0,0,0
1777226771692000,0,0,0,0,0,0
1777226772196000,0,0,0,0,0,0
1777226772700000,0,0,0,0,0,0
1777226773204000,0,0,0,0,0,0
1777226773708000,0,0,0,0,0,0
1777226774212000,0,0,0,0,0,0
1777226774716000,0,0,0,0,0,0
1777226775220000,0,0,0,0,0,0
1777226775724000,0,0,0,0,0,0
1777226776228000,0,0,0,0,0,0
1777226776732000,0,0,0,0,0,0
1777226777236000,0,0,0,0,0,0
1777226777740000,0,0,0,0,0,0
1777226778244000,0,0,0,0,0,0
1777226778748000,0,0,0,0,0,0
1777226779252000,0,0,0,0,0,0
1777226779756000,0,0,0,0,0,0
1777226780260000,0,0,0,0,0,0
1777226780764000,0,0,0,0,0,0
1777226781268000,0,0,0,0,0,0
1777226781776000,0,0,0,0,0,0
1777226782280000,0,0,0,0,0,0
1777226782784000,0,0,0,0,0,0
1777226783288000,0,0,0,0,0,0
1777226783792000,0,0,0,0,0,0
1777226784296000,0,0,0,0,0,0
1777226784800000,0,0,0,0,0,0
1777226785304000,0,0,0,0,0,0
1777226785808000,0,0,0,0,0,0
1777226786312000,0,0,0,0,0,0
1777226786816000,0,0,0,0,0,0
1777226787320000,0,0,0,0,0,0
1777226787824000,0,0,0,0,0,0
1777226788328000,0,0,0,0,0,0
1777226788832000,0,0,0,0,0,0
1777226789336000,0,0,0,0,0,0
1777226789840000,0,0,0,0,0,0
1777226790344000,0,0,0,0,0,0
1777226790848000,0,0,0,0,0,0
1777226791352000,0,0,0,0,0,0
1777226791856000,0,0,0,0,0,0
1777226792360000,0,0,0,0,0,0
1777226792864000,0,0,0,0,0,0
1777226793368000,0,0,0,0,0,0
1777226793872000,0,0,0,0,0,0
1777226794376000,0,0,0,0,0,0
1777226794880000,0,0,0,0,0,0
1777226795384000,0,0,0,0,0,0
1777226795888000,0,0,0,0,0,0
1777226796392000,0,0,0,0,0,0
1777226796896000,0,0,0,0,0,0
1777226797400000,0,0,0,0,0,0
1777226797904000,0,0,0,0,0,0
1777226798408000,0,0,0,0,0,0
1777226798912000,0,0,0,0,0,0
1777226799416000,0,0,0,0,0,0
1777226799920000,0,0,0,0,0,0
1777226800424000,0,0,0,0,0,0
1777226800928000,0,0,0,0,0,0
1777226801432000,0,0,0,0,0,0
1777226801936000,0,0,0,0,0,0
1777226802440000,0,0,0,0,0,0
1777226802948000,0,0,0,0,0,0
1777226803452000,0,0,0,0,0,0
1777226803956000,0,0,0,0,0,0
1777226804460000,0,0,0,0,0,0
1777226804968000,0,0,0,0,0,0
1777226805472000,0,0,0,0,0,0
1777226805976000,0,0,0,0,0,0
1777226806480000,0,0,0,0,0,0
1777226806984000,0,0,0,0,0,0
1777226807488000,0,0,0,0,0,0
1777226807992000,0,0,0,0,0,0
1777226808496000,0,0,0,0,0,0
1777226809000000,0,0,0,0,0,0
1777226809504000,0,0,0,0,0,0
1777226810008000,0,0,0,0,0,0
1777226810512000,0,0,0,0,0,0
1777226811016000,0,0,0,0,0,0
1777226811520000,0,0,0,0,0,0
1777226812024000,0,0,0,0,0,0
1777226812528000,0,0,0,0,0,0
1777226813032000,0,0,0,0,0,0
1777226813536000,0,0,0,0,0,0
1777226814040000,0,0,0,0,0,0
1777226814544000,0,0,0,0,0,0
1777226815048000,0,0,0,0,0,0
1777226815552000,0,0,0,0,0,0
1777226816056000,0,0,0,0,0,0
1777226816560000,0,0,0,0,0,0
1777226817064000,0,0,0,0,0,0
1777226817568000,0,0,0,0,0,0
1777226818072000,0,0,0,0,0,0
1777226818576000,0,0,0,0,0,0
1777226819080000,0,0,0,0,0,0
1777226819584000,0,0,0,0,0,0
1777226820088000,0,0,0,0,0,0
1777226820592000,0,0,0,0,0,0
1777226821096000,0,0,0,0,0,0
1777226821600000,0,0,0,0,0,0
1777226822104000,0,0,0,0,0,0
1777226822608000,0,0,0,0,0,0
1777226823112000,0,0,0,0,0,0
1777226823616000,0,0,0,0,0,0
1777226824120000,0,0,0,0,0,0
1777226824624000,0,0,0,0,0,0
