timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
1777226730084000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226730320000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226730464000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226730968000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226731472000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226731976000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226732480000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226732984000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226733488000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226733996000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226734500000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226735008000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226735512000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226736016000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226736520000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226737024000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226737528000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226738032000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226738540000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226739044000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226739548000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226740052000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226740160000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226740292000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226740796000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226741300000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226741804000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226742308000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226742812000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226743316000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226743820000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226744324000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226744828000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226745332000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226745840000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226746272000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226746284000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226746356000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226746860000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226747364000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226747868000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226748376000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226748880000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226749384000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226749888000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226750392000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226750896000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226751400000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226751904000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226752408000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226752912000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226753416000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226753916000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226754420000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226754924000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226755424000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226755932000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226756436000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226756940000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226757444000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226757948000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226758452000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226758956000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226759460000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226759964000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226760468000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226760972000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226761480000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226761984000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226762488000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226762992000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226763496000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226764000000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226764504000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226765008000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226765512000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226766016000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226766520000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226767024000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226767528000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226768032000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226768536000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226769040000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226769544000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226770048000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226770552000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226771056000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226771560000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226772064000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226772568000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226773072000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226773576000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226774080000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226774584000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226775088000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226775592000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226776096000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226776600000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226777104000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226777260000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226777764000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226778268000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226778772000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226779276000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226779780000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226780284000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226780788000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226781292000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226781800000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226782304000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226782808000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226783312000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226783816000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226784320000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226784824000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226785328000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226785832000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226786336000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226786840000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226787344000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226787848000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226788352000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226788856000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226789360000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226789864000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226790368000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226790872000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226791376000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226791880000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226792384000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226792888000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226793392000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226793896000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226794400000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226794904000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226795408000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226795912000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226796416000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226796920000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226797424000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226797928000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226798432000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226798936000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226799440000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226799944000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226800448000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226800952000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226801456000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226801960000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226802464000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226802972000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226803476000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226803980000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226804484000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226804992000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226805496000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226806000000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226806504000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226807008000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226807512000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226808016000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226808520000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226809024000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226809528000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777226810032000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
