timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,estimator_instance,innovation_rejected,fused
1777226739184000,1777226739026000,1777226739028000,0,-488.008,6.6563997,0.0,0.0,6.6563997,0.0,0.0,0,0,1
1777226739240000,1777226739078000,1777226739084000,0,-488.014,6.4009,0.008148193,0.0007675835,10.713847,2.4787755e-07,2.3350786e-08,0,0,1
1777226739288000,1777226739130000,1777226739132000,0,-488.011,6.1504,0.0021362305,0.00089651404,8.279379,2.2047455e-08,2.3228008e-08,0,0,1
1777226739344000,1777226739182000,1777226739188000,0,-487.999,5.9536004,-0.015014648,-0.0006023636,7.35435,1.2261569e-06,-9.446768e-08,0,0,1
1777226739392000,1777226739234000,1777226739236000,0,-488.003,5.7120996,-0.010253906,-0.001511567,6.7500353,6.2306395e-07,-1.4426298e-07,0,0,1
1777226739448000,1777226739286000,1777226739292000,0,-488.007,5.5224996,-0.0057678223,-0.0019125186,6.342136,2.0982064e-07,-1.5043871e-07,0,0,1
1777226739496000,1777226739338000,1777226739340000,0,-488.008,5.29,-0.0038757324,-0.002097459,5.9644794,1.007384e-07,-1.457568e-07,0,0,1
1777226739552000,1777226739390000,1777226739396000,0,-488.01,5.1075997,-0.0010681152,-0.0020004918,5.6780343,8.037079e-09,-1.327832e-07,0,0,1
1777226739600000,1777226739442000,1777226739444000,0,-487.988,4.9284,-0.021453857,-0.0038330555,5.420973,3.3962021e-06,-4.4020675e-07,0,0,1
1777226739656000,1777226739494000,1777226739500000,0,-488.006,4.7524004,-0.004119873,-0.0038600746,5.1845174,1.3095418e-07,-4.1107427e-07,0,0,1
1777226739704000,1777226739546000,1777226739548000,0,-488.009,4.5795994,-0.0018615723,-0.0036718098,4.9633822,2.7928143e-08,-3.749808e-07,0,0,1
1777226739760000,1777226739598000,1777226739604000,0,-488.015,4.4099994,0.004272461,-0.0029234365,4.754269,1.5357921e-07,-3.2518892e-07,0,0,1
1777226739808000,1777226739650000,1777226739652000,0,-488.007,4.2436,-0.0043029785,-0.0030533932,4.554929,1.6259858e-07,-3.0987243e-07,0,0,1
1777226739864000,1777226739702000,1777226739708000,0,-487.99,4.1208997,-0.020843506,-0.0047292737,4.4043665,3.945646e-06,-6.523729e-07,0,0,1
1777226739912000,1777226739754000,1777226739756000,0,-487.992,3.9601,-0.01727295,-0.0059109246,4.2198167,2.8281302e-06,-8.573355e-07,0,0,1
1777226739968000,1777226739806000,1777226739812000,0,-487.994,3.8024998,-0.014190674,-0.0066909012,4.041619,1.9930155e-06,-9.643198e-07,0,0,1
1777226740016000,1777226739858000,1777226739860000,0,-487.998,3.6864,-0.009887695,-0.0069920486,3.9074414,1.0008239e-06,-9.677586e-07,0,0,1
1777226740072000,1777226739910000,1777226739916000,0,-487.997,3.5344,-0.011505127,-0.0074171936,3.739603,1.4158503e-06,-1.0099702e-06,0,0,1
1777226740120000,1777226739962000,1777226739964000,0,-487.995,3.4224997,-0.012573242,-0.007902908,3.6135588,1.749925e-06,-1.0796762e-06,0,0,1
1777226740176000,1777226740014000,1777226740020000,0,-487.996,3.3123999,-0.011444092,-0.008236498,3.4908931,1.5006731e-06,-1.1193353e-06,0,0,1
1777226740224000,1777226740066000,1777226740068000,0,-487.983,3.2041,-0.0234375,-0.009668476,3.3713074,6.5175477e-06,-1.6278625e-06,0,0,1
1777226740280000,1777226740118000,1777226740124000,0,-487.979,3.0976,-0.026977539,-0.01129904,3.254663,8.944552e-06,-2.317116e-06,0,0,1
1777226740328000,1777226740170000,1777226740172000,0,-487.985,2.9929001,-0.019989014,-0.012117661,3.1407425,5.0887415e-06,-2.5782113e-06,0,0,1
1777226740384000,1777226740222000,1777226740228000,0,-487.987,2.8899999,-0.017120361,-0.012588929,3.0294778,3.870063e-06,-2.6999076e-06,0,0,1
1777226740432000,1777226740274000,1777226740276000,0,-487.991,2.7889,-0.01171875,-0.012506956,2.920698,1.880771e-06,-2.6227426e-06,0,0,1
1777226740488000,1777226740326000,1777226740332000,0,-487.985,2.6896,-0.016998291,-0.012930053,2.8143795,4.1066514e-06,-2.762531e-06,0,0,1
1777226740536000,1777226740378000,1777226740380000,0,-487.984,2.5921001,-0.017211914,-0.0133334175,2.710379,4.372082e-06,-2.9141554e-06,0,0,1
1777226740592000,1777226740430000,1777226740436000,0,-487.991,2.5280998,-0.009796143,-0.013000196,2.640402,1.4537848e-06,-2.7765843e-06,0,0,1
1777226740640000,1777226740482000,1777226740484000,0,-487.992,2.4335997,-0.008239746,-0.012551747,2.5403802,1.0690276e-06,-2.6157275e-06,0,0,1
1777226740696000,1777226740534000,1777226740540000,0,-487.994,2.3409,-0.0063171387,-0.011964429,2.4425762,6.535107e-07,-2.4308808e-06,0,0,1
1777226740744000,1777226740586000,1777226740588000,0,-487.996,2.2800999,-0.0039367676,-0.0112082,2.3769734,2.6080457e-07,-2.2264533e-06,0,0,1
1777226740800000,1777226740638000,1777226740644000,0,-488.0,2.1904001,0.00045776367,-0.010109233,2.2828672,3.671656e-09,-2.016369e-06,0,0,1
1777226740848000,1777226740690000,1777226740692000,0,-487.993,2.1315997,-0.0067443848,-0.009792254,2.2198904,8.1962116e-07,-1.903632e-06,0,0,1
1777226740904000,1777226740742000,1777226740748000,0,-488.001,2.0449,0.0017089844,-0.008708804,2.129347,5.4864284e-08,-1.719136e-06,0,0,1
1777226740952000,1777226740794000,1777226740796000,0,-487.994,1.9880999,-0.005645752,-0.008420256,2.0688791,6.162664e-07,-1.6152425e-06,0,0,1
1777226741008000,1777226740846000,1777226740852000,0,-488.0,1.9320999,0.00036621094,-0.0075925454,2.009496,2.6695341e-09,-1.4628305e-06,0,0,1
1777226741056000,1777226740898000,1777226740900000,0,-488.002,1.8769,0.0022277832,-0.0066674417,1.9510871,1.0174877e-07,-1.3154425e-06,0,0,1
1777226741112000,1777226740950000,1777226740956000,0,-488.004,1.8225001,0.0039978027,-0.005662745,1.8937212,3.3758775e-07,-1.1597223e-06,0,0,1
1777226741160000,1777226741002000,1777226741004000,0,-487.998,1.7423998,-0.002319336,-0.005347786,1.8107891,1.1882817e-07,-1.061667e-06,0,0,1
1777226741216000,1777226741054000,1777226741060000,0,-488.004,1.6899998,0.0039367676,-0.004473154,1.7557306,3.5308696e-07,-9.283931e-07,0,0,1
1777226741264000,1777226741106000,1777226741108000,0,-488.006,1.6384,0.0057678223,-0.0035084244,1.7015791,7.820447e-07,-7.6726485e-07,0,0,1
1777226741320000,1777226741158000,1777226741164000,0,-487.996,1.5876,-0.004547119,-0.0036062724,1.648416,5.0172514e-07,-7.422502e-07,0,0,1
1777226741368000,1777226741210000,1777226741212000,0,-488.001,1.5376,0.0005187988,-0.0032176787,1.5961335,6.745106e-09,-6.716927e-07,0,0,1
1777226741424000,1777226741262000,1777226741268000,0,-488.006,1.5129,0.0054016113,-0.0024057166,1.5693187,7.436961e-07,-5.3835896e-07,0,0,1
1777226741472000,1777226741314000,1777226741316000,0,-487.999,1.4640998,-0.0016174316,-0.0023314578,1.518495,6.891258e-08,-4.9413575e-07,0,0,1
1777226741528000,1777226741366000,1777226741372000,0,-487.997,1.4160999,-0.003326416,-0.0024251859,1.4686196,3.0137264e-07,-4.759769e-07,0,0,1
1777226741576000,1777226741418000,1777226741420000,0,-488.0,1.3689,-0.00015258789,-0.0022111004,1.4195832,6.5605354e-10,-4.3120028e-07,0,0,1
1777226741632000,1777226741470000,1777226741476000,0,-487.983,1.3225,-0.01727295,-0.0036299704,1.3714821,8.701675e-06,-1.210303e-06,0,0,1
1777226741680000,1777226741522000,1777226741524000,0,-487.999,1.2996,-0.00061035156,-0.0033455135,1.3469061,1.1063252e-08,-1.0973312e-06,0,0,1
1777226741736000,1777226741574000,1777226741580000,0,-487.987,1.2544,-0.012359619,-0.0041946685,1.3001832,4.6996515e-06,-1.4366802e-06,0,0,1
1777226741784000,1777226741626000,1777226741628000,0,-487.977,1.21,-0.021728516,-0.0058464077,1.2542713,1.505666e-05,-2.719722e-06,0,0,1
1777226741840000,1777226741678000,1777226741684000,0,-487.975,1.1881001,-0.022888184,-0.0074517927,1.2309734,1.7022918e-05,-4.067125e-06,0,0,1
1777226741888000,1777226741730000,1777226741732000,0,-487.982,1.1448998,-0.015106201,-0.00817286,1.1864034,7.693751e-06,-4.4087637e-06,0,0,1
1777226741944000,1777226741782000,1777226741788000,0,-487.992,1.1235999,-0.0045166016,-0.00782843,1.1638387,7.011174e-07,-4.0594928e-06,0,0,1
1777226741992000,1777226741834000,1777226741836000,0,-487.982,1.0816,-0.014282227,-0.008436397,1.120591,7.2812286e-06,-4.36299e-06,0,0,1
1777226742048000,1777226741886000,1777226741892000,0,-487.989,1.0609,-0.0069885254,-0.008300003,1.098741,1.7780162e-06,-4.1194776e-06,0,0,1
1777226742096000,1777226741938000,1777226741940000,0,-488.004,1.0403999,0.008087158,-0.0067562843,1.0770987,2.4288258e-06,-3.5026083e-06,0,0,1
1777226742152000,1777226741990000,1777226741996000,0,-488.013,1.0,0.016540527,-0.004561657,1.0356721,1.0566629e-05,-2.1772453e-06,0,0,1
1777226742200000,1777226742042000,1777226742044000,0,-488.013,0.9800999,0.01574707,-0.002648516,1.0147192,9.77493e-06,-1.0513156e-06,0,0,1
1777226742256000,1777226742094000,1777226742100000,0,-488.011,0.94089997,0.013031006,-0.0011714596,0.9745767,6.9694715e-06,-2.9573414e-07,0,0,1
1777226742304000,1777226742146000,1777226742148000,0,-488.007,0.9216,0.008636475,-0.00024752365,0.95430213,3.1264183e-06,2.6642567e-08,0,0,1
1777226742360000,1777226742198000,1777226742204000,0,-487.996,0.9025,-0.0026550293,-0.0004743177,0.93433285,3.0178455e-07,-4.296222e-09,0,0,1
1777226742408000,1777226742250000,1777226742252000,0,-488.003,0.8836,0.004272461,-2.7157337e-05,0.91454893,7.9837923e-07,7.131814e-08,0,0,1
1777226742464000,1777226742302000,1777226742308000,0,-488.008,0.8463999,0.008850098,0.0008091059,0.8765642,3.5741468e-06,4.0129478e-07,0,0,1
1777226742512000,1777226742354000,1777226742356000,0,-488.006,0.82809997,0.0063476562,0.0013308534,0.8574369,1.879683e-06,5.405633e-07,0,0,1
1777226742568000,1777226742406000,1777226742412000,0,-488.008,0.80999994,0.007965088,0.0019558177,0.8386057,3.0261003e-06,7.747081e-07,0,0,1
1777226742616000,1777226742458000,1777226742460000,0,-488.002,0.79209995,0.0015869141,0.0019210659,0.81994927,1.2285132e-07,7.133013e-07,0,0,1
1777226742672000,1777226742510000,1777226742516000,0,-488.004,0.7744,0.0033874512,0.0020592036,0.80158466,5.7260706e-07,7.000475e-07,0,0,1
1777226742720000,1777226742562000,1777226742564000,0,-488.012,0.7569,0.011077881,0.002908789,0.78338975,6.266074e-06,1.2243834e-06,0,0,1
1777226742776000,1777226742614000,1777226742620000,0,-487.998,0.73959994,-0.0035705566,0.0022984159,0.7654828,6.661874e-07,1.0462861e-06,0,0,1
1777226742824000,1777226742666000,1777226742668000,0,-488.009,0.72249997,0.007446289,0.0027833604,0.74774146,2.966117e-06,1.2271398e-06,0,0,1
1777226742880000,1777226742718000,1777226742724000,0,-488.015,0.70559996,0.013153076,0.0037602177,0.73028487,9.475941e-06,2.0042007e-06,0,0,1
1777226742928000,1777226742770000,1777226742772000,0,-488.0,0.6889,-0.0024414062,0.0031760067,0.7129902,3.3439252e-07,1.7838985e-06,0,0,1
