timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
1777226729940000,1777226729780000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777226730944000,1777226729780000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777226731952000,1777226729780000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777226732960000,1777226729780000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777226733968000,1777226729780000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777226734976000,1777226729780000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777226735984000,1777226729780000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777226736992000,1777226729780000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777226738000000,1777226729780000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777226739008000,1777226729780000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777226739184000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226740192000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226741200000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226742208000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226743216000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226744224000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226745232000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226746240000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226747248000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226748256000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226749264000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226750272000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226751280000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226752288000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226753296000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226754304000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226755312000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226756320000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226757328000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226758336000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226759344000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226760352000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226761360000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226762368000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226763376000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226764384000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226765392000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777226766400000,1777226739028000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
